room_id,url,rating,city,contextualPicturesCount,lat,long,listingObjType,pdpUrlType,name,roomTypeCategory,reviewCount,isSuperHost,isVerified,yearHosting,canInstantBook,weeklyPriceFactor,structuredStayDisplayPrice,price,price_full,maxGuestCapacity,SYSTEM_LOCK_ON_DOOR,SYSTEM_FLOWER,SYSTEM_VIEW_OCEAN,SYSTEM_COOKING_BASICS,SYSTEM_WI_FI,SYSTEM_MAPS_CAR_RENTAL,SYSTEM_PETS,SYSTEM_SURVEILLANCE,SYSTEM_NO_DETECTOR_CO2,SYSTEM_NO_DETECTOR_SMOKE,SYSTEM_WORKSPACE,SYSTEM_TV,SYSTEM_SNOWFLAKE,SYSTEM_LUGGAGE_DROP,SYSTEM_HAIRDRYER,SYSTEM_VIEW_CITY,SYSTEM_WASHER,SYSTEM_TOYS,SYSTEM_DRYER,SYSTEM_PATIO_BALCONY,SYSTEM_ELEVATOR,SYSTEM_EV_CHARGER,SYSTEM_FIREPLACE,SYSTEM_NO_LOCK_ON_DOOR,SYSTEM_BREAKFAST,SYSTEM_REFRIGERATOR,SYSTEM_CALENDAR,SYSTEM_BATHTUB,SYSTEM_GOLF,SYSTEM_JACUZZI,SYSTEM_SMOKING_ALLOWED,SYSTEM_POOL,SYSTEM_VIEW_MOUNTAIN,SYSTEM_CRIB,SYSTEM_FIREPIT,SYSTEM_BEACH,SYSTEM_HIGH_CHAIR,SYSTEM_PIANO
29889529,https://www.airbnb.com.vn/rooms/29889529,"4,6",Thành phố Huế,30,16.47268,107.57469,REGULAR,,"Homestay Minh Tú #B3❤️ rộng rãi, dạo phố",private_room,10,False,True,5,False,,/ đêm,365.177,₫365.177,2,True,,,True,True,True,True,,False,,,True,True,,,,True,,True,,,,,,,,,,,,,,,,,,,
32500519,https://www.airbnb.com.vn/rooms/32500519,"5,0",Thành phố Huế,16,16.47921,107.58033,REGULAR,,nhà a-mâze - phòng gác mái số 2,private_room,3,,,,False,,/ đêm,321.187,₫321.187,1,,,,True,True,True,,,False,False,,,,,True,,,,,,,,,,,,,,,,,,,,,,,
29888950,https://www.airbnb.com.vn/rooms/29888950,"4,82",Thừa Thiên Huế,30,16.46998,107.59852,REGULAR,,Nhà trọ kẹo Huế,private_room,11,,,,False,,/ đêm,341.212,₫341.212,3,,,,True,True,,,,False,,,True,True,,True,,,,,,True,,True,,True,,,,,,True,,,,,,,
37058248,https://www.airbnb.com.vn/rooms/37058248,"4,73",Thành phố Huế,15,16.47538,107.58344,REGULAR,,"5 phút đi bộ đến Thành Đô † 1,5 km",private_room,26,True,True,4,False,,/ đêm,365.177,₫365.177,2,True,,,True,True,True,True,True,False,False,True,,,,,,True,,,,,,,,,,,,,,,,,,,,,
696659691841991084,https://www.airbnb.com.vn/rooms/696659691841991084,"4,88",Thành phố Huế,9,16.47493563263845,107.59513892233372,REGULAR,,Màu Tím Huế - Duyên Dáng Riverside,private_room,8,,,,False,,/ đêm,490.706,₫490.706,2,,,,True,True,True,True,True,False,,True,True,True,,True,,,,,,,,,,,,,,,,,,,,,,,
24546775,https://www.airbnb.com.vn/rooms/24546775,,Thành phố Huế,29,16.46916,107.59719,REGULAR,,Lành Homestay in Huế,private_room,1,False,True,5,False,,/ đêm,345.723,₫345.723,10,,,,True,True,,,True,False,False,,,True,,,,True,,,,,,,False,,,,,,,,,,,,,,
768335432059352990,https://www.airbnb.com.vn/rooms/768335432059352990,,Thành phố Huế,6,16.4628578,107.6167694,REGULAR,,Căn hộ yên tĩnh tại Trung tâm thành phố,private_room,,False,True,,False,,/ đêm,318.388,₫318.388,2,True,True,True,True,True,,,True,False,,,True,,,,True,,,,,True,,,,,,,,,,,,,,,,,
23297283,https://www.airbnb.com.vn/rooms/23297283,"4,35",Thành phố Huế,10,16.46381,107.59243,REGULAR,,Phòng đôi tiêu chuẩn,private_room,23,,,,False,,/ đêm,,,2,,,,,True,True,,True,False,,,True,True,True,True,,,,,,,,,,,,True,,,,,,,,,,,
792666512212166258,https://www.airbnb.com.vn/rooms/792666512212166258,,Thành phố Huế,6,16.4632335,107.6075446,REGULAR,,Ruby 's Manor Crown - Sleep Studio,private_room,1,True,True,10,False,,/ đêm,456.471,₫456.471,2,True,,,,True,,,True,False,,,True,True,,True,,,,,,,,,,,,True,,,,,,,,,,,
35528360,https://www.airbnb.com.vn/rooms/35528360,,Thành phố Huế,11,16.47018,107.59752,REGULAR,,Chỗ ở riêng cho cá mập - Chia sẻ phòng cho 1 người,hotel_room,,,,,False,,/ đêm,,,1,,,,True,True,True,,,False,False,True,True,True,True,True,,,,,,,,,,,,,,,,,,,,,,,
566990226324020990,https://www.airbnb.com.vn/rooms/566990226324020990,,Thành phố Huế,14,16.45683,107.58038,REPRESENTATIVE,,SLEEP BOX - ĐI NGẨU HOMESTAY - Bed in 8-beds dorm,shared_room,,,,,False,,/ đêm,253.000,₫253.000,8,,,,True,True,True,,True,False,False,True,,,,,True,,,,,,True,,,,,,,,True,,,,,,,,
24505561,https://www.airbnb.com.vn/rooms/24505561,"4,6",Thành phố Huế,7,16.47223,107.59628,REGULAR,,Ký túc xá đẹp và sạch sẽ ở thành phố Huế gần sông Hương,shared_room,5,,,,False,,/ đêm,267.664,₫267.664,1,,,,,True,True,,,,,,,True,,True,,True,,True,,True,,True,,True,,True,,,,,,,,,,,
38990755,https://www.airbnb.com.vn/rooms/38990755,,Thành phố Huế,5,16.47123,107.5965,REGULAR,,Phòng riêng gần sông Hương tại thành phố huế,private_room,,,,,False,,/ đêm,318.801,₫318.801,2,,,,,True,True,,,,,,True,True,,True,,True,,True,,True,,True,,True,,,,,,,,,,,,,
35077203,https://www.airbnb.com.vn/rooms/35077203,"4,59",Thành phố Huế,21,16.46978,107.5971,REGULAR,,Shark Homestay - Phòng đôi cho 2 người (2),private_room,22,False,True,4,False,,/ đêm,381.418,₫381.418,2,,,,True,True,True,,,False,False,True,True,True,,,,,,,True,,,,False,,,,,,,,,,,,,,
743793110746080796,https://www.airbnb.com.vn/rooms/743793110746080796,"5,0",Thị xã Hương Thủy,11,16.44826,107.61839,REGULAR,,Căn hộ cao cấp 1 phòng ngủ có bếp riêng,entire_home,6,,,,False,,/ đêm,,,3,,,,True,True,True,True,,,,True,True,,,,True,,,,,True,,,,,,,,,True,,True,,,,,,
38951019,https://www.airbnb.com.vn/rooms/38951019,"4,64",Hue,30,16.45533,107.61125,REGULAR,,Ký ức homestay Huế - Ban công lớn Phòng sang trọng 5,private_room,11,False,True,4,False,,/ đêm,215.782,₫215.782,2,True,,,True,True,True,,True,False,False,,True,True,,,,True,,,,,,,,,,,,,,,,,,,,,
868499678111051668,https://www.airbnb.com.vn/rooms/868499678111051668,,Thành phố Huế,6,16.470681797220752,107.59714624232785,REGULAR,,Standard Room Bánh INN homestay,private_room,,,,,False,,/ đêm,,,2,,,,,True,True,,True,False,False,,,True,,,,,,,,,,,,,,,,,,,,,,,,,
28869776,https://www.airbnb.com.vn/rooms/28869776,"4,0",Thành phố Huế,8,16.46389,107.59315,REGULAR,,Phòng DB (ban công) - Khách sạn Phong Nha,private_room,4,False,True,5,False,,/ đêm,296.706,₫296.706,2,True,,,,True,True,,True,False,,,True,True,True,,,,,,True,,,,,,,,True,,,,,,,,,,
34319721,https://www.airbnb.com.vn/rooms/34319721,"4,92",Thành phố Huế,30,16.46588,107.57448,REGULAR,,Lê Robinet★ Phòng Superior ★ 3 phút đến Huế Citadel,private_room,13,True,True,5,False,,/ đêm,395.000,₫395.000,2,True,True,,True,True,True,True,,,,,,True,True,,,True,,True,,,,,,,,,,,,,,,,,,,
842522762278944167,https://www.airbnb.com.vn/rooms/842522762278944167,,Thành phố Huế,13,16.4771823,107.6030863,REGULAR,,Phòng tiêu chuẩn giường đôi,private_room,,False,True,,False,,/ đêm,,,3,True,,,,True,True,,True,False,False,,,True,True,True,,,,,True,,,,,,,,,,,,,,,,,,
841714334359346920,https://www.airbnb.com.vn/rooms/841714334359346920,,Thành phố Huế,10,16.4771823,107.6030863,REGULAR,,Phòng giường đôi nằm ở tầng trệt,private_room,,False,True,,False,,/ đêm,,,3,True,,,True,True,True,,True,,,,True,True,True,,,,True,,True,,,,,,,,,,,,,,,,,,
765441920817568888,https://www.airbnb.com.vn/rooms/765441920817568888,,Thành phố Huế,5,16.46937,107.59563,REGULAR,,"Mới, sạch sẽ, trung tâm",private_room,,,,,False,,/ đêm,,,2,,,,,,True,,True,,,True,,True,,,,,,,,,,,,,,,,,,,,,,,,,
39440505,https://www.airbnb.com.vn/rooms/39440505,"4,83",Thành phố Huế,14,16.46235,107.59968,REGULAR,,Phòng bánh đôi ở trung tâm Huế,private_room,6,,,,False,,/ đêm,388.000,₫388.000,2,,,,,True,,True,,False,False,,,True,True,True,,,,,,,,,,True,,,,,,True,,,,,,,
567010449379086156,https://www.airbnb.com.vn/rooms/567010449379086156,,Thành phố Huế,11,16.45855,107.58086,REPRESENTATIVE,,SLEEP BOX HOMESTAY - Huế - Bed in 6-beds Dorm,shared_room,,,,,False,,/ đêm,253.000,₫253.000,6,,,,True,True,True,,True,False,False,True,,True,,,True,,,,,,True,,,,,,,,,,,,,,,,
608283584415414166,https://www.airbnb.com.vn/rooms/608283584415414166,,Thành phố Huế,5,16.44767,107.57544,REGULAR,,"Phòng 102-Một Giường Đôi, View Vườn.",private_room,,,,,False,,/ đêm,456.471,₫456.471,2,,,,True,True,True,,True,False,False,True,,True,,,,True,,,,,,,,,,,,,,,,,,,,,
32912650,https://www.airbnb.com.vn/rooms/32912650,"5,0",Thành phố Huế,30,16.4686,107.56729,REGULAR,,Chi 's Abode 1fy Studio Room for Digital Nomad,private_room,3,,,,False,,/ đêm,415.388,₫415.388,2,,True,,True,True,True,True,True,False,False,True,,,,,,True,,,,,,,,,,,,,,,,,,,,,
43547737,https://www.airbnb.com.vn/rooms/43547737,,Thành phố Huế,28,16.46676,107.60243,REGULAR,,Chalet Room_2Pax_Garden View_Central City,private_room,,False,True,,False,,/ đêm,235.000,₫235.000,2,True,True,,True,True,True,True,,,,True,True,,,,,True,,True,,,,,,,,,,,,,,,,,,,
40389300,https://www.airbnb.com.vn/rooms/40389300,"4,6",Liên Chiểu,11,16.06309,108.17605,REGULAR,,Nhà của Te - Te's house,private_room,5,False,True,2,False,,/ đêm,,,6,,,,True,True,True,True,True,False,False,True,,,,,,True,,,,,,,False,,,,,,,,,,,,,,
874740929251806762,https://www.airbnb.com.vn/rooms/874740929251806762,,Thành phố Huế,9,16.45365,107.55158,REGULAR,,Lantana Huế 2 - phòng đôi view sông Hương T.P #102,private_room,,False,True,,False,,/ đêm,450.800,₫450.800,2,True,True,,,True,True,True,True,False,False,,True,True,,,,,,,,,,,,,,,,,,,,,,,,,
824496342575053325,https://www.airbnb.com.vn/rooms/824496342575053325,,Thành phố Huế,16,16.47305,107.5647,REGULAR,,Căn hộ 2 phòng ngủ ấm áp với không gian yên tĩnh,private_room,,False,True,,False,,/ đêm,,,4,,True,True,True,True,True,,True,False,False,True,,,,,,,,,,,,,False,,,,,,,,,,,,,,
35020001,https://www.airbnb.com.vn/rooms/35020001,,Thành phố Huế,17,16.47006,107.59686,REGULAR,,SharkHomestay - Chia sẻ phòng cho 1 người,hotel_room,,,,,False,,/ đêm,,,1,,,,True,True,True,,,False,False,True,True,True,True,True,,,,,,,,,,,,,,,,,,,,,,,
686748535974118791,https://www.airbnb.com.vn/rooms/686748535974118791,,A Lưới,28,16.30239,107.33358,REGULAR,,Jim 's House A luoi | 1 phòng ngủ |thiên nhiên *FREE_% {list_itemast,private_room,,,,,False,,/ đêm,487.853,₫487.853,2,,,True,True,True,True,,True,False,False,True,,,,,,,,,,,,,,,,,,,,,,True,,,,,
42301619,https://www.airbnb.com.vn/rooms/42301619,"5,0",Phú Lộc,8,16.31499,107.98046,REGULAR,,Một căn phòng đẹp bên cạnh bãi biển 1,private_room,7,,,,False,,/ đêm,314.965,₫314.965,2,,,,True,True,True,,,False,False,,,True,,True,,,,True,True,,,,,True,,,,,,,,,,,,,
832282078823868205,https://www.airbnb.com.vn/rooms/832282078823868205,,Thị xã Hương Thủy,13,16.42852,107.58366,REGULAR,,Homestay tuyệt vời nhất.,private_room,,False,True,,False,,/ đêm,,,4,,True,,True,True,True,,True,False,False,True,,,,,True,,,,,,,,False,,,,,,,,,,,,,,
887359154590047026,https://www.airbnb.com.vn/rooms/887359154590047026,,Thành phố Huế,5,16.43403,107.5591,REPRESENTATIVE,,Sơn Home Garden Tent 2 peoples,private_room,,,,,False,,/ đêm,,,2,,,True,,True,True,True,,False,False,True,,True,,True,,,,,,,,,,,,,,,,,,,,,,,
24434500,https://www.airbnb.com.vn/rooms/24434500,"4,4",Thành phố Huế,16,16.47123,107.59546,REGULAR,,Phòng riêng gần sông Hương ở thành phố Huế,private_room,15,,,,False,,/ đêm,401.495,₫401.495,2,,,,,True,True,,,,,,True,True,True,True,,,,,,True,,,,True,,True,,,,True,,,,,,,
13192918,https://www.airbnb.com.vn/rooms/13192918,"4,81",Phuoc vinh,30,16.45484,107.59008,REGULAR,,Sống cùng gia đình bản xứ Huế❤️PHÒNG ĐÔI❤ ️,private_room,27,False,True,5,False,,/ đêm,347.948,₫347.948,2,True,,,True,True,True,,,,,,True,True,True,True,,True,,True,,,,,,,,,,,,,,,,,,,
35079910,https://www.airbnb.com.vn/rooms/35079910,"4,2",Thành phố Huế,18,16.47088,107.59544,REGULAR,,Shark Homestay - Phòng đôi cho 2 người(3),private_room,5,,,,False,,/ đêm,381.418,₫381.418,2,,,,True,True,True,,,False,False,True,True,True,True,True,,,,,,,,,,,,,,,,,,,,,,,
838200139254149543,https://www.airbnb.com.vn/rooms/838200139254149543,,Thành phố Huế,6,16.45896543520649,107.6117229756714,REGULAR,,Phòng đẹp có nhà vệ sinh bên ngoài,private_room,,,,,False,,/ đêm,271.144,₫271.144,2,,,,True,,True,,True,False,False,,True,,,,,True,True,,True,,,,,,,,,,,,,,True,,,,
42231575,https://www.airbnb.com.vn/rooms/42231575,,Lộc Hòa,30,16.28339385986328,107.78756713867188,REGULAR,,[2-pax] Camp tại Lotus Farm - Máy chủ nhiệt tình & dẫn,private_room,1,False,True,3,False,,/ đêm,292.278,₫292.278,2,,,,True,,True,,,False,False,True,True,,,,,True,,,,,,,False,,True,,,,,,,,,True,,,
41449847,https://www.airbnb.com.vn/rooms/41449847,,Thành phố Huế,12,16.45957,107.59048,REGULAR,,Phòng Khách Sạn Nice Huế 3,private_room,,,,,False,,/ đêm,,,2,,,,,True,True,,,,,True,True,True,True,True,,,,,,,,True,,,,True,,,,True,,,,,,,
33486548,https://www.airbnb.com.vn/rooms/33486548,"4,67",Thành phố Huế,24,16.46214,107.58825,REGULAR,,Nhà trọ Hồng Phát,private_room,6,,,,False,,/ đêm,347.972,₫347.972,3,,,,True,True,True,True,,False,False,,,True,,,,True,,True,,,,,,,,,,,True,,,,,,,,
43584360,https://www.airbnb.com.vn/rooms/43584360,,Thành phố Huế,3,16.4641,107.59241,REGULAR,,KHÁCH SẠN SUNNY A,private_room,,,,,False,,/ đêm,332.011,₫332.011,2,,,,,True,True,,,False,False,,True,True,True,True,,,,,True,,,,,,True,,,,,,,,,,,,
38853172,https://www.airbnb.com.vn/rooms/38853172,,Thành phố Huế,5,16.4663,107.59503,REGULAR,,phòng ba ngươ ̀ i sang trọng,private_room,,,,,False,,/ đêm,479.294,₫479.294,3,,,,,True,,,True,False,False,True,True,True,,True,,,,,,,,,,,,,,,,,,,,,,,
748281833107118737,https://www.airbnb.com.vn/rooms/748281833107118737,,Thành phố Huế,9,16.45809,107.61195,REGULAR,,Nhà hạnh phúc với phòng riêng tại thành phố Huế 4,private_room,,,,,False,,/ đêm,243.662,₫243.662,2,,True,,True,True,True,,,False,False,True,True,,,,,True,,,,,,,,,,,,,,,,,,,,,
29891890,https://www.airbnb.com.vn/rooms/29891890,"4,4",Thành phố Huế,30,16.47408,107.5739,REGULAR,,"Gia đình bản xứ Minh Tú #❤ B2 ️Bước chân đến kinh thành, rộng rãi",private_room,5,False,True,5,False,,/ đêm,365.177,₫365.177,2,True,,,True,True,True,True,,False,False,True,True,,,,,True,,,,,,,,,,,,,,,,,,,,,
841064746115572561,https://www.airbnb.com.vn/rooms/841064746115572561,,Thành phố Huế,7,16.46323,107.60754,REGULAR,,Ruby 's Manor Crown - Ký túc xá 2,shared_room,,,,,False,,/ đêm,267.813,₫267.813,1,,,,,True,True,,True,False,False,,,True,,,,,,,,,,,,,,,,,,,,,,,,,
28870234,https://www.airbnb.com.vn/rooms/28870234,,Thành phố Huế,9,16.46445,107.59187,REGULAR,,Tripple R tiêu chuẩn - Khách sạn Phong Nha,private_room,2,False,True,5,False,,/ đêm,342.353,₫342.353,3,,,,True,True,True,,True,False,,,True,True,,,,,,,,,,,False,,,,,,True,,,,,,,,
36849969,https://www.airbnb.com.vn/rooms/36849969,"5,0",Thành phố Huế,24,16.47051,107.59688,REGULAR,,"Tam Homestay ""Tâm Tinh"" room",private_room,4,True,True,4,False,,/ đêm,340.000,₫340.000,2,,,,,True,True,,,False,,,,True,,True,,,,,,,,True,False,True,,,,,True,,,,,,,,
38995692,https://www.airbnb.com.vn/rooms/38995692,"4,6",Thành phố Huế,30,16.46038,107.59503,REGULAR,,Nhà bản xứ Buda Huế gần Thành cổ 02,private_room,5,False,False,4,False,,/ đêm,227.509,₫227.509,2,True,,True,True,True,True,,,False,False,,True,True,,,,True,,,,,,,,,,,,,,,,,,,,,
880008354864056597,https://www.airbnb.com.vn/rooms/880008354864056597,,Thành phố Huế,12,16.43274,107.57898,REGULAR,,Dorm Room _ B4,shared_room,,,,,False,,/ đêm,273.882,₫273.882,1,,,,True,True,True,,,False,False,,,,,True,,True,,,,,,,,,,,,,True,,True,,,True,,,
617678167109468612,https://www.airbnb.com.vn/rooms/617678167109468612,,Thành phố Huế,14,16.45997,107.55654,REGULAR,,"Ngôi nhà nhỏ xinh ấm áp, gần sông Hương, đại nội",private_room,,False,True,,False,,/ đêm,376.172,₫376.172,2,True,,,True,True,True,,True,False,False,True,True,,,,,True,,,,,,,,,,,,,,,,,,,,,
32389011,https://www.airbnb.com.vn/rooms/32389011,,Thành phố Huế,20,16.47864,107.58038,REGULAR,,nhà a-mâze - Ký túc xá chung ngay trung tâm Huế,shared_room,,,,,False,,/ đêm,267.664,₫267.664,6,,,,True,True,True,,,False,False,,,True,,True,,,,,,,,,,,,,,,,,,,,,,,
21509570,https://www.airbnb.com.vn/rooms/21509570,"4,63",Thành phố Huế,21,16.47037,107.59583,REGULAR,,Sala Homestay Hue,private_room,16,,,,False,,/ đêm,347.972,₫347.972,2,,,,True,True,True,True,,False,False,,True,True,,True,,,,,,,,,,True,,,,,,,,,,,,,
39805394,https://www.airbnb.com.vn/rooms/39805394,,Thành phố Huế,6,16.46979,107.59636,REGULAR,,Single room with a queen bed has a balcony,private_room,,False,True,,False,,/ đêm,401.495,₫401.495,2,,,,True,True,,,True,False,False,,True,True,,True,,,,,,,,,False,True,,,,,,,,,,,,,
36115396,https://www.airbnb.com.vn/rooms/36115396,"4,78",Thành phố Huế,30,16.47079,107.60679,REGULAR,,Phòng dậy sớm - Báo động tự động 3:30-4:00 sáng,private_room,9,True,True,5,False,,/ đêm,399.412,₫399.412,2,True,,,True,True,True,True,True,False,False,,True,,,,,True,,,,,,,,,,,,,,,,,,,,,
34767406,https://www.airbnb.com.vn/rooms/34767406,,Hue,30,16.47903,107.57146,REGULAR,,Hue Sweethome Homestay/Phòng đôi với River View,hotel_room,,,,,False,,/ đêm,342.353,₫342.353,2,,True,True,True,True,True,,,,,,True,True,,True,,True,,True,,,,,,,,,,,,,,,,,,,
36196285,https://www.airbnb.com.vn/rooms/36196285,,Thành phố Huế,17,16.47157,107.59539,REGULAR,,Thời gian ở nhà cho cá mập - Phòng đôi với ban công,private_room,1,False,True,4,False,,/ đêm,483.117,₫483.117,2,,,,True,True,True,,,False,False,True,True,True,True,,,,,,,,,,False,,,,,,,,,,,,,,
31906200,https://www.airbnb.com.vn/rooms/31906200,"4,8",Thành phố Huế,30,16.45921,107.61068,REGULAR,,Bộ nhớ nhà - Thích hợp cho 4-6 phòng pax-Room3,private_room,10,False,True,4,False,,/ đêm,379.964,₫379.964,4,True,,,True,True,True,True,,False,False,,True,True,,,,True,,,,,,,,,,,,,,,,,,,,,
891163330610627820,https://www.airbnb.com.vn/rooms/891163330610627820,,Thành phố Huế,14,16.45726335604031,107.58074671955973,REGULAR,,Home is really home,private_room,,,,,False,,/ đêm,,,10,,,,True,True,True,,True,False,False,,,True,,,,True,,,,,,,,,,,,,,,,,,,,,
34330667,https://www.airbnb.com.vn/rooms/34330667,"5,0",Thành phố Huế,30,16.46583,107.57347,REGULAR,,Lê Robinet★ Phòng trệt ★ view vườn ★Hue Citadel,private_room,3,True,True,5,False,,/ đêm,410.000,₫410.000,2,True,True,,True,True,True,True,,,,,True,True,,,,True,,True,,,,,,,,,,,,,,,,,,,
845868672813726790,https://www.airbnb.com.vn/rooms/845868672813726790,,Thanh Khê,10,16.07191,108.18944,REGULAR,,"Rose hotel, View the beach #1",private_room,,,,,False,,/ đêm,395.412,₫395.412,4,,,,,True,True,True,True,False,,True,True,True,,,,,,,,True,,,,,,,,,,,,,,,True,,
15231625,https://www.airbnb.com.vn/rooms/15231625,"4,18",tp. Huế,20,16.46906,107.59501,REGULAR,,Phòng gia đình 2 giường lớn/ cách sông 100m,private_room,11,,,,False,,/ đêm,,,4,,,,,True,True,,,,,,True,True,True,True,,,,,,,True,True,,,True,True,,,,,,,,,,,
874531988121568311,https://www.airbnb.com.vn/rooms/874531988121568311,,Thành phố Huế,10,16.454213141458386,107.55247738212347,REGULAR,,Lantana Huế 2 - phòng đôi view sông Hương T.P #101,private_room,,False,True,,False,,/ đêm,435.086,₫435.086,4,True,True,True,True,True,True,,True,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
835950266445405635,https://www.airbnb.com.vn/rooms/835950266445405635,,Thành phố Huế,7,16.467622080801775,107.60303098708391,REGULAR,,Phòng Pravite | Nhìn ra vườn,private_room,,False,True,,False,,/ đêm,420.000,₫420.000,2,True,,,True,True,True,,,False,,True,True,True,,,,True,,,,,,,,,,,,,,,,,,True,,,
34763756,https://www.airbnb.com.vn/rooms/34763756,"4,8",Phu Loc,8,16.31529,107.97939,REGULAR,,Một căn phòng đẹp bên cạnh bãi biển 2,private_room,5,,,,False,,/ đêm,314.965,₫314.965,2,,,,True,True,True,,,False,False,,,True,,True,,,,True,True,,,,,True,,,,,,,,,,,,,
703493054853704924,https://www.airbnb.com.vn/rooms/703493054853704924,,Lộc Hòa,30,16.28285746633293,107.78919791015625,REGULAR,,Phòng nhìn ra vườn tại Nông trại,private_room,,False,True,,False,,/ đêm,399.412,₫399.412,2,,True,True,True,,True,True,,False,False,True,True,,,,,,,,,,,,False,,,,,,,,,,,,,,
886804415200095536,https://www.airbnb.com.vn/rooms/886804415200095536,,Hương Thủy,27,16.4169375,107.5835625,REGULAR,,Thien An Pine Hill Homestay Huế,private_room,,False,True,,False,,/ đêm,,,10,True,True,True,True,True,,,True,False,False,True,,,,,True,,,,,,,,,,,,,,,,,,,,,,
848935761968611888,https://www.airbnb.com.vn/rooms/848935761968611888,,Thành phố Huế,12,16.43695,107.56764,REGULAR,,Nhà Trú với không gian yên tĩnh,private_room,,False,True,,False,,/ đêm,433.647,₫433.647,2,,,,True,True,True,,True,False,False,True,True,,,,,True,,,,,,,False,,,,,,,,,,,,,,
888201115304246018,https://www.airbnb.com.vn/rooms/888201115304246018,,Thành phố Huế,11,16.4771823,107.6030863,REGULAR,,Phòng 6 người lớn có phòng tắm bên ngoài,private_room,,,,,False,,/ đêm,,,6,,True,,,True,True,,True,,,True,,True,True,True,,,True,,True,,,,,,,,,,,,,,,,,,
41102344,https://www.airbnb.com.vn/rooms/41102344,"5,0",Phú Vang,16,16.48656,107.60405,REGULAR,,Phòng rác – Ôm lớn vào thùng rác,private_room,3,False,True,3,False,,/ đêm,336.647,₫336.647,2,True,,,True,True,True,,True,False,False,True,,True,True,,,,,,,,,,,,,,,,,,,,,,,,
638945379483536238,https://www.airbnb.com.vn/rooms/638945379483536238,"3,0",Thành phố Huế,5,16.461,107.588852,REGULAR,,Nhà nghỉ Bình An,private_room,3,,,,False,,/ đêm,264.753,₫264.753,2,,,,True,True,True,True,True,,,True,True,True,,True,,,,,,,,,,,,,,,,,,,,,,,
868598362099382850,https://www.airbnb.com.vn/rooms/868598362099382850,,Thành phố Huế,5,16.46878,107.60677,REGULAR,,A private room in an apartment,private_room,,False,True,,False,,/ đêm,347.859,₫347.859,2,,,,True,True,True,True,True,False,,,True,True,,,,True,,,,,,,False,,,,,,,,,,,,,,
49001132,https://www.airbnb.com.vn/rooms/49001132,,Thành phố Huế,7,16.46437,107.60767,REGULAR,,Hue Crown Boutiqe_9012_Deluxe Double,private_room,,,,,False,,/ đêm,450.000,₫450.000,2,,,,True,True,True,,True,False,False,,True,True,,True,,,,,,,,,,True,,,,,,,,,,,,,
878189572087535244,https://www.airbnb.com.vn/rooms/878189572087535244,,Thành phố Huế,10,16.45366,107.55355,REGULAR,,Lantana Huế 2 - phòng đôi view sông Hương T.P #103,private_room,,,,,False,,/ đêm,446.880,₫446.880,2,,True,True,True,True,True,True,True,False,False,,True,,,,,,,,,,,,,,,,,,,,,,,,,,
39639578,https://www.airbnb.com.vn/rooms/39639578,"4,78",Thành phố Huế,15,16.47473,107.58392,REGULAR,,"Su Su Homestay † Citadel 1,5 km † 5 phút đi bộ",shared_room,9,,,,False,,/ đêm,321.911,₫321.911,2,,,,True,True,True,True,,False,False,True,,,,,,True,,True,,,,,,,,,,,True,,,,,,,,
833641689375584653,https://www.airbnb.com.vn/rooms/833641689375584653,,Thành phố Huế,12,16.468071251363497,107.60254584252834,REGULAR,,@ Pravite room 2pax | Garden,private_room,,False,True,,False,,/ đêm,432.000,₫432.000,2,True,True,,True,True,True,,,,,True,True,True,,,,True,,True,,,,,,,,,,,,,,,,,,,
30717151,https://www.airbnb.com.vn/rooms/30717151,"4,67",Thành phố Huế,30,16.47086,107.598,REGULAR,,Canary Hotel - Phòng sang trọng tại trung tâm thành phố Huế,private_room,3,,,,False,,/ đêm,456.346,₫456.346,16,,,,,True,True,,,False,False,,True,True,True,,,,,,,True,,,,,,,True,,True,,,,,,,,
48163013,https://www.airbnb.com.vn/rooms/48163013,,Thành phố Huế,28,16.4775,107.57065,REGULAR,,Hue Sweethome Homestay/Quang cảnh vườn phòng đôi,private_room,,,,,False,,/ đêm,342.353,₫342.353,2,,,,,True,True,,,False,,,True,True,,True,,,,,,,,,,,,,,,,,,,,,,,
35772636,https://www.airbnb.com.vn/rooms/35772636,"5,0",Thành phố Huế,16,16.43583,107.57208,REGULAR,,Lavin Home ☮️ Garden- Hill View,hotel_room,5,,,,False,,/ đêm,458.349,₫458.349,2,,,,True,True,True,True,,False,False,,,True,,,,True,,True,True,,,,,,,,,,,,,,,,,,
855464367331166567,https://www.airbnb.com.vn/rooms/855464367331166567,,Thành phố Huế,7,16.46491,107.56491,REGULAR,,Homestay của Bama,private_room,,False,False,,False,,/ đêm,268.433,₫268.433,1,,,,True,True,,,True,False,False,True,True,,,,,True,,,,,,,False,,,,,,True,,,,,,,,
38191048,https://www.airbnb.com.vn/rooms/38191048,,Thành phố Huế,27,16.43226,107.58004,REGULAR,,Phòng đôi. S7,private_room,,False,True,,False,,/ đêm,,,2,True,,,True,True,True,,,False,False,,True,True,,,,True,,True,,,,,,,,,,,,,,,,,,,
