room_id,url,rating,city,contextualPicturesCount,lat,long,listingObjType,pdpUrlType,name,roomTypeCategory,reviewCount,canInstantBook,weeklyPriceFactor,structuredStayDisplayPrice,maxGuestCapacity,SYSTEM_VIEW_OCEAN,SYSTEM_VIEW_CITY,SYSTEM_BEACH,SYSTEM_COOKING_BASICS,SYSTEM_WI_FI,SYSTEM_WORKSPACE,SYSTEM_MAPS_CAR_RENTAL,SYSTEM_POOL,SYSTEM_NO_DETECTOR_CO2,SYSTEM_NO_DETECTOR_SMOKE,price,price_full,SYSTEM_PETS,SYSTEM_TV,SYSTEM_SNOWFLAKE,SYSTEM_LUGGAGE_DROP,SYSTEM_HAIRDRYER,SYSTEM_REFRIGERATOR,SYSTEM_ELEVATOR,SYSTEM_WASHER,SYSTEM_PATIO_BALCONY,SYSTEM_SURVEILLANCE,SYSTEM_FLOWER,isSuperHost,isVerified,yearHosting,SYSTEM_LOCK_ON_DOOR,SYSTEM_BREAKFAST,SYSTEM_SMOKING_ALLOWED,SYSTEM_FIREPLACE,SYSTEM_DRYER,SYSTEM_MAPS_RESORT,SYSTEM_JACUZZI,SYSTEM_VIEW_MOUNTAIN,SYSTEM_NO_LOCK_ON_DOOR,SYSTEM_DESERT_CACTUS,SYSTEM_BOAT_SAIL,SYSTEM_GOLF,SYSTEM_EV_CHARGER,SYSTEM_SAUNA,SYSTEM_BATHTUB,SYSTEM_FIREPIT
825144054548552197,https://www.airbnb.com.vn/rooms/825144054548552197,"4,6",Thành phố Phan Thiết,20,10.9393,108.18379,REGULAR,,Góc ấm cúng của Chang. Căn hộ hướng biển Ocean Vista,entire_home,5,False,,/ đêm,4.0,,,True,,True,True,True,True,False,,689.224,₫689.224,True,,True,,,,True,,,True,,,,,,,,,,,,,,,,,,,,
25118948,https://www.airbnb.com.vn/rooms/25118948,"4,79",Thành phố Phan Thiết,23,10.95266,108.25475,REGULAR,,Phòng rộng rãi với bình minh gần Fairy Stream | 202,private_room,53,False,,/ đêm,2.0,,,True,True,True,,True,,False,False,318.388,₫318.388,,True,True,,,,,True,,,,False,False,5,True,,,,,,,,,,,,,,,
842394520178213028,https://www.airbnb.com.vn/rooms/842394520178213028,,Thành phố Phan Thiết,8,10.92135,108.09341,REGULAR,,phòng 1 giuờng sea view,private_room,,False,,/ đêm,2.0,,,,True,True,True,True,,False,False,549.803,₫549.803,,True,,,,,,True,,True,,False,True,,True,,,,,,,,,,,,,,,
864016291372067927,https://www.airbnb.com.vn/rooms/864016291372067927,,Thành phố Phan Thiết,30,11.002683896031197,108.34790279421811,REGULAR,,S1823 Apec Mandala Wyndham ChamBay Condotel Mũi Né,entire_home,,False,,/ đêm,3.0,True,,True,True,True,True,True,True,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,True,,
881802787204961207,https://www.airbnb.com.vn/rooms/881802787204961207,,Thanh pho Phan Thiet,10,10.98278,108.33877,REGULAR,,Home Sweet Home at Wyndham with ocean view,entire_home,,False,,/ đêm,2.0,True,,True,True,True,True,True,True,,,,,,,,,,,,,,True,,,,,,,,,,True,True,,,,,,,,,
857061998562714851,https://www.airbnb.com.vn/rooms/857061998562714851,,Thành phố Phan Thiết,17,10.9519,108.24991,REGULAR,,Bungalow bên hồ bơi: Ốc đảo riêng của bạn,entire_home,,False,,/ đêm,3.0,,,True,True,True,,True,True,False,False,1.500,₫1.500.000,True,True,,,,,,,,,True,,,,,,,,,,,,,,,,,,,
826621585796954919,https://www.airbnb.com.vn/rooms/826621585796954919,,Thành phố Phan Thiết,9,10.955003379264664,108.21911389268313,REGULAR,,Phòng đôi có tầm nhìn,private_room,,False,,/ đêm,3.0,,,True,True,True,True,True,,False,False,537.456,₫537.456,,True,,,,,,,,True,,False,True,,True,,,,,,,,,,,,,,,
40662593,https://www.airbnb.com.vn/rooms/40662593,"4,25",Thành phố Phan Thiết,30,10.93808,108.29359,REGULAR,,FAIRY HILLS-EXECUTIVE APARTMENT-GARDEN VÀ HỒ BƠI,private_room,20,False,,/ đêm,6.0,,,,True,True,,True,True,False,False,1.711,₫1.711.766,,True,True,,True,True,,,,,,,,,,,,,,,,,,,,,,,,
38224407,https://www.airbnb.com.vn/rooms/38224407,,Thành phố Phan Thiết,23,10.95353,108.21369,REGULAR,,Phòng đôi cao cấp có sân hiên  (tầm nhìn ra biển),private_room,,False,,/ đêm,2.0,,,True,True,True,,True,,False,False,496.353,₫496.353,,True,True,True,,,,,True,,,,,,,,,,,,,,,,,,,,,
786573862214117254,https://www.airbnb.com.vn/rooms/786573862214117254,,Thành phố Phan Thiết,17,10.95617,108.24021,REGULAR,,"Phuong Nhuong 1 giường king
#2",private_room,,False,,/ đêm,2.0,,,,,True,True,True,True,False,False,565.340,₫565.340,,True,,,,,,,,,True,,,,,,,,True,,,,,,,,,,,
41815887,https://www.airbnb.com.vn/rooms/41815887,,Thành phố Phan Thiết,30,10.96232,108.32575,REGULAR,,Lều đẹp nhất Mũi Né. Giảm giá lớn!,private_room,,False,,/ đêm,2.0,,,,,True,,True,,False,False,342.353,₫342.353,True,,,,True,,,,,,,,,,,,True,,,,,,,,,,,,,
54252269,https://www.airbnb.com.vn/rooms/54252269,,Thành phố Phan Thiết,22,10.95089,108.21262,REGULAR,,Phòng đôi tiêu chuẩn Green Hill Resort,private_room,,False,,/ đêm,2.0,,,True,,True,True,True,True,False,False,422.236,₫422.236,True,True,,,,,,,,True,,,,,,,,,,,,,,,,,,,,
688280299038749747,https://www.airbnb.com.vn/rooms/688280299038749747,,thành phố Bảo Lộc,24,11.51851,107.80874,REGULAR,,Căn 1 phòng ngủ ấm cúng với tầm nhìn ra núi,private_room,2,False,,/ đêm,1.0,True,,,True,True,True,,,False,False,570.589,₫570.589,,,,,,,,,,True,True,False,True,9,True,,,,,,,True,,,,,,,,
688081425995669140,https://www.airbnb.com.vn/rooms/688081425995669140,,Hàm Thuận Nam,26,10.702661721825775,107.98971634358168,REGULAR,,Homestay Kê Gà - Căn nhà ven làng chài lối ra biển,entire_home,,False,,/ đêm,2.0,,,True,True,True,True,True,,False,False,696.659,₫696.659,,,,,,,,,,True,True,,,,,,,,,,True,,,,,,,,,
782088777932263055,https://www.airbnb.com.vn/rooms/782088777932263055,"5,0",thành phố Bảo Lộc,9,11.47853,107.73786,REGULAR,,Ozone Homes Bảo Lộc-Toàn bộ căn nhà và khu vườn,entire_home,3,False,,/ đêm,6.0,,,,True,True,True,True,,False,False,,,True,,,,,,,,,True,True,,,,,,,,,,,True,,,,,,,,
812572793178772060,https://www.airbnb.com.vn/rooms/812572793178772060,,Thành phố Phan Thiết,9,10.953920970024381,108.21610450744629,REGULAR,,Phòng Superior Giường Đôi Có tầm nhìn ra biển,private_room,,False,,/ đêm,2.0,True,,True,True,True,True,True,,False,False,524.427,₫524.427,,,,,,,,,,True,True,,,,,,,,,,,,,,,,,,,
16116264,https://www.airbnb.com.vn/rooms/16116264,"4,5",tp. Phan Thiết,30,10.9371,108.13374,REGULAR,,Cô Tư's Homestay - Phượt Phan Thiết,entire_home,20,False,,/ đêm,16.0,,,,True,True,,True,,False,,399.412,₫399.412,,True,True,,,,,True,,,,,,,,,True,,True,,,,,,,,,,,
893097847175279585,https://www.airbnb.com.vn/rooms/893097847175279585,,Thành phố Phan Thiết,5,10.93903,108.18379,REGULAR,,can họ 1br Ocean Vista,entire_home,,False,,/ đêm,2.0,,,True,True,True,,True,True,False,,,,,True,True,,,,,True,,True,,,,,,,,,,,,,,,,,,,,
35923123,https://www.airbnb.com.vn/rooms/35923123,,Thành phố Phan Thiết,30,10.95367,108.24492,REGULAR,,Lăng Cá Voi || Số 1 || Một Bungalow,entire_home,,False,,/ đêm,2.0,,,True,True,True,,,True,,,,,,True,True,,,,,True,True,,,,,,,,,,True,,True,,,,,,,,,
665771399621808437,https://www.airbnb.com.vn/rooms/665771399621808437,"4,38",Thành phố Phan Thiết,26,10.93676,108.18421,REGULAR,,TẦM NHÌN ĐẸP NHẤT của☆ Chang♡ RA góc NHÌN RA BIỂN MUI NE☆,entire_home,16,False,,/ đêm,4.0,,,True,True,True,True,True,True,False,,783.569,₫783.569,True,True,,,,,True,,,,,,,,,,,,,,,,,,,,,,,
33437114,https://www.airbnb.com.vn/rooms/33437114,"4,45",Thành phố Phan Thiết,20,10.95237,108.25223,REGULAR,,Phòng Ngân sách Đẹp | 03,private_room,11,False,,/ đêm,2.0,,,,True,True,,True,,False,False,295.565,₫295.565,,True,True,True,,,,True,,,True,,,,,,,,,,,,,,,,,,,
40910233,https://www.airbnb.com.vn/rooms/40910233,"4,67",Thành phố Phan Thiết,30,10.93688,108.18787,REGULAR,,Một phòng lớn - 1 phút đến bãi biển P2,private_room,3,False,,/ đêm,2.0,,,True,True,True,,True,,False,False,456.471,₫456.471,True,True,,,,,,True,,,,False,True,4,True,,,,,,,,,,,,,,,
858980726896576327,https://www.airbnb.com.vn/rooms/858980726896576327,,Hồ Cốc,22,10.54989,107.48746,REGULAR,,Homestay Mộc Hồ Cốc - Bà Rịa VT,private_room,,False,,/ đêm,16.0,,,True,True,True,True,True,,False,,,,,,,,,,,,,True,True,False,True,,True,,,,,,True,,,,,,,,,
39847315,https://www.airbnb.com.vn/rooms/39847315,"4,82",thành phố Bảo Lộc,16,11.51728,107.75219,REGULAR,,Nhà Lavie,entire_home,11,False,,/ đêm,10.0,,,,True,True,True,True,,False,False,,,,True,,,,,,,,,True,,,,,,,,,,True,,,,,,True,,,
13200438,https://www.airbnb.com.vn/rooms/13200438,"4,94",Nam Cat Tien ,30,11.42636,107.43492,REGULAR,,Green Hope Lodge công viên Cát Tiên,private_room,63,False,,/ đêm,2.0,True,,,,True,,True,,False,False,401.475,₫401.475,True,,True,,,,,True,,,,True,True,7,True,,,,True,,,,,,,,,,,
43921524,https://www.airbnb.com.vn/rooms/43921524,"4,1",Thành phố Phan Thiết,30,10.95335,108.24559,REGULAR,,Làng Cá VoiI || Làng Cá Voi || Số 1,entire_home,10,False,,/ đêm,2.0,,,True,True,True,True,True,True,,,1.385,₫1.385.656,True,True,,,,,,True,,,,,,,,,,,,,True,,,,,,,,,
40250291,https://www.airbnb.com.vn/rooms/40250291,"4,86",Thành phố Phan Thiết,30,10.93816,108.29425,REGULAR,,Sống cùng gia đình bản xứ Goc Bien - Gần bãi biển và cồn cát,private_room,14,False,,/ đêm,4.0,,,True,True,True,True,True,,False,False,447.226,₫447.226,True,True,,,,,,,,,,,,,,,,,True,,,,,,,,,,,
41065506,https://www.airbnb.com.vn/rooms/41065506,"4,73",Thành phố Phan Thiết,22,10.93969,108.29429,REGULAR,,FAIRY HILLS - VIEW VƯỜN PHÒNG ĐÔI VỚI BỂ BƠI,private_room,11,False,,/ đêm,2.0,,,,,True,,True,True,False,False,798.824,₫798.824,,True,True,,True,,,,,,,,,,,,,,,,,,,,,,,,,
845179742604680076,https://www.airbnb.com.vn/rooms/845179742604680076,,Thành phố Phan Thiết,6,10.93173,108.11776,REGULAR,,Khách sạn Emerald Ocean Hotel,private_room,,False,,/ đêm,2.0,,,,True,True,True,True,,False,False,537.260,₫537.260,,True,True,,,,,,,True,,,,,,,,,,,,,,,,,,,,
28014318,https://www.airbnb.com.vn/rooms/28014318,"4,92",Xuyên Mộc,30,10.55241,107.48689,REGULAR,,Hồ Cốc Homestay - Phòng đôi,private_room,13,False,,/ đêm,2.0,,,,True,True,True,True,True,False,False,627.647,₫627.647,,,,,,,,,,True,True,False,False,5,,,,,,,,,False,,,,,,,
20197746,https://www.airbnb.com.vn/rooms/20197746,,Thành phố Phan Thiết,6,10.93841,108.1885,REGULAR,,Hướng nhìn ra hồ bơi sang trọng,private_room,2,False,,/ đêm,2.0,,,,,True,,True,True,False,,741.765,₫741.765,,True,True,,True,,,,,,,False,True,5,,True,,,,,True,,False,,,,,,,
884808940920232680,https://www.airbnb.com.vn/rooms/884808940920232680,,Thành phố Phan Thiết,13,10.93429,108.28333,REGULAR,,MuiNe fishing village local home,entire_home,,False,,/ đêm,5.0,,,True,True,True,,True,,False,False,,,True,True,True,,,,,True,,,,,,,,,,,,,,,,,,,,,,
732079331320101677,https://www.airbnb.com.vn/rooms/732079331320101677,"4,17",Thành phố Phan Thiết,19,10.94482,108.27282,REGULAR,,Phòng 2 khách hướng biển,private_room,6,False,,/ đêm,2.0,True,,True,,True,True,True,,,,466.667,₫466.667,True,True,True,,,,,,,True,,,,,,,,,,,,,,,True,,,,,
884474962807276118,https://www.airbnb.com.vn/rooms/884474962807276118,,Thành phố Phan Thiết,5,10.93831802869281,108.18228500475465,REGULAR,,Căn hộ 2br Ocean Vista - SeaHome,entire_home,,False,,/ đêm,5.0,,,True,True,True,,True,True,False,,1.353,₫1.353.577,True,True,,,,,,True,,True,,,,,,,,,,,,,,,,,,,,
22919817,https://www.airbnb.com.vn/rooms/22919817,"4,86",,26,10.93801,108.18304,REGULAR,,Phòng ngủ Ocean Vista 1,entire_home,7,False,,/ đêm,2.0,,,,True,True,,True,,False,False,,,,True,True,,,,True,True,,,,,,,,,,,,,True,,,,,,,,,
39625232,https://www.airbnb.com.vn/rooms/39625232,"4,33",Thành phố Phan Thiết,20,10.94047,108.10899,REGULAR,,Căn hộ đầy nắng với hai phòng và ban công,entire_home,3,False,,/ đêm,3.0,,,,True,True,,True,,False,,783.667,₫783.667,,True,True,,,,,True,True,True,,,,,,,,,True,,,,,,,,,,,
33406508,https://www.airbnb.com.vn/rooms/33406508,"4,67",Thành phố Phan Thiết,16,10.95357,108.25083,REGULAR,,Phòng gia đình với nhà bếp bên trong,private_room,6,False,,/ đêm,4.0,,,,True,True,,True,,False,False,455.330,₫455.330,,True,True,True,,,,True,,,True,,,,,,,,,,,,,,,,,,,
40942690,https://www.airbnb.com.vn/rooms/40942690,"3,67",Thành phố Phan Thiết,30,10.93803,108.18704,REGULAR,,Một phòng yên tĩnh và thoải mái_Năm Thọ homestay P6,private_room,3,False,,/ đêm,2.0,,,True,True,True,,True,,False,False,,,True,True,,,,,,True,,,,False,True,4,True,,,,,,,,,,,,,,,
711272151983054948,https://www.airbnb.com.vn/rooms/711272151983054948,,Thành phố Phan Thiết,12,10.9386273,108.1833812,REGULAR,,Căn hộ nghỉ dưỡng 2 phòng ngủ,entire_home,,False,,/ đêm,8.0,,,,True,True,True,True,True,,,1.475,₫1.475.432,True,True,,,,,,True,,True,,,,,,,,,,,True,,,,,,,,,
36617566,https://www.airbnb.com.vn/rooms/36617566,"4,83",Tân Phú,30,11.42551,107.43367,REGULAR,,Gibbon hát tại nhà,private_room,12,False,,/ đêm,2.0,,,,True,True,True,True,,False,False,399.412,₫399.412,True,,,,,,,,,,True,,,,,,,,,,,True,,,,,True,,,
820680248275847870,https://www.airbnb.com.vn/rooms/820680248275847870,,Thành phố Phan Thiết,30,10.93779,108.29532,REGULAR,,Nhà gần bãi biển,private_room,,False,,/ đêm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
781989690820143102,https://www.airbnb.com.vn/rooms/781989690820143102,,thành phố Bảo Lộc,9,11.478936426422568,107.73733422160149,REGULAR,,Ozone Homes Bảo Lộc-Phòng gia đình ấm cúng,private_room,1,False,,/ đêm,,,,,,,,,,,,,,,,,,,,,,,,,False,True,4,,,,,,,,,,,,,,,,
862850373328318128,https://www.airbnb.com.vn/rooms/862850373328318128,,Bảo Lâm,23,11.538032910454145,107.88890547691896,REGULAR,,Nhà nghỉ Hồng Hạnh ( Cà phê- điểm tâm - nhà nghỉ),private_room,,False,,/ đêm,4.0,True,,,,True,True,True,,False,False,,,True,,,,,,,,,True,True,False,False,,True,,,,,,,,,,,,,,,
35741953,https://www.airbnb.com.vn/rooms/35741953,"4,85",Thành phố Phan Thiết,30,10.94041,108.27985,REGULAR,,Private room near viewpoint fishing village Muine,private_room,26,False,,/ đêm,4.0,,,,True,True,,True,,False,False,696.118,₫696.118,,True,True,,True,,,,,True,,,,,,,,,,,,,,,,,,,,
35739657,https://www.airbnb.com.vn/rooms/35739657,"4,92",Thành phố Phan Thiết,30,10.93915,108.28166,REGULAR,,Cozy room near fishing village Muine Bono yellow,private_room,12,False,,/ đêm,2.0,,,,True,True,True,True,,False,False,444.488,₫444.488,,True,True,,True,,,,,True,,,,,,,,,,,,,,,,,,,,
40146677,https://www.airbnb.com.vn/rooms/40146677,,Thành phố Phan Thiết,30,10.95176,108.21371,REGULAR,,Phòng đôi có ban công - Hồ bơi và Bãi biển,private_room,,False,,/ đêm,2.0,,,,,True,,True,,False,False,490.706,₫490.706,,True,True,,True,,,,,,,,,,,,True,True,,,,,,,,,,,,
566957717493604536,https://www.airbnb.com.vn/rooms/566957717493604536,,Thành phố Phan Thiết,10,10.96919,108.26941,REGULAR,,Areca Resort 2 phòng ngủ Homeername,entire_home,,False,,/ đêm,4.0,,,,True,True,,,True,False,False,1.255,₫1.255.295,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,
845193395149465037,https://www.airbnb.com.vn/rooms/845193395149465037,,Thành phố Phan Thiết,8,10.95458,108.23579,REGULAR,,Phòng đơn 01 (single room 01),entire_home,,False,,/ đêm,2.0,,,,,True,,True,,False,False,408.299,₫408.299,,True,True,,,,,,,True,,,,,,,,,,,,,,,,,,,,
12874739,https://www.airbnb.com.vn/rooms/12874739,"4,8",tp. Phan Thiết,30,10.937448,108.183449,REGULAR,,Căn hộ Ocean Vista One,entire_home,40,False,,/ đêm,2.0,,,,True,True,,True,True,False,,1.141,₫1.141.177,True,True,,,,,True,True,,,,,,,,,,,,,True,,,,,,,,,
38267486,https://www.airbnb.com.vn/rooms/38267486,"5,0",Hàm Thuận Nam,30,10.84607,107.80971,REGULAR,,Biệt thự hồ bơi Bình Thủy gần Phan Thiết,entire_home,9,False,,/ đêm,4.0,,,,True,True,,True,True,False,,2.275,₫2.275.093,True,,True,,,,,,True,True,,,,,,,,,True,,,,,,,,,,,
48318897,https://www.airbnb.com.vn/rooms/48318897,"4,75",Thành phố Phan Thiết,12,10.9393,108.18902,REGULAR,,Au Revoir Mũi Né Villa~ 3 pho ̀ ng ngu ̉/BBQ/Bãi biển riêng,entire_home,8,False,,/ đêm,8.0,,,True,True,True,True,True,,False,,3.994,₫3.994.120,True,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,True,
817876476448744529,https://www.airbnb.com.vn/rooms/817876476448744529,,Thành phố Phan Thiết,13,10.9204379,108.0938932,REGULAR,,Nhà Chú Ba Homestay Phan Thiết,private_room,,False,,/ đêm,2.0,,,,True,True,,True,,False,False,342.353,₫342.353,True,True,True,,,,,True,,,,False,True,,True,,,,,,,,,,,,,,,
613402549749387923,https://www.airbnb.com.vn/rooms/613402549749387923,,Thành phố Phan Thiết,30,10.939866,108.162041,REGULAR,,Casa Villa - Ocean View - Sea Links Resort,entire_home,,False,,/ đêm,8.0,True,,True,True,True,True,True,,False,False,2.519,₫2.519.060,True,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,
586729339623742327,https://www.airbnb.com.vn/rooms/586729339623742327,"5,0",Thành phố Phan Thiết,21,10.93867,108.16233,REGULAR,,Căn hộ Ocean  Vista- Molesteri Mũi Né,entire_home,3,False,,/ đêm,8.0,True,True,True,True,True,True,True,True,False,,2.037,₫2.037.901,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,
888142208716366904,https://www.airbnb.com.vn/rooms/888142208716366904,,Thành phố Phan Thiết,10,10.942548968827355,108.19287444907378,REGULAR,,Studio Barjac (Cameo house apartment),private_room,,False,,/ đêm,2.0,,,True,True,True,True,True,,False,False,,,True,,,,,,,,,True,,,,,,,,,,,True,,,,,,,,,
37614444,https://www.airbnb.com.vn/rooms/37614444,"4,8",Thành phố Phan Thiết,25,10.93805,108.18334,REGULAR,,Chung cư hướng biển 3 phòng ngủ tại Trung tâm Mũi Né,entire_home,15,False,,/ đêm,10.0,,,True,True,True,True,True,,,,3.073,₫3.073.190,True,True,,,,,,,,,True,,,,,,,,,,True,,,,,,,,,
48451928,https://www.airbnb.com.vn/rooms/48451928,"5,0",Thành phố Phan Thiết,14,10.95871,108.23995,REGULAR,,"Casa Hill Mui-Ne, căn hộ Sea-view",entire_home,3,False,,/ đêm,2.0,,,True,True,True,True,True,True,False,False,430.000,₫430.000,True,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,
666963052568708351,https://www.airbnb.com.vn/rooms/666963052568708351,,Phan Thiet,13,10.994538640931394,108.3450912117067,REGULAR,,Apec mui ne Victor Condotel,entire_home,,False,,/ đêm,2.0,,,,True,True,,True,True,,,,,,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,
830820181861339675,https://www.airbnb.com.vn/rooms/830820181861339675,,tx. La Gi,7,10.646306819642986,107.72025890020709,REGULAR,,Cozy room with amazing garden,entire_home,,False,,/ đêm,2.0,,,True,True,True,True,True,True,False,False,1.158,₫1.158.076,,,,,,,,,,True,True,,,,,,,,,,,,,,,,,,,
27556480,https://www.airbnb.com.vn/rooms/27556480,"4,73",Tp. Phan Thiết,11,10.949,108.25931,REGULAR,,Sky guest house ( twin),private_room,11,False,,/ đêm,2.0,,,,True,True,,True,True,False,False,459.859,₫459.859,,True,True,,,,,,True,,,False,True,5,,,,,,,,,False,,,,,,,
39659169,https://www.airbnb.com.vn/rooms/39659169,,Thành phố Phan Thiết,12,10.94193,108.11088,REGULAR,,Căn hộ đầy nắng với hai phòng và ban công,entire_home,,False,,/ đêm,3.0,,,,True,True,,True,,False,,783.676,₫783.676,,True,True,,,,,True,True,True,,,,,,,,,True,,,,,,,,,,,
684246726425339123,https://www.airbnb.com.vn/rooms/684246726425339123,"5,0",Thành phố Phan Thiết,27,10.94057,108.16288,REGULAR,,"Biệt thự nhìn ra biển, giường cỡ King, Công viên riêng 400m2",entire_home,3,False,,/ đêm,10.0,,,,True,True,True,True,,False,,2.296,₫2.296.472,,True,True,,,,,True,,,,,,,,,,,,,True,,,,,,,,,
35742119,https://www.airbnb.com.vn/rooms/35742119,"5,0",Thành phố Phan Thiết,30,10.94136,108.28112,REGULAR,,Cozy room near the fishing village Muine Bono pink,private_room,9,False,,/ đêm,4.0,,,True,True,True,True,True,,False,False,696.118,₫696.118,,True,True,,,,,,,True,,,,,,,,,,,,,,,,,,,,
759740321998553519,https://www.airbnb.com.vn/rooms/759740321998553519,,Bưng Riềng,28,10.53889,107.49186,REGULAR,,Một ngôi nhà đồng quê ấm cúng gần bãi biển và núi,private_room,,False,,/ đêm,4.0,,,,,,,,,False,False,285.294,₫285.294,,,,,,,,,,,,False,True,,,,,,,,,,False,,,,,,,True
41487496,https://www.airbnb.com.vn/rooms/41487496,"4,75",Thành phố Phan Thiết,8,10.93915,108.29441,REGULAR,,FAIRY HILLS - VIEW VƯỜN PHÒNG ĐÔI VỚI BỂ BƠI,private_room,8,False,,/ đêm,2.0,,,,,True,,True,True,False,False,798.824,₫798.824,,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,
40937593,https://www.airbnb.com.vn/rooms/40937593,,Thành phố Phan Thiết,24,10.95487,108.21456,REGULAR,,Homestay Thiên Sơn Mũi Né căn hộ 2 phòng ngủ,entire_home,,False,,/ đêm,6.0,,,True,True,True,True,True,,False,False,,,True,,,,,,,True,,,True,,,,,,,,,,,,,,,,,,,
32996305,https://www.airbnb.com.vn/rooms/32996305,"4,95",Thành phố Phan Thiết,30,10.9374,108.18388,REGULAR,,"Căn hộ nhìn ra biển tốt nhất ở Ocean Vista, Sealinks",entire_home,22,False,,/ đêm,6.0,True,,True,True,True,True,True,,False,,,,,True,,,,,True,,,,,,,,,,,,,,,,,,,,,,,
887370973844513298,https://www.airbnb.com.vn/rooms/887370973844513298,,Thành phố Phan Thiết,14,11.002244300181891,108.34755180361469,REGULAR,,Căn hộ Apec Mũi Né 2 giường lớn,entire_home,,False,,/ đêm,2.0,,,True,True,True,True,True,True,False,False,,,,,,,,,,,,True,,,,,,,,,,,True,,,,,,,,,
25125668,https://www.airbnb.com.vn/rooms/25125668,"4,6",Thành phố Phan Thiết,23,10.95267,108.25695,REGULAR,,Phòng đôi với mặt trời mọc gần suối Tiên | 102,private_room,5,False,,/ đêm,4.0,,,True,True,True,,True,,False,False,455.330,₫455.330,,True,True,,,,,True,,,,False,False,5,True,,,,,,,,,,,,,,,
848814257457816879,https://www.airbnb.com.vn/rooms/848814257457816879,,Thành phố Phan Thiết,5,10.96189,108.32081,REGULAR,,Beach Front Suite Room -2pax,private_room,,False,,/ đêm,2.0,,,True,,True,,True,True,False,False,1.289,₫1.289.986,,True,True,,,,,,,True,,,,,,,,,,,,,,,,,,,,
9415353,https://www.airbnb.com.vn/rooms/9415353,"4,86",tp. Phan Thiết,29,10.94057,108.28188,REGULAR,,Nhà 17/1,entire_home,145,False,,/ đêm,9.0,,,True,True,True,,True,,,,1.605,₫1.605.934,,True,True,,,,,True,True,,True,,,,,,,,True,,,,,,,,,,,
24582623,https://www.airbnb.com.vn/rooms/24582623,"4,82",Lagi,30,10.67398,107.76599,REGULAR,,Vườn Sông Ngọt.,entire_home,28,False,,/ đêm,6.0,True,,,True,True,,True,,False,False,666.956,₫666.956,,,True,,,,,True,,,,,,,,,,,True,,,,,,,,,,True,
23969142,https://www.airbnb.com.vn/rooms/23969142,"4,75",Thành phố Phan Thiết,15,10.93656,108.1841,REGULAR,,Ocean Vista happy apartment,entire_home,13,False,,/ đêm,2.0,,,True,True,True,,True,,False,False,1.141,₫1.141.177,,True,,,,,True,True,,,,,,,,,,,,,True,,,,,,,,,
812881013305700540,https://www.airbnb.com.vn/rooms/812881013305700540,,Thành phố Phan Thiết,30,10.95426,108.22461,REGULAR,,Ngôi nhà mặt trời mọc,private_room,1,False,,/ đêm,4.0,True,,True,True,True,True,,,False,False,1.138,₫1.138.292,,,,,,,,,,True,True,False,True,7,,,,,,,,,False,,,,,,,
864231508580576905,https://www.airbnb.com.vn/rooms/864231508580576905,,tx. La Gi,7,10.646323713653116,107.72024433425445,REGULAR,,Warm couple room,entire_home,,False,,/ đêm,2.0,,,True,True,True,True,True,True,False,False,,,,,,,,,,,,True,True,,,,,,,,,,,,,,,,,,,
864910679666517778,https://www.airbnb.com.vn/rooms/864910679666517778,,Thành phố Phan Thiết,30,10.932119880866198,108.1295055539673,REGULAR,,Samson Villa - Tripleroom,private_room,,False,,/ đêm,3.0,,,True,,True,True,True,,,,,,,True,True,,,,,True,,True,,,,,,,,,True,,,,,,,,True,,,
891534656530753345,https://www.airbnb.com.vn/rooms/891534656530753345,,tx. La Gi,30,10.668423509271015,107.78577086296897,REGULAR,,Ngôi nhà nhìn ra bờ biển La Gi,entire_home,,False,,/ đêm,8.0,True,,True,True,True,True,True,,False,False,,,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38376177,https://www.airbnb.com.vn/rooms/38376177,"5,0",Phan Thiet,22,10.93799,108.18272,REGULAR,,"Studio ngắm biển ấm cúng tại Ocean Vista, Sealinks",entire_home,4,False,,/ đêm,2.0,,,True,True,True,True,True,,False,,1.141,₫1.141.177,,True,True,,,,True,True,,,,,,,,,,,,,,,,,,,,,,
22742656,https://www.airbnb.com.vn/rooms/22742656,"4,8",Thành phố Phan Thiết,30,10.938686,108.181969,REGULAR,,Tầm nhìn ra đại dương 3 Căn hộ,entire_home,15,False,,/ đêm,7.0,True,,True,True,True,True,True,True,False,,3.700,₫3.700.238,,,,,,,,,,,,,,,,,,,,,,,,,,True,,True,,
790784931463330036,https://www.airbnb.com.vn/rooms/790784931463330036,,Thành phố Phan Thiết,11,10.93897,108.16178,REGULAR,,Căn hộ MiadeVU* 1 phòng ngủ*2 giường* tối đa 4 người,entire_home,,False,,/ đêm,2.0,,,True,True,True,,True,True,False,False,1.027,₫1.027.059,,True,,,,,,,,,True,,,,,,,,,,,,,,,,,,,
