room_id,url,rating,city,contextualPicturesCount,lat,long,listingObjType,pdpUrlType,name,roomTypeCategory,reviewCount,isSuperHost,isVerified,yearHosting,canInstantBook,weeklyPriceFactor,structuredStayDisplayPrice,price,price_full,maxGuestCapacity,SYSTEM_LOCK_ON_DOOR,SYSTEM_BEACH,SYSTEM_COOKING_BASICS,SYSTEM_WI_FI,SYSTEM_MAPS_CAR_RENTAL,SYSTEM_PETS,SYSTEM_WASHER,SYSTEM_SURVEILLANCE,SYSTEM_NO_DETECTOR_CO2,SYSTEM_NO_DETECTOR_SMOKE,SYSTEM_VIEW_CITY,SYSTEM_FLOWER,SYSTEM_WORKSPACE,SYSTEM_EV_CHARGER,SYSTEM_VIEW_OCEAN,SYSTEM_DRYER,SYSTEM_SNOWFLAKE,SYSTEM_HAIRDRYER,SYSTEM_FIREPIT,SYSTEM_LUGGAGE_DROP,SYSTEM_CALENDAR,SYSTEM_POOL,SYSTEM_VIEW_MOUNTAIN,SYSTEM_TV,SYSTEM_REFRIGERATOR,SYSTEM_BREAKFAST,SYSTEM_PATIO_BALCONY,SYSTEM_NO_LOCK_ON_DOOR,SYSTEM_FIREPLACE,SYSTEM_JACUZZI,SYSTEM_SMOKING_ALLOWED,SYSTEM_TOYS,SYSTEM_ELEVATOR,SYSTEM_GYM,SYSTEM_MICROWAVE,SYSTEM_BATHTUB,SYSTEM_HIGH_CHAIR,SYSTEM_PIANO
27316433,https://www.airbnb.com.vn/rooms/27316433,"4,67",Bố Trạch,30,17.59659,106.29175,REGULAR,,Phòng đôi sang trọng có ban công - KHÔNG CHỈ có GIƯỜNG,private_room,3,False,True,5,False,,/ đêm,344.735,₫344.735,9.0,True,,True,True,True,True,True,,False,,,,,,,True,True,True,,,,,,,,,,,,,,,,,,,,
19786888,https://www.airbnb.com.vn/rooms/19786888,"4,79",Thành phố Đồng Hới,13,17.6106,106.30903,REGULAR,,SƠN TINH HOTEL - Mountain View Room tại Phong Nha,private_room,14,,,,False,,/ đêm,513.530,₫513.530,4.0,,,,True,True,,,,False,False,,,,,True,True,True,True,,,,,,True,,,True,,,,,,,,,,,
647292476971955341,https://www.airbnb.com.vn/rooms/647292476971955341,,Sơn Trạch,28,17.59514,106.287,REGULAR,,Son River House Homestay Phong Nha. Ngôi nhà bên sông Son,entire_home,,,,,False,,/ đêm,3.423,₫3.423.531,16.0,,,True,True,True,,True,,False,False,,True,True,,,,True,,,,,,True,,,,,,,,,,,,,,,
24637260,https://www.airbnb.com.vn/rooms/24637260,"4,88",Phong Nha,30,17.59883,106.29383,REGULAR,,Carambola Bungalow 1 giường Queen với tầm nhìn ra sông,private_room,26,True,True,5,False,,/ đêm,431.564,₫431.564,2.0,True,,True,True,True,,,,False,False,,,True,,True,,,,,,,,,,,,,,,True,,,,,,,,
32367427,https://www.airbnb.com.vn/rooms/32367427,,Bố Trạch District,10,17.59154,106.28261,REGULAR,,Sống cùng gia đình bản xứ✦ ấm cúng✦ 100M đến sông✦Bữa sáng miễn phí✦,private_room,,False,True,,False,,/ đêm,492.546,₫492.546,2.0,True,,True,True,True,,True,,,,,,,,True,True,True,True,,,,,,,,,,,True,,,,,,,,,
19594256,https://www.airbnb.com.vn/rooms/19594256,"5,0",Sơn Trạch,16,17.594,106.28588,REGULAR,,Bờ biển với tầm nhìn khác thường (Toàn bộ nhà),entire_home,3,,,,False,,/ đêm,3.747,₫3.747.194,12.0,,,,True,,,,,False,False,,,,,,,True,True,,,,,,,,True,,,,,True,,,,,,,
41008449,https://www.airbnb.com.vn/rooms/41008449,,Sơn Trạch,9,17.56422,106.28865,REGULAR,,Khách sạn thân thiện,private_room,,,,,False,,/ đêm,,,3.0,,,,True,True,,True,,False,False,,,,,,True,True,,,True,,,,True,,,,,True,,,,,,,,,
30748482,https://www.airbnb.com.vn/rooms/30748482,"5,0",Bố Trạch District,9,17.58994,106.28311,REGULAR,,Phòng đôi Sống cùng gia đình bản xứ quyến rũ 2,private_room,7,,,,False,,/ đêm,513.530,₫513.530,2.0,,,,True,True,,,,False,False,,,,,,,True,True,,,,,,,,True,,,,,True,,,,,,,
884502605926093428,https://www.airbnb.com.vn/rooms/884502605926093428,,Tân Phú,24,17.02038325686118,106.90377269864908,REGULAR,,2 bedroom apartment luxury,entire_home,,,,,False,,/ đêm,,,4.0,,,True,True,True,True,True,True,,,,,True,,True,,,,,,,True,,True,,,,,,,,,,,,,,
38310888,https://www.airbnb.com.vn/rooms/38310888,,Bố Trạch District,30,17.59119,106.28223,REGULAR,,Vu’s Homestay Phong Nha,entire_home,,,,,False,,/ đêm,,,16.0,,,,True,,,,True,False,False,,,True,,,,,True,,,,True,,True,,,,,,,,,,,,,,
45108406,https://www.airbnb.com.vn/rooms/45108406,,Thành phố Đồng Hới,9,17.47852,106.62381,REGULAR,,KHÁCH SẠN CKC THIÊN DƯƠNG - Phòng Superior 2 Giường Đơn Hướng Sông,private_room,,,,,False,,/ đêm,,,4.0,,,,True,True,,True,,False,False,,,,,,True,True,,,,,True,,True,,,,,,True,,,,,,,,
637473388575927374,https://www.airbnb.com.vn/rooms/637473388575927374,,Bố Trạch,7,17.60349,106.30107,REGULAR,,Phòng đôi có tầm nhìn ra hồ bơi_Phong Nha ecolodge,private_room,,,,,False,,/ đêm,391.429,₫391.429,2.0,,,True,True,True,True,,True,False,False,,,True,,True,,,,,,,True,,,,,,,,,,,,,,,,
33632911,https://www.airbnb.com.vn/rooms/33632911,,,10,17.61049,106.34938,REGULAR,,"bungalow gia đình, hồ bơi, cảnh quan đồng ruộng và núi",private_room,,,,,False,,/ đêm,570.589,₫570.589,4.0,,,,True,True,,True,,False,False,,,,,,,,True,,,,True,,,,True,,,True,,,,,,,,,
33944300,https://www.airbnb.com.vn/rooms/33944300,,Bố Trạch District,30,17.59184,106.28409,REGULAR,,Hahaland 4 Giường chung (2),shared_room,,,,,False,,/ đêm,159.765,₫159.765,2.0,,,,True,True,True,,,False,False,,True,,,True,,True,,,,,,,,,,True,,,True,,,,,,,,
18569472,https://www.airbnb.com.vn/rooms/18569472,"4,84",Sơn Trạch,30,17.61078,106.30314,REGULAR,,Nhà Phong Nha - Giường đôi,private_room,71,False,True,6,False,,/ đêm,456.471,₫456.471,2.0,,,,True,,True,,,False,False,,,,,,,True,True,,,,,,,,True,,False,,,True,,,,,,,
637485234572931304,https://www.airbnb.com.vn/rooms/637485234572931304,,Bố Trạch,7,17.60412,106.29959,REGULAR,,Phòng gia đình có tầm nhìn ra hồ bơi_Phong Nha Ecolodge,private_room,,,,,False,,/ đêm,528.000,₫528.000,4.0,,,True,True,True,True,True,,False,False,,,True,,True,,,,,,,True,,,,,,,,,,,,,,,,
699609374261271441,https://www.airbnb.com.vn/rooms/699609374261271441,,Thành phố Đồng Hới,30,17.50453340783473,106.61591738462448,REGULAR,,"Khách sạn giá rẻ, có chổ đổ xe miễn phí.",private_room,,,,,False,,/ đêm,449.252,₫449.252,16.0,,,True,True,True,True,,True,False,,,True,True,,,,,,,,,,,True,,,,,,,,,,,,,,
41517162,https://www.airbnb.com.vn/rooms/41517162,,Bố Trạch District,30,17.62451,106.38523,REPRESENTATIVE,,Nhà nghỉ nông trại Phong Nha - Kép tiêu chuẩn,private_room,,,,,False,,/ đêm,1.585,₫1.585.000,2.0,,,,True,True,True,,,False,False,,,,,,,True,True,,,,True,,,,True,,,True,,,,,,,,,
21016130,https://www.airbnb.com.vn/rooms/21016130,,Thành phố Đồng Hới,30,17.473,106.63203,REGULAR,,Khách sạn Amanda,hotel_room,,,,,False,,/ đêm,1.369,₫1.369.412,2.0,,,,True,True,True,,,False,False,,,,,,,True,True,,,,,,True,,True,,,,,,,True,,,,,
32095955,https://www.airbnb.com.vn/rooms/32095955,,Bố Trạch District,12,17.61333,106.34953,REGULAR,,Phong nha Palafita Bungalow,private_room,,False,True,,False,,/ đêm,399.412,₫399.412,2.0,,,,True,True,True,,,False,False,,,,,,,True,True,,,,True,,,,,,False,True,,,,,,,,,
32678364,https://www.airbnb.com.vn/rooms/32678364,,Bố Trạch District,8,17.59475,106.29392,REGULAR,,Tien 's Cozy Family Room Mountain View,private_room,1,False,True,4,False,,/ đêm,422.235,₫422.235,4.0,True,,True,True,True,True,True,,False,False,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,
34619657,https://www.airbnb.com.vn/rooms/34619657,,Bố Trạch District,30,17.597816467285156,106.29148864746094,REGULAR,,Bungalow 2 giường queen - Quang cảnh núi,private_room,,False,True,,False,,/ đêm,267.664,₫267.664,4.0,True,,True,True,True,True,True,,False,False,,,,,,True,True,,,,,,,,,,,,,,,,,,,,,
26372356,https://www.airbnb.com.vn/rooms/26372356,"5,0",Sơn Trạch,16,17.60705,106.29974,REGULAR,,Sơn Đoòng Riverside Homestay 1,private_room,4,False,True,5,False,,/ đêm,405.118,₫405.118,2.0,,,,True,True,True,,,False,False,,,,,,,True,,,,,,,True,,True,,False,True,,,,,,,,,
11700342,https://www.airbnb.com.vn/rooms/11700342,"4,4",,9,17.61045,106.31221,REGULAR,,Khách sạn trung tâm Phong Nha,private_room,35,False,False,7,False,,/ đêm,342.353,₫342.353,2.0,,,,True,True,,,,False,False,,,,,,,True,True,,,,,,True,,True,,False,,,True,,,,,,,
822762937288345742,https://www.airbnb.com.vn/rooms/822762937288345742,,Bố Trạch,14,17.60994,106.30916,REGULAR,,Phòng 2 giường có Ban công nhìn ra Núi và Sông,private_room,,False,True,,False,,/ đêm,912.942,₫912.942,4.0,,,True,True,True,True,True,True,False,,,,True,,,,True,,,,,,,,,,,False,,,,,,,,,,
47523628,https://www.airbnb.com.vn/rooms/47523628,,Sơn Trạch,15,17.61048,106.30813,REGULAR,,Phong Nha Green Homestay nơi có nhiều phong cảnh,private_room,,,,,False,,/ đêm,342.353,₫342.353,16.0,,,True,True,True,True,True,,False,,,True,True,,,,,,,,,True,True,,,,,,,,,,,,,,,
38869080,https://www.airbnb.com.vn/rooms/38869080,,Bố Trạch,14,17.56179,106.29962,REGULAR,,"We are a small family, We will make fun for you.",private_room,,,,,False,,/ đêm,569.447,₫569.447,2.0,,,,True,True,,,,False,False,,,True,,,,True,True,,True,,,,,,True,,,,,,,,,,,,
3482054,https://www.airbnb.com.vn/rooms/3482054,,Sơn Trạch,5,17.59113,106.28335,REGULAR,,Khu nghỉ dưỡng Nhà Hồ Phong Nha - Bungalow,private_room,,,,,False,,/ đêm,1.313,₫1.313.000,16.0,,,,True,True,,True,,False,False,,,,,,,True,,,,,True,,,,True,True,,,,,,,,,,,
820592251302427730,https://www.airbnb.com.vn/rooms/820592251302427730,,Bố Trạch,7,17.61007,106.30304,REGULAR,,Homestay đáng nhớ - Phòng hai giường,private_room,,False,True,,False,,/ đêm,902.419,₫902.419,4.0,,,True,True,True,True,True,True,False,False,,,True,,,,,,,,,,,,,,,False,,,,,,,,,,
32325190,https://www.airbnb.com.vn/rooms/32325190,"4,5",Phong Nha,30,17.60012,106.29259,REGULAR,,Carambola Bungalow,private_room,4,True,True,5,False,,/ đêm,485.087,₫485.087,5.0,True,,True,True,True,,,,False,False,,True,True,,True,,,,,,,,,,,,,,,,,,,,,,,
36239910,https://www.airbnb.com.vn/rooms/36239910,,Bố Trạch District,13,17.59185,106.28276,REGULAR,,Khách sạn Phong Nha Amanda có hồ bơi,hotel_room,,,,,False,,/ đêm,456.471,₫456.471,1.0,,,True,True,True,,True,,,False,,,,,,True,True,,,,,True,,True,,,,,,True,,,,,,,,
38332293,https://www.airbnb.com.vn/rooms/38332293,,Bố Trạch District,29,17.60556,106.30048,REGULAR,,Phòng làm việc nông trại thân thiện Phong Nha,private_room,,False,True,,False,,/ đêm,409.797,₫409.797,4.0,True,,,True,True,,,,False,False,,True,,,True,,True,True,,True,,,,,,,,,,,,,,,,,,
628116468008583099,https://www.airbnb.com.vn/rooms/628116468008583099,,Bố Trạch,30,17.611046,106.309097,REGULAR,,Green Homestay - Two Double bed Room Moutain view,private_room,1,False,True,9,False,,/ đêm,,,4.0,True,,True,True,True,,,True,False,False,,,True,,,,,,,,,True,True,,,,,,,,,,,,,,,
27407341,https://www.airbnb.com.vn/rooms/27407341,"5,0",Bố Trạch District,21,17.60267,106.29637,REGULAR,,POMELO HOMESTAY- Phòng bốn tầng với Mountain View,private_room,7,,,,False,,/ đêm,802.967,₫802.967,4.0,,,True,True,True,True,True,,False,False,,,,,,True,,,,,,,,,,,,,,True,,,True,,,,,
28321328,https://www.airbnb.com.vn/rooms/28321328,"5,0",Bố Trạch,30,17.61067,106.30189,REGULAR,,Nhà Phong Nha Coco - Giường đôi,private_room,3,False,True,6,False,,/ đêm,467.883,₫467.883,2.0,True,,True,True,,True,True,,False,False,,,,,,,True,True,,,,,,,,True,,,,,,,,,,,,
21211048,https://www.airbnb.com.vn/rooms/21211048,,Thành phố Đồng Hới,17,17.6378,106.28451,REGULAR,,Biệt thự nhỏ Phong Nha - Phòng đôi,private_room,,,,,False,,/ đêm,271.030,₫271.030,2.0,,,True,True,True,True,,,False,False,,,,,,,True,,,,,True,,True,,,,,,True,,,,,,,,
42302301,https://www.airbnb.com.vn/rooms/42302301,,Thành phố Đồng Hới,26,17.48483,106.62534,REGULAR,,Toàn bộ căn nhà ấm cúng Riverview,entire_home,,,,,False,,/ đêm,,,16.0,,,True,True,True,True,True,True,False,False,,,,,,,True,,,,,,,True,,,,,,,,,,,,,,
42922146,https://www.airbnb.com.vn/rooms/42922146,,H. Bố Trạch,3,17.61101,106.31802,REGULAR,,Tien’s Cozy Homestay Dulexe có giường cỡ Queen,private_room,,,,,False,,/ đêm,267.664,₫267.664,2.0,,,True,True,True,True,,,False,False,,True,,,,,True,True,,,,,,,,True,,,,,,,,,,,,
24252267,https://www.airbnb.com.vn/rooms/24252267,,,10,17.61095,106.31278,REGULAR,,Biệt thự mini - Phòng đôi tiết kiệm chi phí,private_room,,,,,False,,/ đêm,267.664,₫267.664,2.0,,,True,True,,,,,False,False,,,,,,,True,,,,,,,,,,,,,,,,,,,,,
35550205,https://www.airbnb.com.vn/rooms/35550205,,Bố Trạch District,13,17.58998,106.28446,REGULAR,,Bungalow có cảnh quan vườn và núi,hotel_room,,,,,False,,/ đêm,,,4.0,,,True,True,True,True,,,,,,,,,,,True,True,,,,,,,,True,,,,,,,,True,,,,
28030909,https://www.airbnb.com.vn/rooms/28030909,,Bố Trạch,8,17.61013,106.30852,REGULAR,,Khách sạn Thiên Thành - Phòng đôi có tầm nhìn ra núi,private_room,,False,False,,False,,/ đêm,,,2.0,,,True,,True,,True,,False,False,,,,,,True,,,,,,True,,,,,,False,,,,,,,,,,
24251923,https://www.airbnb.com.vn/rooms/24251923,,,9,17.6103,106.31098,REGULAR,,Mini Masion - Phòng ba sang trọng,private_room,,,,,False,,/ đêm,401.495,₫401.495,3.0,,,True,True,,,,,False,False,,,,,,,True,,,,,,,,,,,,,,,,,,,,,
27316519,https://www.airbnb.com.vn/rooms/27316519,,Bố Trạch,30,17.59624,106.29196,REGULAR,,Sunshine Homestay With Mountain View,private_room,1,False,True,5,False,,/ đêm,347.972,₫347.972,3.0,True,,True,True,True,True,True,,False,,True,,,,True,True,,,,,,,,,,,,,,,,,,,,,,
33944401,https://www.airbnb.com.vn/rooms/33944401,,Bố Trạch District,30,17.59115,106.28362,REGULAR,,Hahaland 4 Giường chung (4),shared_room,,,,,False,,/ đêm,319.530,₫319.530,4.0,,,,True,True,True,,,False,False,,,,,True,,True,,,,,True,,,,,True,,,True,,,,,,,,
647019526828424035,https://www.airbnb.com.vn/rooms/647019526828424035,,Sơn Trạch,10,17.56394,106.2872,REGULAR,,1 giường lớn. Tầm nhìn ra sông Sơn,private_room,,False,False,,False,,/ đêm,570.589,₫570.589,2.0,True,,True,True,True,,,True,False,False,,,,,,,True,,,,,,,,,,,,,,,,,,,,,
690378628154144389,https://www.airbnb.com.vn/rooms/690378628154144389,,Thành phố Đồng Hới,5,17.48497,106.62701,REGULAR,,150 Homestay - Phòng gia đình,private_room,,False,True,,False,,/ đêm,878.706,₫878.706,4.0,,True,True,True,True,,True,True,False,False,,,True,,,,,,,,,,,,,,,False,,,,,,,,,,
40269246,https://www.airbnb.com.vn/rooms/40269246,"4,67",Bố Trạch District,7,17.59187,106.28403,REGULAR,,Phòng gia đình bản xứ của Duyên Dáng 2,private_room,3,,,,False,,/ đêm,,,4.0,,,,True,True,True,True,,False,False,,,,,,,True,True,,,,,,,,True,,,True,,,,,,,,,
688642768254364600,https://www.airbnb.com.vn/rooms/688642768254364600,"5,0",Sơn Trạch,27,17.61121986470068,106.30855755751796,REGULAR,,Green homesay -  Double room with Moutain view,private_room,3,False,True,9,False,,/ đêm,524.801,₫524.801,2.0,True,,True,True,True,True,,True,False,,,,True,,,,,,,,,True,True,,,,,,,,,,,,,,,
38469419,https://www.airbnb.com.vn/rooms/38469419,,Thành phố Đồng Hới,30,17.49578,106.62441,REGULAR,,Nhà trên bãi biển cho người bản xứ,hotel_room,,,,,False,,/ đêm,342.353,₫342.353,4.0,,,,True,True,,,,False,False,,,,,,,True,True,,,,,,True,,True,,,True,,True,,,,,,,
29502742,https://www.airbnb.com.vn/rooms/29502742,,Bố Trạch District,5,17.58978,106.30288,REGULAR,,Khách sạn trung tâm Phong Nha - Phòng gia đình sang trọng,private_room,,,,,False,,/ đêm,304.618,₫304.618,2.0,,,,,,True,,,False,False,,,,,,,,,,,,,,,,,,,,,True,,,,,,,
21317077,https://www.airbnb.com.vn/rooms/21317077,,Thành phố Đồng Hới,15,17.63823,106.28277,REGULAR,,Phòng đôi riêng đẹp - tầm nhìn ra núi,private_room,,,,,False,,/ đêm,325.235,₫325.235,2.0,,,,True,True,True,,,False,False,,,,,,,True,,,,,,,True,,True,,,,,True,,,,,,,
39876898,https://www.airbnb.com.vn/rooms/39876898,,Thành phố Đồng Hới,20,17.49597,106.62515,REGULAR,,Seasand Homestay_Private Room 3pax Thiên Dương,private_room,,,,,False,,/ đêm,524.941,₫524.941,3.0,,True,True,True,True,True,True,,False,False,,,,,,True,,,,,,,,True,,,,,,,,,,,,,,
34821578,https://www.airbnb.com.vn/rooms/34821578,,Sơn Trạch,5,17.59841,106.29205,REGULAR,,Cho nghi co vuon train lon,private_room,,False,True,,False,,/ đêm,330.941,₫330.941,13.0,,,True,True,True,True,True,True,False,False,,,,,,,,,,,,,,,,,,False,True,,,,,,,,,
27836604,https://www.airbnb.com.vn/rooms/27836604,"4,71",,30,17.60623,106.30033,REGULAR,,Green Riverside Cosy Home - Phòng đôi 1,private_room,7,False,True,5,False,,/ đêm,481.803,₫481.803,2.0,True,,True,True,True,True,True,,False,False,,,,,True,,True,,,,,,,,,,,,,,,,,,,,,
11744070,https://www.airbnb.com.vn/rooms/11744070,,tp. Đồng Hới,21,17.50114,106.62149,REGULAR,,Ký túc xá bãi biển mới dành cho những kẻ lang thang,private_room,,,,,False,,/ đêm,,,10.0,,,,True,True,,True,,False,False,,,,,,,True,,,,,,,,,,,,,,True,,,,,,,
45105489,https://www.airbnb.com.vn/rooms/45105489,,Thành phố Đồng Hới,12,17.47868,106.6237,REGULAR,,KHÁCH SẠN CKC THIÊN DƯƠNG - Superior Double River View,private_room,,,,,False,,/ đêm,855.883,₫855.883,2.0,,,,True,True,,True,,False,False,,,,,,True,True,,,,,True,,True,,,,,,True,,,,,,,,
38473072,https://www.airbnb.com.vn/rooms/38473072,,Thành phố Đồng Hới,26,17.49555,106.62623,REGULAR,,Nhà trên bãi biển cho người bản xứ,hotel_room,,,,,False,,/ đêm,399.412,₫399.412,4.0,,,True,True,True,,,,,False,,,,,,,True,True,,,,,,True,,True,,,True,,True,,,,,,,
18135300,https://www.airbnb.com.vn/rooms/18135300,,Đồng Hới,12,17.46643,106.59776,REPRESENTATIVE,,Căn hộ Royal 2 Giường Tòa nhà Royal,hotel_room,,,,,False,,/ đêm,988.000,₫988.000,2.0,,,,True,True,,,,False,,,,,,,,True,True,,,,True,,True,,,,,True,True,,,True,,,,,
34619573,https://www.airbnb.com.vn/rooms/34619573,,Bố Trạch District,30,17.59667,106.29236,REGULAR,,Nhìn ra núi phòng đôi,private_room,2,False,True,4,False,,/ đêm,535.327,₫535.327,2.0,True,,True,True,True,,,,False,False,,True,True,,True,,,,,,,,True,,,,,,,,,,,,,,,
36536055,https://www.airbnb.com.vn/rooms/36536055,,Bố Trạch District,5,17.61679,106.32131,REGULAR,,Gia đình bản xứ Fami,private_room,,False,False,,False,,/ đêm,342.617,₫342.617,4.0,,,,True,True,True,True,,False,False,,,,,,,True,,,,,,,,,True,,False,,,True,,,,,,,
15010216,https://www.airbnb.com.vn/rooms/15010216,,,9,18.02528,106.40186,REGULAR,,Khách sạn Hải Kỳ,private_room,,,,,False,,/ đêm,513.530,₫513.530,2.0,,,True,True,True,True,True,,False,False,,,,,,True,True,,,,,,,True,,,,,,,,,,,,,,
780318402517533150,https://www.airbnb.com.vn/rooms/780318402517533150,,Đồng Hới,5,17.4473126,106.5812005,REGULAR,,nhà của tuli,entire_home,,,,,False,,/ đêm,928.604,₫928.604,4.0,,,True,True,True,,True,True,False,False,,,True,,,,,,,,,,,True,,,,,,True,,,,,,,,
738741661555674094,https://www.airbnb.com.vn/rooms/738741661555674094,,Bố Trạch,14,17.56253,106.30031,REGULAR,,Phòng Gia Đình - Falcon Hotel & Bar,private_room,,,,,False,,/ đêm,834.771,₫834.771,4.0,,,,True,True,,,True,False,,,True,,,,,True,,,,True,,,,,True,,,,,,,,,True,,,
27513558,https://www.airbnb.com.vn/rooms/27513558,"5,0",Bố Trạch District,7,17.593,106.28163,REGULAR,,Hang en hotel - Phòng ba phòng tắm,private_room,9,,,,False,,/ đêm,,,2.0,,,,True,,True,True,,False,False,,,,,,,True,,,,,,,True,,True,,,,,,,,,,,,
35547227,https://www.airbnb.com.vn/rooms/35547227,,Bố Trạch District,13,17.59106,106.28438,REGULAR,,Bungalow Deluxe Nhìn Ra Khu Vườn,hotel_room,,,,,False,,/ đêm,684.706,₫684.706,4.0,,,True,True,True,True,,,,,,,,,,True,True,True,,,,,,,,True,,,True,,,,,,,,,
12328820,https://www.airbnb.com.vn/rooms/12328820,"4,32",Sơn Trạch,13,17.60342,106.29837,REGULAR,,Paradise Hotel Phong Nha,private_room,47,,,,False,,/ đêm,401.495,₫401.495,3.0,,,,True,True,True,True,,False,False,,,True,,,,True,True,,,,,,True,,,,,,,,,,,,,,
41397868,https://www.airbnb.com.vn/rooms/41397868,,Bố Trạch District,7,17.59555,106.28681,REGULAR,,Núi Phong Nha,private_room,,False,True,,False,,/ đêm,912.942,₫912.942,4.0,True,,True,True,,True,True,,False,False,,,,,,,True,,,,,,,,,True,,,True,,,,,,,,,
28869185,https://www.airbnb.com.vn/rooms/28869185,,Bố Trạch District,30,17.59182,106.28433,REGULAR,,Sơn Doong Bungalow - Tầm nhìn ra núi và hồ bơi,private_room,,,,,False,,/ đêm,1.204,₫1.204.438,2.0,,,True,True,True,,True,,False,,,,,,,,True,,,True,,True,,True,,,,,,True,,,,,,,,
748988132008423915,https://www.airbnb.com.vn/rooms/748988132008423915,,Thành phố Đồng Hới,7,17.4609,106.63899,REGULAR,,phòng family tại Cối xay gió homestay,private_room,,False,False,,False,,/ đêm,684.706,₫684.706,4.0,,,,True,,,,True,False,False,,,,,,,True,,,,,,,,,,,False,,,,,,,,,,
32483544,https://www.airbnb.com.vn/rooms/32483544,,Bố Trạch,10,17.61295,106.34779,REGULAR,,phong nha palafita bungalow nhìn ra cánh đồng & núi,private_room,,False,True,,False,,/ đêm,399.412,₫399.412,2.0,True,,,True,True,,True,,False,False,,,,,,True,,True,,,,True,,,,,,,True,,,,,,,,,
30948765,https://www.airbnb.com.vn/rooms/30948765,,Bố Trạch,10,17.59506,106.28787,REGULAR,,Bữa sáng ✦ miễn phí tại ✦ vườn gia đình bản xứ✦ ấm cúng✦,private_room,,False,True,,False,,/ đêm,985.091,₫985.091,4.0,True,,True,True,True,,True,,,,,,,,True,True,True,True,,,,,,,,,,,True,,,,,,,,,
25697239,https://www.airbnb.com.vn/rooms/25697239,"3,6",Sơn Trạch,30,17.61069,106.30703,REGULAR,,BFF Homestay - GIƯỜNG TỐT + RUNG ĐỘNG TỐT,hotel_room,5,,,,False,,/ đêm,,,8.0,,,True,True,True,True,True,,False,False,,,,,,True,True,,,,,,,True,,,,,,,,,,,,,,
29367215,https://www.airbnb.com.vn/rooms/29367215,,,5,17.60769,106.29976,REGULAR,,Phòng đôi với phòng tắm riêng,private_room,,,,,False,,/ đêm,,,2.0,,,,True,True,,,,False,False,,,,,,,True,,,,,,,True,,True,,,True,,,,,,,,,
29863535,https://www.airbnb.com.vn/rooms/29863535,"4,6",,30,17.60816,106.30105,REGULAR,,Nhà Cosy Green Riverside - Phòng gia đình sang trọng,private_room,5,,,,False,,/ đêm,802.967,₫802.967,4.0,,,True,True,True,True,True,,False,False,,,,,True,,True,,,,,,,True,,,,,,,,,,,,,,
745569098068329709,https://www.airbnb.com.vn/rooms/745569098068329709,,Bố Trạch,14,17.5618639,106.3006767,REGULAR,,Phòng 1 giường đôi - Falcon Hotel & Bar,private_room,,,,,False,,/ đêm,659.030,₫659.030,3.0,,,,True,True,,,,False,,,True,,,,,True,,,,True,,,,,True,,,,,,,,,True,,,
27708902,https://www.airbnb.com.vn/rooms/27708902,"4,6",,30,17.6076,106.30116,REGULAR,,Green Riverside Cosy Home - Phòng đôi 2,private_room,20,False,True,5,False,,/ đêm,481.796,₫481.796,2.0,True,,True,True,True,True,True,,False,False,,,,,True,,True,,,,,,,,,,,,,,,,,,,,,
635397037686689304,https://www.airbnb.com.vn/rooms/635397037686689304,,Sơn Trạch,7,17.60402,106.30047,REGULAR,,Phòng đôi_Phong Nha Ecolodge,private_room,,,,,False,,/ đêm,388.000,₫388.000,2.0,,,True,True,True,True,,,False,False,,,True,,True,,,,,,,True,True,,,,,,,,,,,,,,,
25843391,https://www.airbnb.com.vn/rooms/25843391,,Thành phố Đồng Hới,25,17.58811,106.26694,REGULAR,,Gia đình bản xứ của bà,private_room,,False,False,,False,,/ đêm,399.412,₫399.412,2.0,,,True,True,True,,True,,False,False,,,,,,True,,True,,True,,,,,,,,False,,,,,,,,,,
688623803215523331,https://www.airbnb.com.vn/rooms/688623803215523331,,Bố Trạch,25,17.6108602,106.3080886,REGULAR,,Green Homestay - Double room with Moutain view,private_room,1,False,True,9,False,,/ đêm,524.846,₫524.846,2.0,True,,True,True,True,True,,True,False,,,,True,,,,,,,,,True,True,,,,,,,,,,,,,,,
41335754,https://www.airbnb.com.vn/rooms/41335754,,Bố Trạch District,10,17.59189,106.28279,REGULAR,,Hillside View Bungalow,private_room,,,,,False,,/ đêm,850.172,₫850.172,4.0,,,True,True,True,,True,True,False,False,,,,,,,True,,,,,True,,,,,,,True,,,,,,,,,
31047194,https://www.airbnb.com.vn/rooms/31047194,,Bố Trạch,9,17.61082,106.30844,REGULAR,,Thien Thanh Hotel_,private_room,,,,,False,,/ đêm,332.439,₫332.439,2.0,,,True,True,True,,True,,False,False,,,,,,True,True,,,,,,,True,,,,,,True,,,,,,,,
24268837,https://www.airbnb.com.vn/rooms/24268837,"4,67",Phong Nha,30,17.60081,106.29395,REGULAR,,Carambola Bungalow 1 queen bed - view sông,private_room,9,,,,False,,/ đêm,461.023,₫461.023,2.0,,,True,True,True,True,,,False,,,True,True,,True,,,,,,,,,,,,,,,True,,,,,,,,
646831426487578791,https://www.airbnb.com.vn/rooms/646831426487578791,,Bố Trạch,7,17.59537,106.28782,REGULAR,,Nhà ven sông Sơn - 3 giường có phòng tắm riêng,private_room,,False,False,,False,,/ đêm,798.824,₫798.824,5.0,True,,True,True,True,,,,False,False,,True,,,,,True,True,,,,,True,,,,,,,,,,,,,,,
