room_id,url,rating,city,contextualPicturesCount,lat,long,listingObjType,pdpUrlType,name,roomTypeCategory,reviewCount,canInstantBook,weeklyPriceFactor,structuredStayDisplayPrice,price,price_full,maxGuestCapacity,SYSTEM_FLOWER,SYSTEM_VIEW_MOUNTAIN,SYSTEM_COOKING_BASICS,SYSTEM_WI_FI,SYSTEM_MAPS_CAR_RENTAL,SYSTEM_PETS,SYSTEM_WASHER,SYSTEM_PATIO_BALCONY,SYSTEM_NO_DETECTOR_CO2,SYSTEM_NO_DETECTOR_SMOKE,isSuperHost,isVerified,yearHosting,SYSTEM_VIEW_OCEAN,SYSTEM_TV,SYSTEM_SURVEILLANCE,SYSTEM_NO_LOCK_ON_DOOR,SYSTEM_SAUNA,SYSTEM_WORKSPACE,SYSTEM_ELEVATOR,SYSTEM_HAIRDRYER,SYSTEM_REFRIGERATOR,SYSTEM_LOCK_ON_DOOR,SYSTEM_VIEW_CITY,SYSTEM_JACUZZI,SYSTEM_LUGGAGE_DROP,SYSTEM_DRYER,SYSTEM_SNOWFLAKE,SYSTEM_FIREPIT,SYSTEM_SMOKING_ALLOWED,SYSTEM_EV_CHARGER,SYSTEM_CALENDAR,SYSTEM_MAPS_RESORT,SYSTEM_MAPS_BAR,SYSTEM_BREAKFAST,SYSTEM_TOYS,SYSTEM_BATHTUB,SYSTEM_HIGH_CHAIR,SYSTEM_FIREPLACE,SYSTEM_MICROWAVE,SYSTEM_POOL
704315948945617826,https://www.airbnb.com.vn/rooms/704315948945617826,"5,0",thành phố Bảo Lộc,8,11.55791,107.80731,REGULAR,,Phòng Trung Tâm Bảo Lộc #1 - Nhà Sâm Lâm,private_room,4,False,,/ đêm,360.612,₫360.612,2.0,,,True,True,True,,,,False,False,,,,,,True,,,,,,True,,,,,,,,,,,,,,,,,,,
43250500,https://www.airbnb.com.vn/rooms/43250500,"4,93",Thành phố Đà Lạt,7,11.9438,108.43469,REGULAR,,Automne - Studio gác mái ấm cúng ở Trung tâm,entire_home,99,False,,/ đêm,525.760,₫525.760,2.0,,,True,True,,,True,,False,False,,,,,True,True,,,True,,True,True,,,,,,,,,,,,,,,,,,,
820053858350147162,https://www.airbnb.com.vn/rooms/820053858350147162,,Gia Nghĩa,24,12.00481,107.68182,REGULAR,,#Tadung #camping #farmstay,private_room,,False,,/ đêm,684.706,₫684.706,2.0,,,True,True,True,,True,,False,,False,True,,True,,True,False,,True,,,,,,,,,,True,,,,,,,,,,,,
654793965951402986,https://www.airbnb.com.vn/rooms/654793965951402986,"4,8",Thành phố Đà Lạt,30,11.93327,108.42457,REGULAR,,Bồn tắm nước nóng DreamlakeDalat-Romantic garden bungalow w,entire_home,15,False,,/ đêm,620.035,₫620.035,2.0,True,True,True,True,True,True,,,False,False,,,,,,,,,True,,,,,,True,,,,,,,,,,,,,,,,
28484586,https://www.airbnb.com.vn/rooms/28484586,"4,84",Thành phố Đà Lạt,30,11.92802,108.45178,REGULAR,,HOA HỒNG rừng nhỏ | Giá trị cho một cuộc rút lui tuyệt vời,entire_home,127,False,,/ đêm,,,6.0,,,True,True,True,,True,True,False,False,,,,,True,True,,,,,,,,,,,True,,,,,,,,,,,,,,
37334395,https://www.airbnb.com.vn/rooms/37334395,"4,84",Dalat,20,11.93328,108.46034,REGULAR,,Sống cùng gia đình bản xứ Đà Lạt Mint 2,entire_home,73,False,,/ đêm,,,6.0,True,True,True,True,True,True,,True,False,False,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,
41117147,https://www.airbnb.com.vn/rooms/41117147,"4,69",Thành phố Đà Lạt,13,11.95839,108.42795,REGULAR,,% {dis_t Homestay - Giường cỡ Queen tiêu chuẩn,private_room,13,False,,/ đêm,,,2.0,,,True,True,True,True,True,True,False,False,True,True,3,,True,,,,,,,,True,,,,,,,,,,,,,,,,,,
47326774,https://www.airbnb.com.vn/rooms/47326774,"4,85",Thành phố Đà Lạt,9,11.93058,108.43493,REGULAR,,Phòng Deluxe có bồn tắm/TV thông minh - ARATANA,private_room,27,False,,/ đêm,,,2.0,,True,True,True,True,,,,False,False,True,True,2,,True,,False,,True,,,,,,True,,,,,,,,,,,,,,,,
37107287,https://www.airbnb.com.vn/rooms/37107287,"4,92",Tân Phú,12,11.42264,107.42894,REGULAR,,Sống cùng gia đình bản xứ cầu Cát Tiên (Phòng ngủ 1),private_room,13,False,,/ đêm,268.177,₫268.177,2.0,,,,True,,True,,,False,False,,,,,,,,,,,,,,,,,,,,True,,,,,True,,,,,,
889656152047428503,https://www.airbnb.com.vn/rooms/889656152047428503,,tt. Di Linh,14,11.58017,108.05215,REGULAR,,Kisshouse coffee and glamping,private_room,,False,,/ đêm,,,16.0,True,,,True,True,True,,,False,False,,,,True,,True,,,True,,,,,,,,,,,,,,,,,,,,,,
817212036990332976,https://www.airbnb.com.vn/rooms/817212036990332976,"5,0",Thành phố Đà Lạt,14,11.94302,108.45008,REGULAR,,Căn hộ Duplex rộng rãi có ban công riêng,private_room,3,False,,/ đêm,971.365,₫971.365,3.0,,,True,True,True,,True,,False,False,False,True,3,,True,,False,,True,,,,,,,,True,,,,,,,,,,,,,,
854626412995187171,https://www.airbnb.com.vn/rooms/854626412995187171,,Thành phố Đà Lạt,13,11.95420135934173,108.44652978215484,REGULAR,,WhammyHouse_Phòng Tiêu chuẩn Giường Đôi,private_room,,False,,/ đêm,410.824,₫410.824,2.0,True,,True,True,True,,,True,False,False,,,,,,True,,,,,,,,True,,,,,,,,,,,,,,,,,
585203467674127301,https://www.airbnb.com.vn/rooms/585203467674127301,"4,8",Thành phố Đà Lạt,29,11.932497024536133,108.44703674316406,REGULAR,,Toàn bộ studio có nhà bếp - HYGGE Đà Lạt,private_room,15,False,,/ đêm,1.200,₫1.200.000,4.0,True,True,,True,True,,,True,,,,,,,True,True,,,True,True,,,,,,,,,,,,,,,,,,,,,
772158225621754002,https://www.airbnb.com.vn/rooms/772158225621754002,"5,0",Thành phố Đà Lạt,30,11.936568777948306,108.44118377976227,REGULAR,,MOON Homestay - Đà Lạt trong mắt bạn!,private_room,7,False,,/ đêm,912.942,₫912.942,2.0,True,,,True,True,,,True,False,False,,,,,,True,,,True,,,,,True,,True,,,,,,,,,,,,,,,
704828762802485541,https://www.airbnb.com.vn/rooms/704828762802485541,"4,91",Thành phố Đà Lạt,30,11.9412665,108.4307891,REGULAR,,1 phòng ngủ ấm áp tại trung tâm thành phố Đà Lạt,entire_home,33,False,,/ đêm,636.777,₫636.777,2.0,,,True,True,True,True,,True,False,False,,,,,,,,,True,,True,,,,,,,,,,,,,,,,,True,,,
700346384369841369,https://www.airbnb.com.vn/rooms/700346384369841369,,Lâm Hà,30,11.89471,108.315,REGULAR,,#Summercall #IntoWild #PhuongMinhFarm2 #Glamping2,private_room,2,False,,/ đêm,706.079,₫706.079,2.0,,,True,True,True,True,True,,False,False,True,True,7,True,,,False,,True,,,,,,,,,,,,,,,,,,,,,,
824118043372607803,https://www.airbnb.com.vn/rooms/824118043372607803,,Bảo Lâm,25,11.657231385341673,107.93346867228176,REGULAR,,Thỏ Non Garden Mobihome - BBQ and more - 01A,entire_home,,False,,/ đêm,798.824,₫798.824,4.0,,,True,,True,,,,False,False,,,,True,,,,,True,,,,,,,,,True,True,,,,,,,,,,,,
847712873773500387,https://www.airbnb.com.vn/rooms/847712873773500387,"5,0",Thành phố Đà Lạt,10,11.9402117,108.4340667,REGULAR,,Cùng nhau là nhà 101 ban công,private_room,4,False,,/ đêm,456.471,₫456.471,2.0,,True,True,True,True,,,,,False,False,True,1,,True,True,,,True,,,,True,,,,,,,,,,,,,,,,,,
891917689691296652,https://www.airbnb.com.vn/rooms/891917689691296652,,Thành phố Đà Lạt,28,11.94145,108.48111,REGULAR,,Tuệ Mẫn,private_room,,False,,/ đêm,,,2.0,,,True,True,True,True,True,,False,False,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,
43571339,https://www.airbnb.com.vn/rooms/43571339,"4,78",Thành phố Đà Lạt,17,11.94093,108.43471,REGULAR,,Lan Anh Fluffy xin chào và chào mừng 4,private_room,37,False,,/ đêm,401.495,₫401.495,2.0,,,True,True,True,,,,False,,False,True,4,,True,,,,,True,True,True,True,,,True,,,,,,,,,,,,,,,
47325561,https://www.airbnb.com.vn/rooms/47325561,"4,83",Thành phố Đà Lạt,12,11.93058,108.43493,REGULAR,,Phòng Deluxe tầng cao với tầm nhìn ra thung LŨNG - ARATANA,private_room,35,False,,/ đêm,,,2.0,True,True,,True,True,,,True,False,False,True,True,2,,,,,,True,,,,True,,,,,,,,,,,,,,,,,,
28505799,https://www.airbnb.com.vn/rooms/28505799,"4,9",Thành phố Đà Lạt,8,11.94429,108.43433,REGULAR,,Hiver - Căn hộ Studio trần gỗ ấm áp tại Trung tâm,entire_home,162,False,,/ đêm,483.786,₫483.786,2.0,,,True,True,,,True,,False,False,,,,,True,True,,,True,,True,True,,,,,,,,,,,,,,,,,,,
879605792158071290,https://www.airbnb.com.vn/rooms/879605792158071290,,Thành phố Đà Lạt,21,11.94253,108.4262,REGULAR,,Duplex Aprt For 4 people at Dalat Center,entire_home,,False,,/ đêm,,,4.0,,,True,True,True,True,,True,False,False,,,,,True,True,,,True,,,,,,,,,,,,,,,,,,,,,,
29603483,https://www.airbnb.com.vn/rooms/29603483,"4,68",Thành phố Đà Lạt,11,11.94069,108.45615,REGULAR,,TOUTPETIT MINI HOUSE 3 (phòng 2 người),private_room,25,False,,/ đêm,399.412,₫399.412,2.0,True,,,True,True,,,True,False,False,False,True,5,,,,False,,,,True,,,,,,,,,,,,,,,,,,,,
660735885844311250,https://www.airbnb.com.vn/rooms/660735885844311250,"5,0",Thành phố Đà Lạt,18,11.9809094,108.4012973,REGULAR,,Biệt thự trên một trang trại 5 mẫu Anh đối diện với đồi Đa Phú,entire_home,10,False,,/ đêm,838.657,₫838.657,4.0,True,,True,True,True,,True,,False,,,,,,,True,,,True,,,,,True,,,True,,,,,,,,,,,,,,
604171365569585977,https://www.airbnb.com.vn/rooms/604171365569585977,,Bảo Lâm District,9,11.54764,107.90026,REGULAR,,Bungalow vui tươi có chỗ đỗ xe miễn phí tại nơi ở,entire_home,,False,,/ đêm,,,4.0,,,True,True,True,True,True,True,False,False,,,,,True,True,,,,,,,,,,,,,,,,,,,,,,,,,
884632132018069469,https://www.airbnb.com.vn/rooms/884632132018069469,,Thành phố Đà Lạt,17,11.943,108.51653,REGULAR,,Yolo Wooden House,entire_home,,False,,/ đêm,,,16.0,,,True,True,True,True,True,,False,False,,,,,,True,,,,,,,,,,,,,True,,,,,,,,,,,,
785739128662536477,https://www.airbnb.com.vn/rooms/785739128662536477,"5,0",Thành phố Đà Lạt,30,11.942162183066754,108.42825550585985,REGULAR,,Mộc Thạch Nguyên Căn 2,entire_home,8,False,,/ đêm,,,10.0,,,True,True,True,,True,True,False,False,,,,,True,,,,True,,,,,True,,,,,,,,,,,,,,,,,
867062850158274874,https://www.airbnb.com.vn/rooms/867062850158274874,,Thành phố Đà Lạt,8,11.93268,108.51525,REGULAR,,phòng gia đình săn mây,entire_home,,False,,/ đêm,,,4.0,,,True,True,True,,True,,False,False,,,,,True,True,,,True,,,,,,True,,,,,,,,,,,,,,,,
844698182640216897,https://www.airbnb.com.vn/rooms/844698182640216897,"4,6",Thành phố Đà Lạt,15,11.94975,108.4312,REGULAR,,Sweet Downtown Home,entire_home,5,False,,/ đêm,1.118,₫1.118.354,5.0,,,True,True,True,,True,,False,False,,,,,True,True,,,True,,,,,,True,,,,,,,,,,,,,,,,
892385876090094871,https://www.airbnb.com.vn/rooms/892385876090094871,,Thành phố Đà Lạt,17,11.9478,108.47464,REGULAR,,Phòng gỗ ban công view vườn rau,private_room,,False,,/ đêm,,,2.0,,,True,True,True,True,True,True,False,False,,,,,,True,,,True,,,,,,,,,,,,,,,,,,,,,,
824116018543249498,https://www.airbnb.com.vn/rooms/824116018543249498,,Bảo Lâm,28,11.65742787329886,107.93329639247196,REGULAR,,Thỏ Non Garden with lakeview - BBQ and more - 02A,entire_home,,False,,/ đêm,2.314,₫2.314.272,10.0,,,True,,True,,,True,False,False,,,,True,True,,,,True,,,,,,,,,True,True,,,,,,,,,,,,
810081759647504218,https://www.airbnb.com.vn/rooms/810081759647504218,,Gia Nghĩa,25,11.922234250417958,107.84026969224215,REGULAR,,Tầm nhìn quang cảnh giường cỡ King của gia đình,entire_home,,False,,/ đêm,2.154,₫2.154.428,6.0,,True,True,True,True,,True,,False,False,,,,,True,,,,True,,,,,,,,,True,,,,,,,,,,,,,
22179410,https://www.airbnb.com.vn/rooms/22179410,"4,88",Thành phố Đà Lạt,30,11.94724,108.44018,REGULAR,,Nhà Maxim Đà Lạt,private_room,126,False,,/ đêm,,,2.0,,,,True,True,,True,,,,,,,True,True,,,,,True,True,,,,,True,True,,,,,,,,,,,,True,,
19838171,https://www.airbnb.com.vn/rooms/19838171,"4,69",Thành phố Đà Lạt,6,11.93881,108.46388,REGULAR,,Phòng tắm nắng của Jen,private_room,49,False,,/ đêm,538.523,₫538.523,2.0,True,True,,True,True,,,,False,False,True,True,7,,,,,,True,,,,True,,,True,,,,,,,,,,,,,,,
817370387303500936,https://www.airbnb.com.vn/rooms/817370387303500936,"5,0",Thành phố Đà Lạt,10,11.94239,108.4492,REGULAR,,Skyview Attic Hideaway - Nhà Yersin,private_room,4,False,,/ đêm,600.000,₫600.000,2.0,,,True,True,True,,True,,False,False,False,True,3,,,,,,,,True,True,True,,,,,,,,,,,,,,,,,True,
752008401828137879,https://www.airbnb.com.vn/rooms/752008401828137879,"5,0",Thành phố Đà Lạt,30,11.94919,108.43098,REGULAR,,Domaine de Marie Oldhouse-MountainView with Garden,entire_home,6,False,,/ đêm,1.225,₫1.225.172,4.0,,,True,True,True,,True,,,False,,,,,True,,,,True,,,,,,,,,,True,,,,,,,,,,,,
884281790241587329,https://www.airbnb.com.vn/rooms/884281790241587329,,Thành phố Đà Lạt,5,11.9403938,108.4351927,REGULAR,,Single Room-City View-Balcony,private_room,,False,,/ đêm,,,2.0,,,,True,True,,,True,False,False,,,,True,True,True,,,True,,,,,,,True,,,,,,,,,,,,,,,
41653569,https://www.airbnb.com.vn/rooms/41653569,,Đà Lạt,18,11.92839,108.46559,REGULAR,,Dalat Nho Ai Mini Homestay,entire_home,,False,,/ đêm,562.089,₫562.089,5.0,,,,True,,,,,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43885419,https://www.airbnb.com.vn/rooms/43885419,"4,85",Thành phố Đà Lạt,21,11.93275,108.46396,REGULAR,,Mườiba ơi,entire_home,33,False,,/ đêm,,,2.0,,,True,True,True,True,,True,False,False,,,,,True,,,,True,,True,,,,,,,,,,,,,,,,,,,,
46250921,https://www.airbnb.com.vn/rooms/46250921,"4,81",Thành phố Đà Lạt,11,11.93762,108.43301,REGULAR,,MAYMAY*Bright Window Studio*5' đến Hồ Xuân Hương,private_room,21,False,,/ đêm,,,2.0,,,True,True,True,,True,,,,True,True,2,,True,,,,,,True,True,True,,,,True,,,,,,,,,,,,True,,
45105089,https://www.airbnb.com.vn/rooms/45105089,"4,84",,25,11.96884,108.42729,REGULAR,,Nơi ẩn náu trong nhà Tinghouse,entire_home,25,False,,/ đêm,1.711,₫1.711.766,8.0,True,,True,True,True,True,,True,False,False,,,,,,,,,True,,True,,,,,,,,,,,,,,,,,,,,
824288048542866105,https://www.airbnb.com.vn/rooms/824288048542866105,"4,9",Thành phố Đà Lạt,30,11.9440356,108.4352928,REGULAR,,Cozy quiet center entire home w local experience,entire_home,10,False,,/ đêm,,,5.0,,,True,True,True,,,True,False,False,,,,,,,,,True,,True,True,,,,,True,,,,,,,,,,,,,,
41996410,https://www.airbnb.com.vn/rooms/41996410,"4,66",Thành phố Đà Lạt,30,11.94252,108.43408,REGULAR,,Mr. Home (nhacuathovananh ),entire_home,47,False,,/ đêm,1.123,₫1.123.059,10.0,True,,True,True,True,,True,True,False,,,,,,True,,,,True,,True,,,,,,,,,,,,,,,,,,,,
827924383947872948,https://www.airbnb.com.vn/rooms/827924383947872948,,Thành phố Đà Lạt,9,11.95436,108.49223,REGULAR,,Ríu Rít_Phòng 2 khách cửa sổ lớn,private_room,,False,,/ đêm,627.647,₫627.647,2.0,,,True,True,True,,,,False,False,False,True,,,,,,,True,,,,True,,,,,,,,,,,,,,,,,,
36617566,https://www.airbnb.com.vn/rooms/36617566,"4,83",Tân Phú,30,11.42551,107.43367,REGULAR,,Gibbon hát tại nhà,private_room,12,False,,/ đêm,399.412,₫399.412,2.0,True,True,True,True,True,True,,,False,False,,,,,,,,,True,,,,,,,,,,,,True,,,,,,,,,,
41940230,https://www.airbnb.com.vn/rooms/41940230,,Thành phố Đà Lạt,29,11.9576856,108.4286324,REGULAR,,Phòng cà rốt,private_room,,False,,/ đêm,268.215,₫268.215,2.0,,,True,True,True,True,True,,False,False,False,True,,,True,,,,True,,,,True,,,,,,,,,,,,,,,,,,
864384634948495848,https://www.airbnb.com.vn/rooms/864384634948495848,,Thành phố Đà Lạt,20,11.95502,108.43266,REGULAR,,Caméllia - Mùa Hoa Trà,entire_home,,False,,/ đêm,2.514,₫2.514.825,8.0,,,True,True,True,True,True,,False,False,,,,,,,,,True,,,,,True,,,True,,,,,,,,,,,,,,
727903687424789915,https://www.airbnb.com.vn/rooms/727903687424789915,"5,0",Thành phố Đà Lạt,30,11.940833632710154,108.51488657129327,REGULAR,,Căn villa view panaroma với không gian thơ mộng,private_room,7,False,,/ đêm,,,2.0,,True,True,True,True,,,,False,False,False,True,6,,True,,False,,True,,,,,,,,,,,,,,,,,,,,,,
887197699141243283,https://www.airbnb.com.vn/rooms/887197699141243283,,Thành phố Đà Lạt,15,11.93365,108.4309,REGULAR,,Balcony Bedroom -  Villa Năm Mười Mười Lăm Dalat,private_room,,False,,/ đêm,,,2.0,True,True,True,True,True,,,,False,False,,,,,,True,,,True,,,,,,True,,,,,,,,,,,,,,,,
34386086,https://www.airbnb.com.vn/rooms/34386086,"4,72",Thành phố Đà Lạt,30,11.92152,108.43631,REGULAR,,The Barn Home Farm - Valley Private Room 1,private_room,18,False,,/ đêm,770.294,₫770.294,3.0,True,True,True,True,True,,,,False,False,True,True,5,,,,,,,,True,,True,,,,,,,,,,,,,,,,,,
815516368820181027,https://www.airbnb.com.vn/rooms/815516368820181027,"4,83",Thành phố Đà Lạt,30,11.938331987123426,108.43782854232786,REGULAR,,căn hộ cho thuê,entire_home,12,False,,/ đêm,,,6.0,True,,True,True,True,True,,,False,False,,,,,True,True,,,True,,,,,,,,,,,,,,,,,,,,,,
43667851,https://www.airbnb.com.vn/rooms/43667851,"4,59",Thành phố Đà Lạt,20,11.93938,108.43356,REGULAR,,Lan ANH Fluffyoms máy chủ,private_room,37,False,,/ đêm,,,2.0,,,True,True,True,,,,False,,False,True,4,,True,,,,,True,True,True,True,,,True,,,,,,,,,,,,,,,
35256677,https://www.airbnb.com.vn/rooms/35256677,"4,93",Thành phố Đà Lạt,5,11.93983,108.4317,REGULAR,,"Homey - Feels like home
1 Queen bed",private_room,14,False,,/ đêm,456.471,₫456.471,2.0,,,True,True,True,,,,False,False,False,True,4,,True,,False,,,,True,True,,,,,,,,,,,,,,,,,,,
881006270217811952,https://www.airbnb.com.vn/rooms/881006270217811952,,Thành phố Đà Lạt,18,11.934057675476769,108.43390457332134,REGULAR,,Apartment for Family & Group,entire_home,,False,,/ đêm,,,4.0,,,True,True,True,,True,,False,False,,,,,True,,,,True,True,,,,True,,,,,,,,,,,,,,,,,
855301821400335696,https://www.airbnb.com.vn/rooms/855301821400335696,,Thành phố Đà Lạt,19,11.92896,108.43687,REGULAR,,Lémon - Mùa Chanh Vànggg,entire_home,,False,,/ đêm,,,6.0,,True,True,True,True,True,True,,False,False,,,,,,,,,,,,,,True,,,True,,,,,,,,,,,,,,
859049922782924424,https://www.airbnb.com.vn/rooms/859049922782924424,,Thành phố Đà Lạt,17,11.97987,108.45583,REGULAR,,Khách sạn nằm giữa rừng thông,private_room,,False,,/ đêm,,,16.0,,,,True,True,True,True,,False,False,,,,,True,True,,,,,,,,,,,,,True,True,,,,,,,,,,,
876746147111271703,https://www.airbnb.com.vn/rooms/876746147111271703,,Thành phố Đà Lạt,30,11.954188838366127,108.4695220846558,REGULAR,,Căn hộ Đà Lạt cho thuê HT Dallas,entire_home,,False,,/ đêm,,,6.0,,,True,True,True,,True,,False,False,,,,,True,True,,,True,,,,,,,,,,,,,,,,,,,,,,
881557947578903855,https://www.airbnb.com.vn/rooms/881557947578903855,,Thành phố Đà Lạt,14,11.945884193422945,108.43451511114836,REGULAR,,Nhà gỗ nguyên căn trung tâm TP,entire_home,,False,,/ đêm,,,3.0,,,True,True,,,,,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43403451,https://www.airbnb.com.vn/rooms/43403451,"4,76",Thành phố Đà Lạt,16,11.93937,108.43408,REGULAR,,Lan Anh Relax House,private_room,50,False,,/ đêm,401.495,₫401.495,2.0,,,True,True,True,,,,False,,False,True,4,,True,,,,,True,True,True,True,,,True,,,,,,,,,,,,,,,
833953761618971170,https://www.airbnb.com.vn/rooms/833953761618971170,,Thành phố Đà Lạt,26,11.928928807891708,108.43038186969757,REGULAR,,-20% Amazing Valley View~Garden Villa #BBQ+Bãi đỗ xe,entire_home,,False,,/ đêm,,,12.0,True,,True,True,True,True,,,False,False,,,,True,,True,,,True,,,,,,,,,,,,,,,,,,,,,,
557413287577224798,https://www.airbnb.com.vn/rooms/557413287577224798,"4,84",Thành phố Đà Lạt,11,11.93149,108.44973,REGULAR,,Căn phòng ấm áp dưới thung lũng,private_room,19,False,,/ đêm,684.706,₫684.706,2.0,True,True,True,True,True,,,,False,False,True,False,1,,,,,,True,,,,True,,True,,,,,,,,,,,,,,,,
47985066,https://www.airbnb.com.vn/rooms/47985066,"4,55",Thành phố Đà Lạt,16,11.944403648376465,108.43323516845703,REGULAR,,Đêm tối ở trung tâm Đà Lạt,entire_home,42,False,,/ đêm,,,2.0,,,True,True,True,,,True,False,False,,,,,True,True,,,,,True,,,,,True,,,,,,,,,,,,,,,
846117329861177772,https://www.airbnb.com.vn/rooms/846117329861177772,,Thành phố Đà Lạt,30,12.003857137651226,108.35840799498384,REGULAR,,FREE 15% 𝐏𝐞𝐚𝐟𝐮𝐥 𝐏𝐥𝐚𝐜𝐞 𝐅𝐨𝐫 𝐑𝐞𝐥𝐚𝐱𝐢𝐧𝐠,entire_home,,False,,/ đêm,,,4.0,,True,True,True,True,True,True,,False,False,,,,,,,,,True,,,,,,,,,,,,,,True,,,,,,,,
47519028,https://www.airbnb.com.vn/rooms/47519028,"4,92",Thành phố Đà Lạt,22,11.95073,108.42352,REGULAR,,Kimi Uchi Home,entire_home,12,False,,/ đêm,1.261,₫1.261.548,10.0,,,True,True,True,True,True,True,False,False,,,,,True,,,,True,,,,,,,,,,,,,,,,,,,,,,
22765849,https://www.airbnb.com.vn/rooms/22765849,"4,84",Thành phố Đà Lạt,30,11.92242,108.43557,REGULAR,,"Farm 'ily - nhà nghỉ nông trại tại thành phố Đà Lạt, tầm nhìn đẹp",entire_home,146,False,,/ đêm,788.824,₫788.824,4.0,True,,,True,True,,,True,False,False,,,,,,,,,,,True,,,,,,,,,,,True,,,,,,,,,
54375038,https://www.airbnb.com.vn/rooms/54375038,"5,0",Di Linh,30,11.64993,108.11464,REGULAR,,Hilltop Valley Bungalow Di Linh- Garden Hill,entire_home,3,False,,/ đêm,1.198,₫1.198.236,2.0,,True,True,True,True,,True,,False,False,,,,True,True,,,,,,,,,,,,True,,,,,,,,,,,,,,
879274178489928320,https://www.airbnb.com.vn/rooms/879274178489928320,,Thành phố Đà Lạt,17,11.93276,108.42477,REGULAR,,"P025. Đà Lạt, phòng ngắm hoàng hôn",private_room,,False,,/ đêm,,,2.0,,,True,True,True,,,,False,False,False,True,,,,True,,,,,True,,True,,,,,,,,,,,,,,,,,,
45168975,https://www.airbnb.com.vn/rooms/45168975,"4,94",Thành phố Đà Lạt,9,11.94166,108.42781,REGULAR,,"Mộc Thạch hostel đà lạt , phòng xám 4 người",private_room,16,False,,/ đêm,604.824,₫604.824,4.0,,,True,True,True,,True,,False,False,True,True,3,,True,True,,,True,,,,True,,,,,,,,,,,,,,,,,,
740179380957288950,https://www.airbnb.com.vn/rooms/740179380957288950,,Thành phố Đà Lạt,30,11.870612565819483,108.55635749076505,REGULAR,,Healing Retreat Dalat Glamping Tent 1,private_room,,False,,/ đêm,1.145,₫1.145.412,2.0,True,True,True,True,True,True,True,,False,False,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,
42884736,https://www.airbnb.com.vn/rooms/42884736,"4,38",Thành phố Đà Lạt,30,11.92326,108.44321,REGULAR,,hai ❤ ngọn núi thân thiện [[vi]] 9968; 👍bếp nhìn thung lũng🍽,entire_home,29,False,,/ đêm,726.930,₫726.930,2.0,,True,True,True,True,True,True,True,,,,,,,True,,,,,,,,,,,,,True,,,,,,,,,,,,,
632987014588208813,https://www.airbnb.com.vn/rooms/632987014588208813,"4,93",Thành phố Đà Lạt,16,11.940563013228788,108.42790224047546,REGULAR,,Nguyệt Cầm Apartment - 01,private_room,14,False,,/ đêm,,,2.0,,,True,True,True,True,,,False,,,,,,True,True,,,True,,True,True,,,,,,,,,,,,,,,,,,,
833754998665996253,https://www.airbnb.com.vn/rooms/833754998665996253,,Thành phố Đà Lạt,21,11.93177,108.45446,REGULAR,,Phòng Mây ở Tara House,private_room,1,False,,/ đêm,479.294,₫479.294,1.0,,True,,True,True,,True,True,False,False,False,False,3,,,True,False,,,,,,,,,,True,,,,,,,,,,,,,,
851686256713312516,https://www.airbnb.com.vn/rooms/851686256713312516,,Thành phố Đà Lạt,30,11.9470402,108.4353823,REGULAR,,BIG PROMO! Tiến Thanh House to  Da Lat Market 750m,entire_home,,False,,/ đêm,,,15.0,,,True,True,True,,,True,False,False,,,,,True,True,,,True,,,,,True,,,,,,,,,,,,,,,,,
40856690,https://www.airbnb.com.vn/rooms/40856690,"4,83",Thành phố Đà Lạt,19,11.95512,108.43684,REGULAR,,Căn hộ DalatDVHome 3-3BR* Tầm nhìn ra thành phố dành cho gia đình,entire_home,66,False,,/ đêm,1.204,₫1.204.448,8.0,,,True,True,True,,True,True,False,False,,,,,True,,,,,,True,,,,,True,,,,,,,,,,,,,,,
865080366793032429,https://www.airbnb.com.vn/rooms/865080366793032429,,Thành phố Đà Lạt,14,11.96126,108.45231,REGULAR,,Bungalow w/ BBQ Garden,entire_home,,False,,/ đêm,,,6.0,True,,True,True,True,,True,True,False,False,,,,,True,True,,,,,,,,,,,,,,,,,,,,,,,,,
41460306,https://www.airbnb.com.vn/rooms/41460306,"4,83",Thành phố Đà Lạt,30,11.90155,108.45156,REGULAR,,hômnay homestay - phòng gác mái 2,private_room,30,False,,/ đêm,,,2.0,True,True,True,,True,,True,True,False,False,True,True,3,,,,,,,,,,True,,,,,,,,,,,,,,,,,,
875995689888206332,https://www.airbnb.com.vn/rooms/875995689888206332,,Thành phố Đà Lạt,27,11.923424362116956,108.4489581361413,REGULAR,,Lavita home nguyên căn 2 phòng ngủ,entire_home,,False,,/ đêm,,,6.0,,True,True,True,,,,,False,False,,,,,,True,,,True,,,,,,True,,,,,,,,,,,,True,,,,
887323434065632560,https://www.airbnb.com.vn/rooms/887323434065632560,,Thành phố Đà Lạt,20,11.94012,108.45857,REGULAR,,Phòng gỗ với ban công 3- Yên Vân Retreat Home,private_room,,False,,/ đêm,,,2.0,True,,,,,True,,True,False,False,,,,,,True,,,,,True,,,,,True,,,True,,,,,,,True,,,,,
