room_id,url,rating,city,contextualPicturesCount,lat,long,listingObjType,pdpUrlType,name,roomTypeCategory,reviewCount,canInstantBook,weeklyPriceFactor,structuredStayDisplayPrice,price,price_full,maxGuestCapacity,SYSTEM_FLOWER,SYSTEM_COOKING_BASICS,SYSTEM_WI_FI,SYSTEM_WORKSPACE,SYSTEM_MAPS_CAR_RENTAL,SYSTEM_SNOWFLAKE,SYSTEM_PATIO_BALCONY,SYSTEM_LUGGAGE_DROP,SYSTEM_NO_DETECTOR_CO2,SYSTEM_NO_DETECTOR_SMOKE,SYSTEM_TV,SYSTEM_WASHER,SYSTEM_SURVEILLANCE,isSuperHost,isVerified,yearHosting,SYSTEM_LOCK_ON_DOOR,SYSTEM_HAIRDRYER,SYSTEM_REFRIGERATOR,SYSTEM_PETS,SYSTEM_DRYER,SYSTEM_BREAKFAST,SYSTEM_NO_LOCK_ON_DOOR,SYSTEM_VIEW_OCEAN,SYSTEM_VIEW_MOUNTAIN,SYSTEM_POOL,SYSTEM_JACUZZI,SYSTEM_FIREPIT,SYSTEM_ELEVATOR,SYSTEM_FIREPLACE,SYSTEM_EV_CHARGER,SYSTEM_VIEW_CITY,SYSTEM_SMOKING_ALLOWED,SYSTEM_GYM
804161423890918409,https://www.airbnb.com.vn/rooms/804161423890918409,,Thành phố Buôn Ma Thuột,20,12.6836719,108.1107071,REGULAR,,Căn biệt thự 300 với view hồ,entire_home,,False,,/ đêm,1.685,₫1.685.334,9.0,,,True,True,True,True,,,False,False,,,True,,,,,,,True,True,,,True,,,,,,,,,,
718602994279886382,https://www.airbnb.com.vn/rooms/718602994279886382,,Thành phố Buôn Ma Thuột,30,12.71602,108.0596,REGULAR,,Homestay thư giãn và yên bình tại Buôn Ma Thuột,entire_home,,False,,/ đêm,1.141,₫1.141.177,4.0,,True,True,,True,True,True,,False,False,True,,True,,,,,,,,,,,,,,,True,,,,,,
650522965656746574,https://www.airbnb.com.vn/rooms/650522965656746574,,Thành phố Buôn Ma Thuột,12,12.691346363333015,108.0397428944707,REGULAR,,Gió Núi Garden - home stay thân thiện,private_room,,False,,/ đêm,399.412,₫399.412,2.0,,,,,,,,,False,False,,True,True,False,False,,,,,True,,,False,,,,,,,,,,True,True
40409491,https://www.airbnb.com.vn/rooms/40409491,,Đắk Sắk,1,12.42801,107.65649,REGULAR,,"Homestay and orchid farm, fishing lake",private_room,,False,,/ đêm,588.866,₫588.866,2.0,,True,True,,True,,,,False,False,True,True,,,,,,True,,True,,True,,,,,,,,,,,,
711711319496847241,https://www.airbnb.com.vn/rooms/711711319496847241,,Thành phố Buôn Ma Thuột,5,12.6687,108.0427,REGULAR,,Không gian độc đáo nhất ở phương Tây,private_room,,False,,/ đêm,421.094,₫421.094,5.0,,True,,True,,,,,False,False,,,,False,False,,,,,,,,False,,,,,True,,,,,,
45081184,https://www.airbnb.com.vn/rooms/45081184,,Đắk Sắk,13,12.42879,107.56921,REGULAR,,"""Đêm đầy sao""",private_room,,False,,/ đêm,542.059,₫542.059,3.0,,True,True,True,True,,,,False,False,True,True,,False,False,,True,,,True,,,,,,,,,,,,,,
41483465,https://www.airbnb.com.vn/rooms/41483465,,Thành phố Buôn Ma Thuột,17,12.6661,108.039597,REGULAR,,Phòng Blue: Ama Khê,shared_room,,False,,/ đêm,901.530,₫901.530,6.0,,,True,,True,True,,True,False,False,True,,,,,,,True,,True,,,,,,,,,,,,,True,
44483813,https://www.airbnb.com.vn/rooms/44483813,,Thành phố Buôn Ma Thuột,13,12.68783,108.03133,REGULAR,,Phòng 04- Cư M`Gar (HomeStay Vườn Pháp II),private_room,,False,,/ đêm,721.794,₫721.794,2.0,,,True,,True,True,,,False,False,True,,,,,,,True,,True,,True,,,,True,,,,,,,,
52950173,https://www.airbnb.com.vn/rooms/52950173,,Cư Suê,5,12.76245,108.07028,REGULAR,,"chỗ ngủ không cách âm/phòng nhỏ/ không điều hòa/ không nhà vệ sinh kiểu mới/không nóng lạnh/ tự giặt đồ bằng tay
😀ăn cơm với chủ nhà tính 50k/1 bữa",private_room,,False,,/ đêm,624.224,₫624.224,2.0,,,True,True,True,,,,False,False,,,,False,True,,,,,True,,,False,,,,,,,,,True,True,
45441301,https://www.airbnb.com.vn/rooms/45441301,,Thành phố Buôn Ma Thuột,30,12.68816,108.03149,REGULAR,,Nguyên Căn luxury Vip2(homestay Vuon Phap II),entire_home,,False,,/ đêm,2.624,₫2.624.707,4.0,,True,True,,,True,,,False,False,True,True,,,,,,,,True,,,,,,True,True,,,,,,,
773470988770033500,https://www.airbnb.com.vn/rooms/773470988770033500,,Thành phố Buôn Ma Thuột,19,12.669792,108.0460076,REGULAR,,Phòng 4: -2 Phòng ngủ Có nhà vệ sinh,entire_home,,False,,/ đêm,2.407,₫2.407.883,4.0,,True,True,True,True,,,,False,False,True,,True,,,,,,,True,,,,,,True,,,,,,,,
45126183,https://www.airbnb.com.vn/rooms/45126183,"5,0",Thành phố Buôn Ma Thuột,5,12.6661,108.039597,REGULAR,,Phòng luxury Hồ Eakao(homestay Vuon PhapI),shared_room,3,False,,/ đêm,970.001,₫970.001,6.0,,,True,,,True,,True,False,False,True,,,,,,,True,,True,,,,,,,,,,,,,True,
42461814,https://www.airbnb.com.vn/rooms/42461814,,Krông Pắc,30,12.71269,108.2883,REGULAR,,30 Sống cùng gia đình bản xứ [>thiên nhiên đan xen <],private_room,,False,,/ đêm,485.087,₫485.087,6.0,,True,True,,,,,,False,,,True,,False,False,,,True,,,,True,False,,,,,,,True,,,True,
773495968267448224,https://www.airbnb.com.vn/rooms/773495968267448224,,Thành phố Buôn Ma Thuột,19,12.669792,108.0460076,REGULAR,,Dorm 8 Giường có Toilet,entire_home,,False,,/ đêm,2.904,₫2.904.296,8.0,,,True,True,True,True,,,False,False,True,,True,,,,,,,True,,,,,,True,,,,,,,,
37220435,https://www.airbnb.com.vn/rooms/37220435,, Bình Thạnh,30,12.2266,107.66191,REGULAR,,CĂN HỘ CỦA TÔI TẠI MỐC 81 - TÒA NHÀ CAO NHẤT,hotel_room,,False,,/ đêm,1.617,₫1.617.849,4.0,,True,True,,True,,,,False,False,True,True,,,,,,,,,True,,,,,,True,,True,,,,,
773589230870904219,https://www.airbnb.com.vn/rooms/773589230870904219,,Thành phố Buôn Ma Thuột,11,12.669792,108.0460076,REGULAR,,Phòng gia đình 2: Tầm nhìn ra vườn.,entire_home,,False,,/ đêm,1.443,₫1.443.589,4.0,,True,True,True,True,,,,False,False,True,,True,,,,,,,True,,,,,,True,,,,,,,,
44483928,https://www.airbnb.com.vn/rooms/44483928,,Thành phố Buôn Ma Thuột,29,12.68803,108.03073,REGULAR,,Phòng 05- Ea H`Leo,private_room,,False,,/ đêm,1.115,₫1.115.501,3.0,True,,True,,True,True,,,False,False,True,,,,,,,,,True,,,,True,,True,,,,,,,,
45439959,https://www.airbnb.com.vn/rooms/45439959,,Thành phố Buôn Ma Thuột,24,12.68944,108.03115,REGULAR,,Phongng 06 Dorm Ea Kar (homestay Vuon PhapII),shared_room,,False,,/ đêm,1.181,₫1.181.118,6.0,,True,True,,True,True,,,False,False,True,,,,,,,True,,True,,,,,,True,,,,,,,,
24465994,https://www.airbnb.com.vn/rooms/24465994,,Thành phố Buôn Ma Thuột,8,12.65482,108.02323,REGULAR,,Người dân địa phương và văn hóa,private_room,,False,,/ đêm,268.177,₫268.177,4.0,,True,True,,True,,,,False,False,,,,False,False,,True,,,,,,,,,,,,,,,,True,
44482676,https://www.airbnb.com.vn/rooms/44482676,,Thành phố Buôn Ma Thuột,27,12.68791,108.02996,REGULAR,,Phòng 02- M`Đrắk (HomeStay Vườn Pháp II),private_room,,False,,/ đêm,1.115,₫1.115.501,4.0,,,True,,,True,,,False,False,True,,,,,,,True,,,,True,,,,True,,,,,,,,
773592155752021408,https://www.airbnb.com.vn/rooms/773592155752021408,,Thành phố Buôn Ma Thuột,11,12.669792,108.0460076,REGULAR,,Phòng gia đình 3: Có Bồn Tắm,entire_home,,False,,/ đêm,1.469,₫1.469.836,2.0,,,True,True,,True,,,False,False,True,,True,,,,,,,True,,,,,,True,True,,,,,,,
26753345,https://www.airbnb.com.vn/rooms/26753345,,Thành phố Trà Vinh,5,12.6175,107.99924,REGULAR,,Nhà cho thuê hàng tháng,private_room,,False,,/ đêm,582.012,₫582.012,2.0,,,True,,,True,,,False,False,,,True,,,,,,,,,,,,,,,,,,,,,
16695413,https://www.airbnb.com.vn/rooms/16695413,,Thị xã Buôn Hồ,10,12.97128,108.24613,REGULAR,,"Đắk Lắk Buôn Bồ, đi du lịch và homestay",entire_home,,False,,/ đêm,2.007,₫2.007.429,4.0,,True,True,,True,True,,,False,False,True,,,,,,,,,,,,,,,,,,,,,,True,
38569637,https://www.airbnb.com.vn/rooms/38569637,,Ea H'Leo,1,13.19561,108.20372,REGULAR,,"Come back to the nature
Family farm
Permaculture",shared_room,,False,,/ đêm,456.471,₫456.471,3.0,,True,,,,,,,False,False,,True,,,,,,,,True,,True,,,,,,,,,,,,
47128008,https://www.airbnb.com.vn/rooms/47128008,,Thành phố Buôn Ma Thuột,6,12.69239,108.05911,REGULAR,,Phòng cho thuê sang trọng,private_room,,False,,/ đêm,684.706,₫684.706,2.0,,,True,True,True,True,,,,,True,True,,,,,,True,,,True,True,,,,,,,,,,,,
40317078,https://www.airbnb.com.vn/rooms/40317078,,Thành phố Buôn Ma Thuột,8,12.65501,108.03101,REGULAR,,Nhà cho thuê theo ngày/ tháng,private_room,,False,,/ đêm,268.177,₫268.177,3.0,,True,True,,True,,,,False,False,,,,False,False,,True,,,,,,,,,,,,,,,,True,
773420004107296157,https://www.airbnb.com.vn/rooms/773420004107296157,,Thành phố Buôn Ma Thuột,7,12.669792,108.0460076,REGULAR,,Suite 2: Một Phòng Ngủ Có Bồn Tắm,entire_home,,False,,/ đêm,1.968,₫1.968.530,2.0,,True,True,True,True,,,,False,False,,,True,,,,,,,True,,,,,,True,True,,,,,,,
40212813,https://www.airbnb.com.vn/rooms/40212813,,,5,12.26356,107.60927,REGULAR,,DN || Vui vẻ,private_room,,False,,/ đêm,910.037,₫910.037,4.0,,,True,,,True,,,False,False,True,True,,False,False,,,,,True,True,True,False,,,,,,,,,,,
21626361,https://www.airbnb.com.vn/rooms/21626361,,,8,12.71183,108.22028,REGULAR,,Nhà mini!,entire_home,,False,,/ đêm,2.810,₫2.810.419,2.0,,,,,,,,,False,False,,,,,,,,,,,,,,,,,,,,,,,,
47247551,https://www.airbnb.com.vn/rooms/47247551,,Thành phố Buôn Ma Thuột,19,12.70781,108.0524,REGULAR,,Nhà truyền thống Ede,shared_room,,False,,/ đêm,,,4.0,,,True,True,True,,,,False,False,,,,,,,,True,,,,,,,,,,,,,,,,
21099376,https://www.airbnb.com.vn/rooms/21099376,,Đức Mạnh,13,12.46896,107.67554,REGULAR,,Xuân Hùng Đinh Apartment for rent in Đắk Nông,entire_home,,False,,/ đêm,910.037,₫910.037,5.0,,True,True,,True,True,,,,,True,True,,,,,,,,True,True,,,,,,,,True,True,,,,
30324831,https://www.airbnb.com.vn/rooms/30324831,,Thành phố Buôn Ma Thuột,3,12.62962,107.99774,REGULAR,,Single family home,private_room,,False,,/ đêm,342.353,₫342.353,16.0,,True,True,,True,True,,,False,False,True,True,,False,False,,,,,,,,False,,,,,,,,,,,
773386848949406607,https://www.airbnb.com.vn/rooms/773386848949406607,,Thành phố Buôn Ma Thuột,14,12.669792,108.0460076,REGULAR,,Suite 1: 3 Phòng Ngủ Có Bồn Tắm,private_room,,False,,/ đêm,3.377,₫3.377.884,6.0,,True,True,True,True,,,,False,False,,,True,False,True,,,,,,,,False,,,True,True,,,,,,,
22487484,https://www.airbnb.com.vn/rooms/22487484,,Ea Kar,17,12.73834,108.53949,REGULAR,,Xuân Trường - Một không gian sống ấm cúng và được thiết kế tốt,entire_home,,False,,/ đêm,1.418,₫1.418.599,4.0,,,True,,,True,,,,,True,,,,,,,True,,,,,,,,,,,,True,,,,
31196394,https://www.airbnb.com.vn/rooms/31196394,,Đắk Mil,28,12.45559,107.60708,REGULAR,,Vườn đá Lily,private_room,,False,,/ đêm,571.326,₫571.326,,,,,,,,,,,,,,,False,False,,,,,,,,,,,,,,,,,,,
45441118,https://www.airbnb.com.vn/rooms/45441118,,Thành phố Buôn Ma Thuột,30,12.68757,108.02943,REGULAR,,Nguyên căn VIP 3- Buôn Ma Thuột(homestay VP II),entire_home,,False,,/ đêm,2.624,₫2.624.707,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44523813,https://www.airbnb.com.vn/rooms/44523813,,Thành phố Buôn Ma Thuột,11,12.66695,108.03493,REGULAR,,Căn hộ ấm cúng này được trang bị đầy đủ tiện nghi để thưởng thức.,entire_home,,False,,/ đêm,321.194,₫321.194,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41009730,https://www.airbnb.com.vn/rooms/41009730,,Thành phố Buôn Ma Thuột,30,12.65932,108.02957,REGULAR,,Lâm Gia Homestay: an toàn số 1 và rẻ nhất Đăk Lăk,private_room,,False,,/ đêm,3.994,₫3.994.120,,,,,,,,,,,,,,,False,True,,,,,,,,,,,,,,,,,,,
773433500143374828,https://www.airbnb.com.vn/rooms/773433500143374828,,Thành phố Buôn Ma Thuột,20,12.669792,108.0460076,REGULAR,,Suite 3: 2 Phòng Ngủ Có Bồn Tắm,entire_home,,False,,/ đêm,3.377,₫3.377.884,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26786834,https://www.airbnb.com.vn/rooms/26786834,,Thành phố Buôn Ma Thuột,6,12.69736,108.05609,REGULAR,,Lan Anh Guesthouse,entire_home,,False,,/ đêm,1.932,₫1.932.235,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27007602,https://www.airbnb.com.vn/rooms/27007602,,Thành phố Buôn Ma Thuột,4,12.6818,108.04228,REGULAR,,Khách Sạn Duy Hoàng,entire_home,,False,,/ đêm,1.932,₫1.932.233,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
