room_id,url,rating,city,contextualPicturesCount,lat,long,listingObjType,pdpUrlType,name,roomTypeCategory,reviewCount,canInstantBook,weeklyPriceFactor,structuredStayDisplayPrice,price,price_full,maxGuestCapacity,SYSTEM_COOKING_BASICS,SYSTEM_WI_FI,SYSTEM_WORKSPACE,SYSTEM_MAPS_CAR_RENTAL,SYSTEM_PETS,SYSTEM_WASHER,SYSTEM_SNOWFLAKE,SYSTEM_SURVEILLANCE,SYSTEM_NO_DETECTOR_CO2,SYSTEM_NO_DETECTOR_SMOKE,SYSTEM_FLOWER,SYSTEM_VIEW_OCEAN,SYSTEM_TV,SYSTEM_DRYER,SYSTEM_BATHTUB,isSuperHost,isVerified,yearHosting,SYSTEM_JACUZZI,SYSTEM_NO_LOCK_ON_DOOR,SYSTEM_ELEVATOR,SYSTEM_LUGGAGE_DROP,SYSTEM_HAIRDRYER,SYSTEM_PATIO_BALCONY,SYSTEM_LOCK_ON_DOOR,SYSTEM_VIEW_CITY,SYSTEM_POOL,SYSTEM_CALENDAR,SYSTEM_SMOKING_ALLOWED,SYSTEM_EV_CHARGER,SYSTEM_REFRIGERATOR,SYSTEM_MICROWAVE,SYSTEM_BREAKFAST,SYSTEM_FIREPLACE
27676002,https://www.airbnb.com.vn/rooms/27676002,"4,5",Ninh Kiều,8,10.04505,105.78644,REGULAR,,"Studio đẹp ở trung tâm thành phố, cách chợ 3 phút",private_room,4,False,,/ đêm,456.471,₫456.471,2.0,,True,,True,,True,True,,False,False,,,True,True,,,,,,,,,True,,,,,,,,,,,True
31349234,https://www.airbnb.com.vn/rooms/31349234,"4,64",Ninh Kiều,30,10.03472,105.78379,REGULAR,,"Studio cổ điển có ban công, gần bến Ninh Kiều",private_room,14,False,,/ đêm,855.883,₫855.883,3.0,True,True,True,True,,True,,True,,,,True,True,True,,,,,True,,,,,,,,,,,,,,,
10214841,https://www.airbnb.com.vn/rooms/10214841,"4,83",Can Tho,30,10.0233,105.76993,REGULAR,,Phòng cửa sổ Spring House 28-1st,private_room,18,False,,/ đêm,285.294,₫285.294,1.0,True,True,True,True,True,,,,False,False,True,,,,,True,True,7,True,,,,,,True,,,,,,,,,
818384131363691903,https://www.airbnb.com.vn/rooms/818384131363691903,"5,0",Tân An,12,10.03372,105.78467,REGULAR,,Cần Thơ Home & Căn hộ 3,entire_home,3,False,,/ đêm,1.483,₫1.483.530,6.0,True,True,True,True,,True,True,,False,False,,,True,,,,,,,,,,,,,,,,,,,,,
43286221,https://www.airbnb.com.vn/rooms/43286221,,Ninh Kiều,5,10.03626,105.78956,REGULAR,,54 Homestay-001 - Bến Ninh Kiều,private_room,1,False,,/ đêm,399.412,₫399.412,4.0,True,True,,True,True,True,,,False,False,,,True,True,,False,True,5,,,,,,,True,,,,,,,,,
26734712,https://www.airbnb.com.vn/rooms/26734712,"3,75",Ninh Kiều,11,10.02501,105.77759,REGULAR,,Tunnie 's Nest,entire_home,4,False,,/ đêm,,,4.0,True,,,True,True,True,True,,False,False,,True,,,,,,,,,,,,,,,,,,,,,,
40405960,https://www.airbnb.com.vn/rooms/40405960,,An Phú,9,10.03335,105.77923,REGULAR,,Phòng tiêu chuẩn Adora,private_room,,False,,/ đêm,289.433,₫289.433,2.0,True,True,,True,,,True,,False,False,,,True,,,,,,,,,,True,,,,,,,,,,True,
762562941919129668,https://www.airbnb.com.vn/rooms/762562941919129668,,Ninh Kiều,7,10.0005907,105.7178717,REGULAR,,Cuộc sống địa phương ở Đồng bằng sông Cửu Long mộc mạc,private_room,,False,,/ đêm,890.000,₫890.000,4.0,True,True,,True,,,True,True,False,False,True,,True,,,False,True,,,False,,,,,,,,,,,,,,
40849001,https://www.airbnb.com.vn/rooms/40849001,,Bình Thủy,30,10.04972,105.75156,REGULAR,,"NẮNG XANH 2** * Khá đẹp, thiên nhiên, Không gian xanh **",private_room,1,False,,/ đêm,,,2.0,True,True,,True,,True,True,,False,False,True,,,,,False,True,3,,,,,,True,True,,,,,,,,,
802869822039130310,https://www.airbnb.com.vn/rooms/802869822039130310,,Ninh Kiều,8,10.0427471,105.7780643,REGULAR,,-20% Phòng cao cấp 2 giường @ Bãi đỗ xe MIỄN PHÍ ~Trung tâm,private_room,,False,,/ đêm,390.283,₫390.283,2.0,,True,,True,,,True,True,False,False,,,True,,,,,,,,True,True,True,,,,,,,,,,,
43343884,https://www.airbnb.com.vn/rooms/43343884,,Phong Điền,23,9.997336387634277,105.71234893798828,REGULAR,,Sống cùng gia đình bản xứ bên bờ sông dễ thương với cảnh hoàng hôn,private_room,1,False,,/ đêm,679.913,₫679.913,2.0,,True,,True,,,True,,False,False,True,True,True,,,False,True,4,,,,,,,True,,,,,,,,,
22850385,https://www.airbnb.com.vn/rooms/22850385,"4,97",,19,9.97614,105.71421,REGULAR,,"Eco ở lại Đồng bằng sông Cửu Long, một dòng sông nụ cười ít ai thấy.",private_room,68,False,,/ đêm,809.605,₫809.605,2.0,True,True,,True,,True,True,,False,,,True,,True,,,,,True,,,,,,,,True,,,,,,,
32508983,https://www.airbnb.com.vn/rooms/32508983,"4,79",Ninh Kiều,14,10.03442,105.78478,REGULAR,,MIDMOST Boutique BR6 - 5 phút đi bộ đến Ninh Kiều Quay,private_room,28,False,,/ đêm,513.910,₫513.910,2.0,,True,True,True,,,True,,False,False,,,True,,,,,,,,,True,True,,,,,,,,True,,,
32479487,https://www.airbnb.com.vn/rooms/32479487,"4,86",Ninh Kiều,14,10.03442,105.78478,REGULAR,,MIDMOST Boutique BR3 - 5 phút đi bộ đến Ninh Kiều Quay,private_room,21,False,,/ đêm,492.825,₫492.825,2.0,,True,True,True,,,True,,False,False,,,True,,,,,,,,,True,True,,,,,,,,True,,,
42783561,https://www.airbnb.com.vn/rooms/42783561,,Ninh Kiều,5,10.03411,105.78616,REGULAR,,54 homestay - 201- Bến Ninh Kiều,private_room,,False,,/ đêm,342.353,₫342.353,2.0,True,True,,True,True,True,True,,False,False,,,True,True,,,,,,,,,,,,,,,,,,,,
40811248,https://www.airbnb.com.vn/rooms/40811248,"3,67",Bình Thủy,30,10.04953,105.75127,REGULAR,,"NẮNG XANH 1*** Không gian xanh, Cây cối, Thiên nhiên **",private_room,3,False,,/ đêm,302.412,₫302.412,2.0,True,True,,True,True,True,,,False,False,True,,,,,False,True,3,,,,,,,True,,,,,True,,,,
45482601,https://www.airbnb.com.vn/rooms/45482601,"4,0",Cái Răng,13,10.01482,105.78496,REGULAR,,001-09homestay- Big C Cần Thơ,private_room,4,False,,/ đêm,490.706,₫490.706,4.0,True,True,,True,True,True,True,,False,False,,,True,True,,,,,,,,,,,,,,,,,,,,
803214401261894088,https://www.airbnb.com.vn/rooms/803214401261894088,,Ninh Kiều,10,10.0448876,105.785795,REGULAR,,Căn hộ trong homestay 50m2,private_room,,False,,/ đêm,821.647,₫821.647,6.0,True,True,True,True,True,True,,,False,False,,,True,True,,,,,,,,,,,,,,,,,,,,
39877173,https://www.airbnb.com.vn/rooms/39877173,"4,0",Cái Khế,23,10.05138,105.77464,REGULAR,,Phòng ấm cúng * Giá tốt tại Trung tâm thành phố * Vườn hoa lan,private_room,5,False,,/ đêm,257.450,₫257.450,3.0,,True,,True,,True,True,,,,True,,True,True,,False,True,3,,,True,,,True,True,,,,,,,,,
10823488,https://www.airbnb.com.vn/rooms/10823488,"4,79",Can Tho,24,10.02503,105.77064,REGULAR,,Phòng cửa sổ thứ 28-22 Spring House,private_room,14,False,,/ đêm,273.882,₫273.882,2.0,True,True,,True,True,True,,,False,False,,,True,,,True,True,7,True,,,,,,True,,,,,,,,,
39876969,https://www.airbnb.com.vn/rooms/39876969,,Ninh Kiều,29,10.055419691310837,105.77034616470337,REGULAR,,Phòng Sáng+Lớn * Chế độ xem tuyệt vời * Sống cùng gia đình bản xứ bằng phong lan,private_room,,False,,/ đêm,346.918,₫346.918,3.0,,True,,True,,True,True,,,,True,,True,True,,False,True,,,,True,,,True,True,,,,,,,,,
25356579,https://www.airbnb.com.vn/rooms/25356579,,Ninh Kiều,14,10.04527,105.77829,REGULAR,,103-08 Sống cùng gia đình bản xứ,private_room,2,False,,/ đêm,410.824,₫410.824,2.0,True,True,,True,,True,True,,False,False,,,True,True,,False,True,5,,,,,,,True,,,,,,,,,
21300057,https://www.airbnb.com.vn/rooms/21300057,"4,76",Cái Khế,30,10.04463,105.78344,REGULAR,,Sống cùng gia đình bản xứ mùa xuân mùa đông - Nhà mùa thu,private_room,21,False,,/ đêm,456.471,₫456.471,2.0,True,True,,True,True,True,,,False,False,,,True,True,,False,True,6,,,,,,,True,,,,,,,,,
872774838540038192,https://www.airbnb.com.vn/rooms/872774838540038192,,Thị xã Bình Minh,9,10.03272486291448,105.82672623425992,REGULAR,,Double Room in Pomelo Garden,private_room,,False,,/ đêm,,,,True,True,True,,,True,True,True,False,False,,True,,,,,,,,,,,,,,,,,,,,,,
33251255,https://www.airbnb.com.vn/rooms/33251255,"4,83",Ninh Kiều,30,10.03003,105.78469,REGULAR,,Phòng MAGNOLIA 's Deluxe @ BẾN NINH KIỀU,private_room,12,False,,/ đêm,860.000,₫860.000,2.0,,True,,True,,,True,True,False,,,,True,,,,,,,,True,True,True,,,,,,,,True,,,
831750130260754235,https://www.airbnb.com.vn/rooms/831750130260754235,,Ninh Kiều,14,10.019750787044405,105.76503351330757,REGULAR,,"home stay phòng rộng 40m, đủ tiện nghi",private_room,,False,,/ đêm,512.629,₫512.629,4.0,,True,True,,,,True,True,False,False,True,,True,,,,,,,,,True,True,,,,,,,,,,,
729397065192510830,https://www.airbnb.com.vn/rooms/729397065192510830,"5,0",An Bình,10,10.00555,105.73908,REGULAR,,"Phòng thoải mái, yên tĩnh",private_room,3,False,,/ đêm,,,2.0,True,True,True,True,True,,,True,False,False,,,,True,,True,True,7,,,,,,,True,,,,,,,,,
709128607162258894,https://www.airbnb.com.vn/rooms/709128607162258894,,Ninh Kiều,10,10.04347,105.78148,REGULAR,,Căn hộ trung tâm 7 - Quang cảnh ven sông trung tâm thành phố,private_room,2,False,,/ đêm,456.014,₫456.014,2.0,True,True,True,True,,,,True,False,False,,True,True,,,True,True,5,,,,,,,True,,,,,,,,,
878518520660367505,https://www.airbnb.com.vn/rooms/878518520660367505,,Ninh Kiều,6,10.02515,105.77409,REGULAR,,Phòng deluxe view cửa sổ trước,private_room,,False,,/ đêm,,,16.0,,True,True,True,,True,,True,False,False,,,True,,,,,,,,,,,,,,,,,,,,,
40824613,https://www.airbnb.com.vn/rooms/40824613,,Ninh Kiều,10,10.04759,105.77463,REGULAR,,Nội dung mới! Phòng kinh tế với cửa sổ 3 phút để tiếp thị@CanTho,private_room,,False,,/ đêm,369.412,₫369.412,2.0,True,True,,True,,,True,,False,False,,,True,,,False,False,,,,,,True,,True,,,,,,,,,
40902916,https://www.airbnb.com.vn/rooms/40902916,,Ninh Kiều,8,10.03706,105.78319,REGULAR,,"Chung cư SOKO 2 - trung tâm thành phố, 600m đến cầu cảng NKieu",private_room,1,False,,/ đêm,509.725,₫509.725,3.0,True,True,,True,,True,True,,False,False,,,True,,,True,True,5,,,,,,True,True,,,,,,,,,
814176858509903128,https://www.airbnb.com.vn/rooms/814176858509903128,,Ninh Kiều,19,10.023993342560146,105.77109094709158,REGULAR,,Sân tầng 28-3 của Spring House,private_room,,False,,/ đêm,342.445,₫342.445,1.0,True,True,True,True,True,True,,,False,False,,,True,,,True,True,,,,,,,,True,,,,,,,,,
27723104,https://www.airbnb.com.vn/rooms/27723104,"4,74",Ninh Kiều,19,10.03401,105.78526,REGULAR,,"Vượt qua Homestay, 5 phút đi bộ đến Ninh Kiều Quế",entire_home,105,False,,/ đêm,,,4.0,True,True,,True,,,True,,False,False,,,True,,,,,,,,,True,True,,,,,,,,True,,,
46118657,https://www.airbnb.com.vn/rooms/46118657,"5,0",Ninh Kiều,13,10.04872,105.75629,REGULAR,,"Đầy đủ tiện nghi, sạch sẽ, thân thiện, yên tĩnh.",private_room,6,False,,/ đêm,,,8.0,True,True,,True,,True,True,,False,,,,True,True,,,,,,,,,True,,,,,,True,,,,,
32632864,https://www.airbnb.com.vn/rooms/32632864,"4,82",Ninh Kiều,11,10.03442,105.78478,REGULAR,,MIDMOST Boutique BR5 - 5 phút đi bộ đến Ninh Kiều Quay,private_room,17,False,,/ đêm,688.130,₫688.130,4.0,,True,,True,,,True,,False,False,,,True,,,,,,,,,True,True,,,,,,,,True,True,,
708335008976373019,https://www.airbnb.com.vn/rooms/708335008976373019,,Ninh Kiều,12,10.0448876,105.785795,REGULAR,,Phở ng 50m2 - Homestay mùa xuân mùa đông 2 giường,private_room,2,False,,/ đêm,707.530,₫707.530,6.0,,True,True,True,True,,,True,False,False,,,True,,,False,True,6,,,,,,,True,True,,,,,,,,
37786910,https://www.airbnb.com.vn/rooms/37786910,,,30,10.00466537475586,105.71236419677734,REGULAR,,Phòng điều hòa không khí sống cùng gia đình bản xứ xinh đẹp chân thực bên dòng sông,private_room,,False,,/ đêm,690.706,₫690.706,2.0,,True,,True,True,,True,,False,False,True,True,True,,,,,,,,,,,,,,,,,,,,,
29356116,https://www.airbnb.com.vn/rooms/29356116,"4,8",Ninh Kiều,10,10.04638,105.77919,REGULAR,,102-08 Homestay,private_room,5,False,,/ đêm,365.177,₫365.177,2.0,True,True,,True,,True,True,,False,,,,True,True,,False,True,5,,False,,,True,,,,,,,,,,,
32828042,https://www.airbnb.com.vn/rooms/32828042,"4,78",Ninh Kiều,30,10.03212,105.78455,REGULAR,,MAGNOLIA 'S King Bed Studio @ Bến cảng Cần Thơ,entire_home,9,False,,/ đêm,1.270,₫1.270.000,2.0,,True,,True,,,True,True,False,,,,True,,,,,,,,True,True,True,,,,,,,,,True,,
878511313844721487,https://www.airbnb.com.vn/rooms/878511313844721487,,Ninh Kiều,4,10.02459,105.77392,REGULAR,,Miha Homestay (phòng deluxe),private_room,,False,,/ đêm,,,15.0,,True,,True,,True,True,True,False,False,,,True,,,False,True,,,,,,,,True,,,,,,,,,
43343940,https://www.airbnb.com.vn/rooms/43343940,,Phong Điền,30,9.997322082519531,105.71240997314453,REGULAR,,"Căn phòng ngọt ngào bên bờ sông, nhà ở ngắm hoàng hôn",private_room,,False,,/ đêm,664.804,₫664.804,2.0,,True,,True,True,,True,,False,False,True,True,True,,,,,,,,,,,,,,,,,,,,,
42671764,https://www.airbnb.com.vn/rooms/42671764,,An Thới,27,10.05903,105.75941,REGULAR,,Ho Nuoc 's House,private_room,,False,,/ đêm,,,5.0,True,,True,True,,True,True,,False,False,,,,,,False,False,,,False,,,,,,,,,,,,,,
555262207009104305,https://www.airbnb.com.vn/rooms/555262207009104305,,Ninh Kiều,6,10.0278,105.77815,REGULAR,,Hồng phòng,private_room,,False,,/ đêm,,,3.0,True,True,True,,True,True,True,True,False,False,,,,,,,,,,,,,,,,,,,,,True,,,
29468149,https://www.airbnb.com.vn/rooms/29468149,,Ninh Kiều,9,10.04625,105.77845,REGULAR,,203-08 Homestay,private_room,,False,,/ đêm,410.824,₫410.824,2.0,True,True,,,,True,True,,False,False,,,True,True,,,,,,,,,True,,,,,,True,,,,,
562452190103554980,https://www.airbnb.com.vn/rooms/562452190103554980,,Ninh Kiều,6,10.02776,105.77879,REGULAR,,Phòng Quạt tường,private_room,,False,,/ đêm,,,2.0,True,True,True,True,True,True,,,False,False,,,,,True,False,False,,,,,,,,True,,,,,,,,,
30097241,https://www.airbnb.com.vn/rooms/30097241,"4,75",Hưng Thạnh,23,10.01036,105.79043,REGULAR,,Love,private_room,4,False,,/ đêm,268.177,₫268.177,2.0,True,True,,True,True,True,True,,False,False,,,,,,,,,,,,,True,,,,,,,,,,True,
735162796357345743,https://www.airbnb.com.vn/rooms/735162796357345743,,Ninh Kiều,9,10.00565,105.7404,REGULAR,,Phòng trải nghiệm,shared_room,,False,,/ đêm,,,4.0,True,True,True,True,True,,,True,False,False,True,,,,,,,,,,,,,,,True,,,,,,,,
878562294192423495,https://www.airbnb.com.vn/rooms/878562294192423495,,Phước Thới,7,10.100238995466933,105.68632073700428,REGULAR,,Masawi Home,private_room,,False,,/ đêm,,,,True,True,,True,True,,,,False,False,True,True,,,,False,True,,,,,,,,True,,,,,,,,,
845497178828395562,https://www.airbnb.com.vn/rooms/845497178828395562,,Ninh Kiều,5,10.045604444634936,105.77872082591057,REGULAR,,"Khách sạn bình dân, sạch, đẹp",private_room,,False,,/ đêm,365.177,₫365.177,4.0,,True,,True,,,True,True,False,,,,True,,,,,,,,,,,,,,,,,,,,,
40903699,https://www.airbnb.com.vn/rooms/40903699,,Ninh Kiều,8,10.03665,105.78262,REGULAR,,"Chung cư SOKO 3 - trung tâm thành phố, cách cầu cảng NKiều 600m",private_room,2,False,,/ đêm,473.034,₫473.034,3.0,True,True,,True,,True,True,,False,False,,,True,,,True,True,5,,,,,,True,True,,,,,,,,,
41042102,https://www.airbnb.com.vn/rooms/41042102,"3,67",Cần Thơ,30,10.0353,105.77668,REGULAR,,ROSY 1 STUDIO CO ́ BAN CÔNG GÂ ̀ N KIỀU QUAY,private_room,3,False,,/ đêm,642.373,₫642.373,2.0,True,True,,True,,True,True,True,,False,,,True,,,,,,,,,,True,,,,,,,,,,,
45492929,https://www.airbnb.com.vn/rooms/45492929,,Phú Thứ,7,10.01507,105.78586,REGULAR,,101-09Homestay-Big C Cần Thơ,private_room,,False,,/ đêm,487.853,₫487.853,4.0,True,True,,True,True,True,True,,False,False,,,True,True,,,,,,,,,,,,,,,,,,,,
20781093,https://www.airbnb.com.vn/rooms/20781093,"4,5",Hưng Thạnh,12,10.01185,105.79082,REGULAR,,N&D Homestay - Phòng Đỏ,private_room,30,False,,/ đêm,280.000,₫280.000,2.0,,True,,,,,True,,False,False,,,,,,False,True,6,,False,,,True,,,,,,,,,,,
872059010176730243,https://www.airbnb.com.vn/rooms/872059010176730243,,Hưng Phú,23,10.0237117,105.7837306,REGULAR,,Nhà nghỉ Thành Đạt,private_room,,False,,/ đêm,285.294,₫285.294,10.0,,True,,True,,True,True,True,False,False,,,True,,,,,,,,,,,,,True,,,,,,,,
45497021,https://www.airbnb.com.vn/rooms/45497021,,Phú Thứ,9,10.01661,105.78484,REGULAR,,201-09homestay-Big C Cần Thơ,private_room,,False,,/ đêm,487.853,₫487.853,4.0,True,True,,True,True,True,True,,False,False,,,True,True,,,,,,,,,,,,,,,,,,,,
33800508,https://www.airbnb.com.vn/rooms/33800508,"4,72",Ninh Kiều,17,10.03951,105.78169,REGULAR,,Sống cùng gia đình bản xứ Scandi - scandi độc đáo ở trung tâm thành phố,entire_home,32,False,,/ đêm,912.542,₫912.542,6.0,True,True,,,True,,True,,False,False,,,True,,,,,,,,,True,True,,,,,,,,True,,,
47064302,https://www.airbnb.com.vn/rooms/47064302,,Ninh Kiều,7,10.04646,105.75784,REGULAR,,"Không gian cho bạn, thân thiên, yên tĩnh, ấm áp.",private_room,,False,,/ đêm,802.991,₫802.991,2.0,True,True,True,True,,,True,,False,,,,True,,,,,,,,,,True,,,,,,,,,,,
39827608,https://www.airbnb.com.vn/rooms/39827608,,Nhơn Nghĩa,30,9.96795,105.69776,REGULAR,,Mekong Daniel Resort (Bungalow6),entire_home,,False,,/ đêm,669.159,₫669.159,3.0,True,True,True,True,True,,,True,False,False,True,True,,,,,,,,,,,,,,,,,,,,,,
43313168,https://www.airbnb.com.vn/rooms/43313168,,An Phú,13,10.03394,105.77863,REGULAR,,Phòng đôi sang trọng với quang cảnh thành phố,private_room,,False,,/ đêm,373.808,₫373.808,2.0,True,True,,True,,,True,,,,,,True,,,,,,,,,,True,,,,,,True,,,,True,
564690517921976214,https://www.airbnb.com.vn/rooms/564690517921976214,,Ninh Kiều,9,10.05202,105.77473,REGULAR,,Nhà theo phong cách Đông Dương trong phòng đôi,private_room,,False,,/ đêm,581.999,₫581.999,2.0,True,True,True,True,,True,,True,False,False,True,,True,,,,,,,,,,,,,,,,,,,,,
547437320466283124,https://www.airbnb.com.vn/rooms/547437320466283124,,Ninh Kiều,5,10.04059,105.78451,REGULAR,,BR3 Dừng Homesta - Ninh Kiều Cần Thơ,private_room,,False,,/ đêm,570.589,₫570.589,2.0,,True,True,True,,True,True,True,False,False,,,True,,,,,,,,,,True,,,,,,,,,,,
40709613,https://www.airbnb.com.vn/rooms/40709613,,An Hòa,13,10.0463,105.77356,REGULAR,,Phòng sang trọng với ban công tầm nhìn đẹp ở Cần Thơ,private_room,2,False,,/ đêm,506.353,₫506.353,2.0,True,True,,True,,,True,,False,False,,,True,,,False,False,5,,,,,True,,True,,,,,,,,,
37433424,https://www.airbnb.com.vn/rooms/37433424,,Ninh Kiều,17,10.04301,105.77942,REGULAR,,Khach san Ngoc Nghi Hotel,private_room,,False,,/ đêm,268.177,₫268.177,15.0,,True,,,,,True,,False,,,,True,,,False,False,,,False,,,,,,,,,,,,,,
725717267582723349,https://www.airbnb.com.vn/rooms/725717267582723349,,Bình Thủy,5,10.06401,105.73811,REGULAR,,Phòng đôi VIP Deluxe - Mekong Siltecolodge,private_room,2,False,,/ đêm,1.882,₫1.882.942,2.0,,True,,True,,,True,,False,False,,,,,,False,False,5,,False,,,,,,,,,,,,,,
874328113227259107,https://www.airbnb.com.vn/rooms/874328113227259107,,Ninh Kiều,3,10.0256619,105.7744155,REGULAR,,MIHA Homestay (phòng deluxe view cửa sổ sau),private_room,,False,,/ đêm,,,16.0,,True,True,True,,True,,True,False,False,,,True,,,,,,,,,,,,,,,,,,,,,
43359944,https://www.airbnb.com.vn/rooms/43359944,,Phong Điền,14,9.997322082519531,105.7123794555664,REGULAR,,Phòng điều hòa đẹp ở bờ sông Cần Thơ,private_room,,False,,/ đêm,664.804,₫664.804,2.0,,True,,True,True,,,,False,False,True,True,True,,,False,True,,,,,,,,True,,,,,,,,,
33073531,https://www.airbnb.com.vn/rooms/33073531,"4,67",Ninh Kiều,30,10.03029,105.78423,REGULAR,,MAGNOLIA 'S Deluxe Family Studio @ Bến cảng Cần Thơ,entire_home,9,False,,/ đêm,1.270,₫1.270.000,3.0,,True,,True,,,True,True,False,,,,True,,,,,,,,True,True,True,,,,,,,,True,,,
45951810,https://www.airbnb.com.vn/rooms/45951810,,Phú Thứ,12,10.01648,105.78492,REGULAR,,102-09 Homestay- Big C Cần Thơ,private_room,,False,,/ đêm,308.118,₫308.118,2.0,True,True,,True,True,True,True,,False,False,,,True,True,,,,,,,,,,,,,,,,,,,,
43343811,https://www.airbnb.com.vn/rooms/43343811,,Phong Điền,30,9.997421264648438,105.71239471435547,REGULAR,,Sống cùng gia đình bản xứ bên bờ sông tuyệt vời với trải nghiệm độc đáo,private_room,,False,,/ đêm,690.706,₫690.706,2.0,,True,,,True,,True,,False,False,True,True,True,,,,,,,,,,,,,,,,,,,,True,
547463153275545728,https://www.airbnb.com.vn/rooms/547463153275545728,,Ninh Kiều,5,10.0406,105.78523,REGULAR,,BR5 Dừng Homestay - Ninh Kiều Cần Thơ,private_room,1,False,,/ đêm,570.589,₫570.589,2.0,,True,True,True,,True,True,True,False,False,,,True,,,True,True,5,,False,,,,,,,,,,,,,,
43343512,https://www.airbnb.com.vn/rooms/43343512,,Phong Điền,23,9.997203826904297,105.71237182617188,REGULAR,,Homestay 1 phòng ngủ yên bình gần sông,private_room,,False,,/ đêm,679.913,₫679.913,2.0,,True,,True,True,,,,False,False,True,True,True,,,,,,,,,,,,,,,,,,,,True,
42783344,https://www.airbnb.com.vn/rooms/42783344,,Ninh Kiều,4,10.03337,105.78642,REGULAR,,54 Homestay-101- Bến Ninh Kiều,private_room,,False,,/ đêm,342.353,₫342.353,2.0,True,True,,True,True,True,True,,False,False,,,True,True,,,,,,,,,,,,,,,,,,,,
29355416,https://www.airbnb.com.vn/rooms/29355416,,Cần Thơ,6,10.04512,105.77841,REGULAR,,101-08 Homestay,private_room,,False,,/ đêm,365.177,₫365.177,2.0,True,True,,True,,True,True,,False,,,,True,True,,False,True,,,False,,,True,,,,,,,,,,,
803540721112321934,https://www.airbnb.com.vn/rooms/803540721112321934,,Ninh Kiều,5,10.0297303,105.7846057,REGULAR,,-20% Phòng tiêu chuẩn giá rẻ ~ Bãi đỗ xe MIỄN PHÍ | Trung tâm,private_room,,False,,/ đêm,536.353,₫536.353,2.0,,True,True,True,,True,True,True,False,False,,,True,True,,,,,,,,,,,,,,,,,,,,
45533874,https://www.airbnb.com.vn/rooms/45533874,,Phú Thứ,9,10.01631,105.78539,REGULAR,,104-09Homestay- BigC Cần Thơ,private_room,,False,,/ đêm,376.588,₫376.588,2.0,True,True,,True,True,True,True,,False,False,,,True,True,,,,,,,,,,,,,,,,,,,,
39877028,https://www.airbnb.com.vn/rooms/39877028,,Cái Khế,27,10.05602,105.76982,REGULAR,,1 Giường Queen - Phòng ấm cúng và thoải mái * Nhà phong lan,private_room,,False,,/ đêm,314.394,₫314.394,3.0,,True,,True,,True,True,,,,True,,True,True,,False,True,,,,True,,,True,True,,,,,,,,,
43919981,https://www.airbnb.com.vn/rooms/43919981,,Ninh Kiều,17,10.04348,105.78099,REGULAR,,"trong trung tâm thành phố, gần Vincom , phố ăn uống",private_room,,False,,/ đêm,292.712,₫292.712,16.0,,True,,True,True,True,True,,False,False,,,True,,,,,,,,,,,,,,,,,,,,,
883885695999917644,https://www.airbnb.com.vn/rooms/883885695999917644,,Thường Thạnh,30,9.97675,105.76287,REGULAR,,Ann Village (Glamping),private_room,,False,,/ đêm,,,16.0,,True,True,True,,,,True,False,False,,True,,,,,,,,,,,,,,,,,,,,,,
878524717603384597,https://www.airbnb.com.vn/rooms/878524717603384597,,Ninh Kiều,5,10.02493,105.77547,REGULAR,,MIHA homestay (Phòng Deluxe gia đình),private_room,,False,,/ đêm,855.883,₫855.883,16.0,,True,True,True,,True,,True,False,False,,,True,,,False,True,,,,,,,,True,,,,,,,,,
873498855890238457,https://www.airbnb.com.vn/rooms/873498855890238457,,Phong Điền,15,9.9216255,105.8073554,REGULAR,,"Sạch sẽ, tiện nghi, thoáng mát",private_room,,False,,/ đêm,,,10.0,,True,,True,,,True,True,False,False,,,True,,,,,,,,,,,,,,,,,,,,,
39825503,https://www.airbnb.com.vn/rooms/39825503,,Nhơn Nghĩa,30,9.96958,105.69807,REGULAR,,Mekong Daniel Resort (Bungalow3),entire_home,,False,,/ đêm,,,2.0,True,True,True,True,True,,,,False,False,True,True,True,,,,,,,,,,,,,,,,,,,,,
45952176,https://www.airbnb.com.vn/rooms/45952176,,Cái Răng,15,10.01532,105.78689,REGULAR,,103-09 Homestay- Big C Cần Thơ,private_room,,False,,/ đêm,296.706,₫296.706,2.0,True,True,,True,True,True,True,,False,False,,,True,True,,,,,,,,,,,,,,,,,,,,
725070071211887574,https://www.airbnb.com.vn/rooms/725070071211887574,,Bình Thủy,5,10.06262,105.74005,REGULAR,,Nhà hàng Ecolodge ba tầng cao cấp -,private_room,,False,,/ đêm,1.597,₫1.597.648,3.0,,True,,True,,,True,,False,False,,,,,,,,,,,,,,,,,,,,,,,,
28267124,https://www.airbnb.com.vn/rooms/28267124,,Ninh Kiều,10,10.03319,105.7793,REGULAR,,khách sạn giá rẻ,private_room,,False,,/ đêm,365.177,₫365.177,2.0,,True,,True,,True,True,,False,False,,,True,,,,,,,,,,True,,,,,,,,,,,
28189121,https://www.airbnb.com.vn/rooms/28189121,,Hưng Phú,10,10.01488,105.7887,REGULAR,,Phòng gia đình - Nhà trọ Lidu - Cửa sổ,private_room,,False,,/ đêm,,,3.0,True,True,,True,,True,True,,False,False,,,,,,,,,,,,,,,,,,,,,,,,
