room_id,url,city,contextualPicturesCount,lat,long,listingObjType,pdpUrlType,name,roomTypeCategory,isSuperHost,isVerified,canInstantBook,weeklyPriceFactor,structuredStayDisplayPrice,maxGuestCapacity,SYSTEM_FLOWER,SYSTEM_VIEW_MOUNTAIN,SYSTEM_COOKING_BASICS,SYSTEM_WI_FI,SYSTEM_WORKSPACE,SYSTEM_MAPS_CAR_RENTAL,SYSTEM_SURVEILLANCE,SYSTEM_NO_LOCK_ON_DOOR,SYSTEM_NO_DETECTOR_CO2,SYSTEM_NO_DETECTOR_SMOKE,price,price_full,SYSTEM_VIEW_OCEAN,SYSTEM_JACUZZI,rating,reviewCount,SYSTEM_PETS,SYSTEM_TV,SYSTEM_PATIO_BALCONY,yearHosting,SYSTEM_LOCK_ON_DOOR,SYSTEM_SNOWFLAKE,SYSTEM_BREAKFAST,SYSTEM_WASHER,SYSTEM_SMOKING_ALLOWED,SYSTEM_HAIRDRYER,SYSTEM_DRYER,SYSTEM_POOL,SYSTEM_LUGGAGE_DROP,SYSTEM_CALENDAR,SYSTEM_FIREPIT,SYSTEM_REFRIGERATOR,SYSTEM_EV_CHARGER,SYSTEM_TOYS,SYSTEM_FIREPLACE,SYSTEM_VIEW_CITY,SYSTEM_ELEVATOR,SYSTEM_BATHTUB,SYSTEM_HIGH_CHAIR,SYSTEM_BEACH,SYSTEM_MAPS_RESORT,SYSTEM_GYM
31453308,https://www.airbnb.com.vn/rooms/31453308,Thành phố Pleiku,20,13.98468,108.01481,REGULAR,,Phòng đôi với khu vườn - The Stay Villa Pleiku,private_room,False,False,False,,/ đêm,2.0,True,,True,True,,True,,,False,False,513.530,₫513.530,,,"4,88",17,True,True,,4,True,,,,,,,,,,,,,,,,,,,,,
52687784,https://www.airbnb.com.vn/rooms/52687784,,23,14.59053,108.28076,REGULAR,,CozyPrivateBungalow for 2-HeniSi Homestay Mang Den,entire_home,,,False,,/ đêm,2.0,True,,True,True,,True,,,False,False,,,,,"5,0",3,,,True,,,True,,,,True,,,,,,True,,,,,,,,,,
873572306221352811,https://www.airbnb.com.vn/rooms/873572306221352811,Kon Plông,12,14.59546,108.2959,REGULAR,,Phòng 4 người view săn mây,private_room,,,False,,/ đêm,4.0,,,,True,True,True,True,,False,False,,,,,,,,,,,,True,,,,,,,,,True,,,,,,,,,,,
45818910,https://www.airbnb.com.vn/rooms/45818910,,13,14.0589,108.27779,REGULAR,,"3BR,2WC,131m2,balcony,Free Pool/Gym near Ben Thanh",entire_home,,,False,,/ đêm,8.0,,,True,True,,,,,False,,1.912,₫1.912.260,True,True,,,,True,,,,True,,True,,,,True,,,,,,,,,,True,,,,
52687998,https://www.airbnb.com.vn/rooms/52687998,,24,14.58938,108.28106,REGULAR,,CozyPrivateBungalow for 4-HeniSi Homestay Mang Den,entire_home,,,False,,/ đêm,4.0,True,,True,True,,True,,,False,False,912.942,₫912.942,,,,,,,True,,,True,,,,True,,,,,,True,,,,,,,,,,
48260536,https://www.airbnb.com.vn/rooms/48260536,Thành phố Kon Tum,12,14.35009,108.03323,REGULAR,,KƠNIA KONKLOR HOTEL,private_room,,,False,,/ đêm,16.0,,,,,True,True,,,False,False,285.294,₫285.294,,,,,True,True,,,,True,,True,True,True,,,,,,,,,,,,,,,,
780049791163195088,https://www.airbnb.com.vn/rooms/780049791163195088,Măng Đen,5,14.59307,108.30785,REGULAR,,Tổ Chim Non - nhà gỗ biệt lập 20m,entire_home,,,False,,/ đêm,2.0,,,True,,,,,,False,False,559.177,₫559.177,,,,,,,,,,True,,,,True,,,True,True,,,,True,,,,,True,,,
43435921,https://www.airbnb.com.vn/rooms/43435921,Thành phố Pleiku,15,13.98544,108.0179,REGULAR,,The Stay Villa - Phòng view vườn 4,private_room,False,False,False,,/ đêm,2.0,True,,True,True,True,True,,,False,False,570.589,₫570.589,,,,,,True,,,True,,,,,,,,,,,,,,,,,,,,,
577978734072798386,https://www.airbnb.com.vn/rooms/577978734072798386,Măng Đen,17,14.600501,108.302315,REGULAR,,Tổ Thương - nhà nguyên căn biệt lập 25m,entire_home,,,False,,/ đêm,2.0,,True,,True,True,True,,,False,False,707.530,₫707.530,,True,,,,True,,,,,,,,,,,True,,,,,,,,,True,,,,
24272857,https://www.airbnb.com.vn/rooms/24272857,,16,14.05729,108.27834,REGULAR,,Sống cùng gia đình bản xứ và đi bộ đường dài Hmong Nhỏ,entire_home,,,False,,/ đêm,16.0,,,True,True,,True,,,False,False,260.226,₫260.226,,,,,True,,,,,,True,True,True,,,,,,,,,,,,,,,,,
34546001,https://www.airbnb.com.vn/rooms/34546001,Cam Ranh,10,14.70291,107.69249,REGULAR,,Tôi rất thích điều đó.,entire_home,,,False,,/ đêm,2.0,True,,True,True,,True,,,False,False,399.412,₫399.412,,,,,True,,,,,True,,,True,,,,,,,,,,,,,,,True,,
30190691,https://www.airbnb.com.vn/rooms/30190691,Trà Tân,8,15.31473,108.15506,REGULAR,,Chia sẻ ngôi nhà tuyệt vời ở Quảng Nam,entire_home,,,False,,/ đêm,4.0,,,True,True,,True,,,False,,1.338,₫1.338.284,,,,,,True,,,,True,,,,,True,,,,,,,,,,,,,,,
44437782,https://www.airbnb.com.vn/rooms/44437782,,26,14.05933,108.27789,REGULAR,,Cho thuê phòng gần biển giá rẻ Huynh House Da Nang,private_room,False,True,False,,/ đêm,10.0,,,True,True,,,,False,False,False,285.294,₫285.294,,,,,,,,,,,,True,True,,,,True,True,,,,,,,,,True,,,
42213553,https://www.airbnb.com.vn/rooms/42213553,Thành phố Kon Tum,4,14.36764,107.99651,REGULAR,,Chỉ để ngủ ngon thôi.,private_room,False,False,False,,/ đêm,2.0,,,True,True,,True,,False,False,False,267.664,₫267.664,,,,,,True,,,,,,,,True,True,,,,,,,,,,,,,,,
715634910639392651,https://www.airbnb.com.vn/rooms/715634910639392651,Kon Plông,5,14.59371,108.28737,REGULAR,,Khám phá những căn nhà gỗ tại Rosie Garden,private_room,,,False,,/ đêm,4.0,,,,True,True,,True,,False,False,2.054,₫2.054.119,,,,,,,,,,,,,,True,,,,,,,,,True,,,,,,,
559970563501591240,https://www.airbnb.com.vn/rooms/559970563501591240,Thành phố Pleiku,8,13.99683,107.98871,REGULAR,,"Khu nghỉ dưỡng,phòng dành cho 4 người",private_room,,,False,,/ đêm,4.0,,,True,,True,,True,,False,False,1.198,₫1.198.236,,,,,,True,,,,True,,,,,,,,,True,True,,,,,,,,,True,
46645514,https://www.airbnb.com.vn/rooms/46645514,Thành phố Pleiku,17,14.05266,108.03264,REGULAR,,Homestay Biển Hồ Superior,private_room,False,True,False,,/ đêm,16.0,,,True,True,True,True,,False,False,False,1.027,₫1.027.059,,True,,,True,,,,,,,,,,,True,,,,,,,,,,,,,,
849609791448206242,https://www.airbnb.com.vn/rooms/849609791448206242,Thành phố Pleiku,6,13.9736,107.98778,REGULAR,,Homestay Nhà của Nếp,private_room,False,True,False,,/ đêm,2.0,,,True,True,,True,True,,False,False,484.510,₫484.510,,,,,,True,,,True,True,,,,,,,,,True,,,,,,,,,,,
47853664,https://www.airbnb.com.vn/rooms/47853664,Kon Plông,25,14.5904,108.2811,REGULAR,,Nơi Tẩu thoát Với Phòng Riêng Của Bạn Bè - Henisi Homestay,private_room,False,True,False,,/ đêm,3.0,,,True,True,,True,,False,False,False,741.765,₫741.765,,,,1,,True,,2,,,,,,True,,,,,,,,,,,,,,,,
44542000,https://www.airbnb.com.vn/rooms/44542000,Thành phố Kon Tum,10,14.34471,108.00091,REGULAR,,Căn hộ cao cấp Kon Tum,entire_home,,,False,,/ đêm,2.0,,,True,True,,True,,,False,False,2.301,₫2.301.877,,,,,,True,,,,True,,,,True,,,,,,,,,,,,,,,,
743995492474355870,https://www.airbnb.com.vn/rooms/743995492474355870,Kon Plông,10,14.60263,108.29152,REGULAR,,Phòng Đợi,private_room,,,False,,/ đêm,4.0,True,,True,True,,True,True,,False,False,912.942,₫912.942,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,
52688380,https://www.airbnb.com.vn/rooms/52688380,,23,14.59098,108.28218,REGULAR,,CozyPrivateBungalow for 2-HeniSi Homestay Mang Den,entire_home,,,False,,/ đêm,2.0,True,,True,True,,True,,,False,False,707.530,₫707.530,,,,,,,True,,,True,,,,True,,,,,,True,,,,,,,,,,
50336781,https://www.airbnb.com.vn/rooms/50336781,Pleiku,30,13.965416020705124,108.05489100515842,REGULAR,,Biệt thự vườn và hồ bơi lớn,private_room,False,True,False,,/ đêm,2.0,,,True,True,True,True,True,,False,False,1.369,₫1.369.412,True,,,,,,,,True,,,,,,,True,,,,,,,,,,,,,,
43437296,https://www.airbnb.com.vn/rooms/43437296,Thành phố Pleiku,14,13.98492,108.01888,REGULAR,,The Stay Villa - Phòng view vườn 8,private_room,False,False,False,,/ đêm,2.0,True,,True,True,True,True,,,False,False,570.589,₫570.589,,,,1,,True,,4,True,,,,,,,,,,,,,,,,,,,,,
54234572,https://www.airbnb.com.vn/rooms/54234572,Thành phố Kon Tum,5,14.3494,108.00467,REGULAR,,Phòng đôi Deluxe có bồn tắm,private_room,,,False,,/ đêm,2.0,,,,True,True,True,True,,False,False,798.824,₫798.824,,True,,,True,True,,,,,,,,,,True,,,,,,,,,,,,,,
42650976,https://www.airbnb.com.vn/rooms/42650976,Thành phố Pleiku,25,13.98994,108.03163,REGULAR,,304 Phòng sang trọng với 2 giường  /trung tâm thành phố/ núi,private_room,,,False,,/ đêm,4.0,,,True,True,,True,,,False,False,399.412,₫399.412,,,,,,True,,,,True,,True,,,True,,,,,,,,,,,,,,,True
40521431,https://www.airbnb.com.vn/rooms/40521431,,21,14.05893,108.27664,REGULAR,,Ngôi nhà hạnh phúc,entire_home,,,False,,/ đêm,6.0,,,True,True,,True,True,,,,1.145,₫1.145.412,,,,,,True,True,,,True,,True,,,,True,,,,,,,,,True,,,,,
49675898,https://www.airbnb.com.vn/rooms/49675898,Thành phố Pleiku,30,13.99493,108.00076,REPRESENTATIVE,,Bazan Home - Phòng tiêu chuẩn 1,private_room,,,False,,/ đêm,2.0,True,,,True,True,True,,,False,False,500.000,₫500.000,,,,,,True,True,,,True,,,,True,,,,,,,,,,,,,,,,
43016754,https://www.airbnb.com.vn/rooms/43016754,,7,13.94164,108.25845,REGULAR,,Nhà bungalow ấm cúng để tận hưởng thiên nhiên,entire_home,,,False,,/ đêm,4.0,,,True,True,,True,,,False,False,684.706,₫684.706,,,,,True,True,,,,,True,,,,,True,,,,,,,,,,,,,,
34996350,https://www.airbnb.com.vn/rooms/34996350,Kon Plông,28,14.58116,108.27676,REGULAR,,LA MAISON HOMESTAY MANG DEN - ROOM 1,private_room,False,False,False,,/ đêm,2.0,True,,True,True,,True,,,False,False,570.589,₫570.589,,,,,,,,,True,,,,,True,,,,,True,,,,,,,,,,,
47862644,https://www.airbnb.com.vn/rooms/47862644,Kon Plông,21,14.58926,108.28267,REGULAR,,4Beds PrivateCozyRoom - Gia đình bản xứ HeniSi,private_room,False,True,False,,/ đêm,4.0,,,True,True,,True,True,False,False,False,970.000,₫970.000,,,,,,True,,,,,,,,True,,,,,,,,,,,,,,,,
38869292,https://www.airbnb.com.vn/rooms/38869292,,30,14.05941,108.27648,REGULAR,,Green Riverside Cosy Home - Phòng Chung 3,hotel_room,,,False,,/ đêm,3.0,,,True,True,,True,,,False,False,481.803,₫481.803,True,,,,True,,,,,True,,True,,,,,True,,,,,,,,,,,,,
43437275,https://www.airbnb.com.vn/rooms/43437275,Thành phố Pleiku,14,13.98547,108.01796,REGULAR,,The Stay Villa - Phòng view vườn 7,private_room,False,False,False,,/ đêm,2.0,True,,True,True,,True,,,False,False,570.589,₫570.589,,,,,,True,,,True,,,True,,,,,,,,,,,,,,,,,,
10394608,https://www.airbnb.com.vn/rooms/10394608,,30,14.05797,108.27747,REGULAR,,NƠI LƯU niệm RESORT-Trải nghiệm làng nghề Việt Nam,private_room,False,True,False,,/ đêm,,,,,,,,,,,,1.017,₫1.017.083,,,,2,,,,10,,,,,,,,,,,,,,,,,,,,,,
43436914,https://www.airbnb.com.vn/rooms/43436914,Thành phố Pleiku,14,13.98547,108.01794,REGULAR,,The Stay Villa - Phòng view vườn 5,private_room,False,False,False,,/ đêm,2.0,True,,True,True,True,True,,,False,False,570.589,₫570.589,,,,,,True,,,True,,,,,,,,,,,,,,,,,,,,,
21824883,https://www.airbnb.com.vn/rooms/21824883,Thành phố Kon Tum,6,14.36531,107.99429,REGULAR,,CHO THUÊ NHÀ KHU ĐÔ THỊ MỚI PDP,entire_home,,,False,,/ đêm,4.0,,,True,True,,True,,,False,False,2.810,₫2.810.404,,,,,,True,,,,True,,,,,True,,,,,,,,,,,,,,,
40014202,https://www.airbnb.com.vn/rooms/40014202,,30,14.0579,108.2761,REGULAR,,Tomodachi Retreat - Hành trình Chánh niệm,entire_home,,,False,,/ đêm,16.0,,,,True,,True,,,False,False,1.940,₫1.940.001,,True,,,,,,,,True,True,,True,True,,True,,,,,,,,,,,,,,
42340620,https://www.airbnb.com.vn/rooms/42340620,Thành phố Pleiku,29,13.988,108.03309,REGULAR,,301 Phòng sang trọng với 1 giường / trung tâm thành phố/ núi,private_room,,,False,,/ đêm,2.0,,,True,True,,True,,,False,False,342.353,₫342.353,,,,,,True,,,,True,,True,,True,True,,,,,,,,,,,,,,,
54234654,https://www.airbnb.com.vn/rooms/54234654,Thành phố Kon Tum,5,14.34983,108.0065,REGULAR,,Phòng Gia Đình/ Family,private_room,,,False,,/ đêm,3.0,,,,True,True,True,True,,False,False,1.141,₫1.141.177,,True,,,True,True,,,,,,,,,,True,,,,,,,,,,,,,,
38290672,https://www.airbnb.com.vn/rooms/38290672,,30,14.05832,108.2772,REGULAR,,Lối Ẩn Cao Cấp Độc Quyền - Phòng suite lãng mạn,private_room,,,False,,/ đêm,4.0,,,,True,,True,True,,False,,,,True,,,,,True,,,,True,True,,,True,,True,,,,,,,,,,,,,,
52688823,https://www.airbnb.com.vn/rooms/52688823,Kon Plông,25,14.58969,108.28116,REGULAR,,GetawayWithFriends Private Room - Henisi Homestay,private_room,False,True,False,,/ đêm,3.0,,,True,True,,True,,False,False,False,,,,,,1,,True,,2,,,,,,True,,,,,,,,,,,,,,,,
43437178,https://www.airbnb.com.vn/rooms/43437178,Thành phố Pleiku,14,13.98546,108.01793,REGULAR,,The Stay Villa - Phòng view vườn 6,private_room,False,False,False,,/ đêm,2.0,True,,True,True,,True,,,False,False,570.589,₫570.589,,,,,,True,,,True,,,True,,,,,,,,,,,,,,,,,,
47854023,https://www.airbnb.com.vn/rooms/47854023,Kon Plông,21,14.58924,108.28055,REGULAR,,Phòng riêng tiện nghi Hideaway - HeniSiHomestay,private_room,False,True,False,,/ đêm,4.0,,,True,True,,True,True,False,False,False,855.883,₫855.883,,,,,,True,,,,,,,,True,,,,,,,,,,,,,,,,
43417339,https://www.airbnb.com.vn/rooms/43417339,Thành phố Pleiku,18,13.96049,108.0078,REGULAR,,Trắng House Garden,private_room,False,False,False,,/ đêm,2.0,,,True,True,,True,True,,False,False,,,,,,1,True,,,3,True,,,True,,,,,True,,,,,,,,,,,,,
40014282,https://www.airbnb.com.vn/rooms/40014282,,28,14.05914,108.27837,REGULAR,,Hành trình đến Chánh niệm,entire_home,,,False,,/ đêm,16.0,,,,True,,True,,,False,False,1.711,₫1.711.766,,True,,,,,,,,True,True,,True,True,,True,,,,,,,,,,,,,,
46466800,https://www.airbnb.com.vn/rooms/46466800,Thành phố Pleiku,12,13.9882,108.04014,REGULAR,,NGÓI QUÊ Homestay - Phòng đôi,private_room,False,False,False,,/ đêm,4.0,,,True,True,,True,True,,False,False,,,,,,,True,True,,,True,,,,,,,True,,,,,,,,,,,,,,
37520370,https://www.airbnb.com.vn/rooms/37520370,,23,14.05665,108.27772,REGULAR,,"vũ homestay 9 ngủ,  tiệc ngoài trời đủ đồ 30 suất",entire_home,,,False,,/ đêm,16.0,,,True,True,,True,,,False,False,,,,,,,True,True,,,,,,,,,,True,,,,,,,,,True,,,True,,
41965867,https://www.airbnb.com.vn/rooms/41965867,Thành phố Kon Tum,15,14.35391,108.01715,REGULAR,,Phòng mật ong - Green Home,private_room,False,False,False,,/ đêm,2.0,,,True,True,,True,,False,False,False,513.530,₫513.530,,,,1,,True,,3,,,,True,,True,,,,,,True,,,,,,,,,,
743950216216479253,https://www.airbnb.com.vn/rooms/743950216216479253,Thành phố Kon Tum,6,14.3634,107.99381,REGULAR,,Phòng Nhớ,private_room,,,False,,/ đêm,2.0,,,True,True,,True,True,,False,False,513.530,₫513.530,,,,,,,,,,,,,,,,,,,True,True,,,,,,,,,,
37307424,https://www.airbnb.com.vn/rooms/37307424,,14,13.96894,108.00206,REGULAR,,Boston Hotel - Duluxe (Song Sinh),hotel_room,,,False,,/ đêm,4.0,,,,True,,True,,,False,,1.680,₫1.680.383,,,,,,True,,,,True,True,,,True,,True,,,,True,,,,,True,,,,,
21920050,https://www.airbnb.com.vn/rooms/21920050,Trà Vinh,7,15.05881,108.19608,REGULAR,,"CT CH Duplex Masteri 3 PN, nội thất đầy đủ, 161m2.",private_room,False,False,False,,/ đêm,5.0,,,,True,,True,,False,,,2.810,₫2.810.419,,,,,True,True,,,,,True,True,,True,True,,,,,,,,True,,,,,,,
38868978,https://www.airbnb.com.vn/rooms/38868978,,30,14.05745,108.27618,REGULAR,,Green Riverside Cosy Home- Ký túc xá hỗn hợp 4 giường sang trọng,hotel_room,,,False,,/ đêm,4.0,,,True,True,,True,,,False,False,642.373,₫642.373,True,,,,True,,,,,True,,True,,,,,True,,,,,,,,,,,,,
9898553,https://www.airbnb.com.vn/rooms/9898553,,30,14.05886,108.27644,REGULAR,,Zizi & Mekhoo Sapa Homestay,entire_home,,,False,,/ đêm,16.0,,,True,True,,True,,,False,False,2.649,₫2.649.802,,,"4,75",4,True,True,,,,,,True,,True,,,,,,,,,True,,,,,,,
595287617664814933,https://www.airbnb.com.vn/rooms/595287617664814933,Thành phố Pleiku,6,13.96818,107.99507,REGULAR,,01. Phòng 2 giường đơn hạn tiết kiệm,private_room,False,False,False,,/ đêm,2.0,,,,True,,True,True,False,False,False,262.471,₫262.471,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,
45931117,https://www.airbnb.com.vn/rooms/45931117,Thành phố Pleiku,6,13.95981,108.00856,REGULAR,,Trắng House Family,entire_home,,,False,,/ đêm,4.0,,,True,,,True,,,False,False,456.471,₫456.471,,,,,True,,,,,,True,True,True,True,,,,,,,,,,,,,,,,
40078857,https://www.airbnb.com.vn/rooms/40078857,Quận 1,30,14.06091,108.27284,REGULAR,,Nhà khách California - Đó là một nơi đáng yêu,private_room,False,True,False,,/ đêm,9.0,,,True,True,,,,False,False,False,398.728,₫398.728,,,,,,True,,,,True,,True,,,True,,,,,,,,,,,,,,,
42650740,https://www.airbnb.com.vn/rooms/42650740,Thành phố Pleiku,25,13.9893,108.03375,REGULAR,,303 Phòng sang trọng với 1 giường  /trung tâm thành phố/ núi,private_room,,,False,,/ đêm,2.0,,,True,True,,True,,,False,False,293.325,₫293.325,,,,,,True,,,,True,,True,,,True,,,,,,,,,,,,,,,True
38659699,https://www.airbnb.com.vn/rooms/38659699,Thành phố Pleiku,17,13.96804,108.01775,REGULAR,,"Hotel Quality - Motel Prices
Friendly- Safety",private_room,,,False,,/ đêm,16.0,,,,True,,True,,,False,False,267.656,₫267.656,,,,,True,True,,,,True,True,True,,,True,,,,,,,,,,,,,,,
47502605,https://www.airbnb.com.vn/rooms/47502605,Thành phố Pleiku,8,13.96441,108.0162,REGULAR,,Ký túc xá 6 phòng ngủ Paksong Farmstay - Pleiku,entire_home,,,False,,/ đêm,6.0,,,True,True,True,True,,,False,False,1.204,₫1.204.438,,,,,True,,,,,,True,,,True,,,,,,,,,,,,,,,,
40897309,https://www.airbnb.com.vn/rooms/40897309,Thành phố Pleiku,14,13.98177,108.00812,REGULAR,,Harry House Homestay,shared_room,,,False,,/ đêm,6.0,,,True,True,,True,,,False,False,267.664,₫267.664,,,,,True,,,,,,,,True,True,,,,,,,,,,,,,,,,
42146615,https://www.airbnb.com.vn/rooms/42146615,Thành phố Pleiku,30,13.98672,108.03193,REGULAR,,201 Phòng sang trọng với 1 giường  /trung tâm thành phố/ núi,private_room,,,False,,/ đêm,2.0,,,,True,,True,,,False,,,,,,,,,True,True,,,True,,True,,True,True,,True,,,,,,,,,,,,,
28397369,https://www.airbnb.com.vn/rooms/28397369,Kon Tum,5,14.35079,107.9995,REGULAR,,Belle Plaine- Gần sòng bạc!,entire_home,,,False,,/ đêm,2.0,,,,True,,,,,False,,4.684,₫4.684.016,,True,,,,True,,,,True,True,,True,,True,True,,,,,,,,,,,,,,
37502325,https://www.airbnb.com.vn/rooms/37502325,district 1 ,21,14.05411,108.27555,REGULAR,,CHẾ độ xem👍 SÔNG || Quận 1 || BAN CÔNG👍,entire_home,,,False,,/ đêm,2.0,,,True,True,,True,,,False,False,273.168,₫273.168,,,,,,,,,,True,True,True,,True,,,,,,,,,,,True,,,,,
750251973486638960,https://www.airbnb.com.vn/rooms/750251973486638960,Thành phố Pleiku,22,13.9755,108.01248,REGULAR,,Pleiku Homestay,entire_home,,,False,,/ đêm,12.0,True,,True,True,True,True,True,,False,False,2.282,₫2.282.354,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,
18572488,https://www.airbnb.com.vn/rooms/18572488,,21,14.05945,108.28115,REGULAR,,An Bang Morning Glory beach homestay,private_room,,,False,,/ đêm,2.0,,,,True,,,,,False,False,684.706,₫684.706,,,,,,True,,,,True,,,,True,,,,,,,,,,,,,,,,
24318478,https://www.airbnb.com.vn/rooms/24318478,Thành phố Kon Tum,11,14.34748,108.0076,REGULAR,,Trung tâm Đào tạo Hnam Chang Ngeh & Nhà khách,private_room,,,False,,/ đêm,2.0,,,,True,,True,True,,False,False,513.530,₫513.530,,,"4,25",4,,True,,,,True,True,True,,,,,,,,,,,,,,,,,,
46824706,https://www.airbnb.com.vn/rooms/46824706,,30,14.05727,108.27624,REGULAR,,NGỌC HÂN HOMESTAY 3PN,entire_home,,,False,,/ đêm,3.0,,,True,True,True,,,,False,False,1.362,₫1.362.891,,,,,True,True,,,,True,,,,True,,,,,,,,,,,,,,,,
37296101,https://www.airbnb.com.vn/rooms/37296101,Thành phố Pleiku,16,13.97053,108.00422,REGULAR,,Khách sạn Boston - Superior 2 (đôi),hotel_room,,,False,,/ đêm,2.0,,,,True,,True,,,False,,921.500,₫921.500,,,,,,True,,,,True,True,,,True,,True,,,,True,,,,,True,,,,,
39820383,https://www.airbnb.com.vn/rooms/39820383,,18,14.05719,108.27796,REGULAR,,Nhật Lộc Coffee & Homestay,private_room,False,True,False,,/ đêm,7.0,,,True,True,,True,,False,False,False,559.177,₫559.177,,,,,True,True,,,,,,True,,True,,,,,,,,,,,,,,,,
45337166,https://www.airbnb.com.vn/rooms/45337166,Thành phố Kon Tum,8,14.23297,107.91788,REGULAR,,Vào trong và ở lại ngay!!,entire_home,,,False,,/ đêm,4.0,,,True,True,,True,,,False,,722.682,₫722.682,,True,,,,True,,,,True,,True,,,True,,,,,,,,,,,,,,,
22036327,https://www.airbnb.com.vn/rooms/22036327,,6,14.64994,107.84518,REGULAR,,căn hộ cao cấp An Bình 82 m²,private_room,False,False,False,,/ đêm,6.0,,,True,True,,True,,False,False,False,2.738,₫2.738.825,,,,,True,True,,,,,,True,,,,True,,,,,,,,,,,,,,
40791179,https://www.airbnb.com.vn/rooms/40791179,Thành phố Pleiku,9,13.97535,107.99675,REGULAR,,Khách sạn Duy Nhất Palace,private_room,,,False,,/ đêm,16.0,,,,True,,True,,,False,,285.294,₫285.294,,,,,True,True,,,,True,True,,,True,,,,,,True,,,True,,,,,,,
29719497,https://www.airbnb.com.vn/rooms/29719497,Ia Tô,5,13.94717,107.78873,REGULAR,,T rôm í simple and clean,shared_room,,,False,,/ đêm,4.0,,,True,True,,,,,,False,1.980,₫1.980.690,,,,,True,True,,,,,,,,True,,,,,,,,,,,,,,,,
36663426,https://www.airbnb.com.vn/rooms/36663426,Thành phố Pleiku,6,13.96938,108.02087,REGULAR,,Aparment có cảm giác và vẻ đẹp của một chuyến đi!,entire_home,,,False,,/ đêm,2.0,,,True,True,,True,,,,,695.897,₫695.897,,,,,,True,,,,,,True,,True,True,,,,,,,,True,,,,,,,
37300281,https://www.airbnb.com.vn/rooms/37300281,,16,13.96891,108.00034,REGULAR,,Khách sạn Boston - Duluxe (đôi),hotel_room,,,False,,/ đêm,2.0,,,,True,,True,,,False,,1.540,₫1.540.589,,,,,,True,,,,True,True,,,True,,True,,,,True,,,,,True,,,,,
52688934,https://www.airbnb.com.vn/rooms/52688934,Kon Plông,21,14.59068,108.28271,REGULAR,,"Phòng riêng thoải mái ẩn náu-HeniSiHom,",private_room,False,True,False,,/ đêm,4.0,,,True,True,,True,,False,False,False,855.883,₫855.883,,,,,,True,,,,,,,,True,,,,,,,,,,,,,,,,
28747361,https://www.airbnb.com.vn/rooms/28747361,Thành phố Pleiku,5,13.97503,108.00171,REGULAR,,"Lete maison homestay-mozart room1, Pleiku Gia Lai",private_room,False,False,False,,/ đêm,2.0,,,True,True,,,,False,False,,513.530,₫513.530,,,,,,,,,,True,True,True,,True,True,,,,,,,,,,True,,,,,
37300073,https://www.airbnb.com.vn/rooms/37300073,,17,13.96844,108.00249,REGULAR,,Khách sạn Boston - Superior 1 (đôi),hotel_room,,,False,,/ đêm,2.0,,,,True,,True,,,False,,1.084,₫1.084.118,,,,,,True,,,,True,True,,,True,,True,,,,True,,,,,True,,,,,
49676724,https://www.airbnb.com.vn/rooms/49676724,Thành phố Pleiku,30,13.9935,108.0003,REPRESENTATIVE,,Bazan Home - Phòng Deluxe 1,private_room,,,False,,/ đêm,2.0,True,,,True,True,True,,,False,False,745.000,₫745.000,,,,,,True,True,,,True,,,,True,,,,,,,,,,,,,,,,
43082484,https://www.airbnb.com.vn/rooms/43082484,Pleiku,7,14.0114,107.99375,REGULAR,,Nhà trung tâm - 103  (Homestay),private_room,True,True,False,,/ đêm,3.0,,,True,True,,,,,False,False,321.187,₫321.187,,,,2,True,True,,3,True,True,,True,,True,,,,,,,,,,,,,,,,
11401849,https://www.airbnb.com.vn/rooms/11401849,,8,14.06021,108.27492,REGULAR,,Quang cảnh biển phòng cao cấp với ban công,entire_home,,,False,,/ đêm,2.0,,,,True,,True,,,,,1.084,₫1.084.118,,,,,,True,,,,True,True,,,True,True,,,,,,,,,,True,,,,,
37305235,https://www.airbnb.com.vn/rooms/37305235,,16,14.02922,107.98987,REGULAR,,Boston Hotel - Superior (Twin),hotel_room,,,False,,/ đêm,4.0,,,,True,,True,,,False,,1.369,₫1.369.412,,,,,,True,,,,True,True,,,True,,True,,,,True,,,,,True,,,,,
26023141,https://www.airbnb.com.vn/rooms/26023141,,6,14.05724,108.27764,REGULAR,,Không giới hạn sống cùng gia đình bản xứ,entire_home,,,False,,/ đêm,4.0,,,True,True,,True,,,False,False,513.530,₫513.530,,,,,,,,,,True,,,,True,,,,,,,,,,,,,,,,
42748876,https://www.airbnb.com.vn/rooms/42748876,,7,14.05752,108.27763,REGULAR,,Khách sạn Amber Nha Trang| Cảnh quan thành phố cao cấp,private_room,,,False,,/ đêm,2.0,,,,,,True,,,False,False,,,,,,,,,,,,,True,,,,,True,,,,,,,,,,,,,,
35580244,https://www.airbnb.com.vn/rooms/35580244,Thành phố Kon Tum,10,14.35424,108.00811,REGULAR,,cho thue nha 271-255 ba trieu,entire_home,,,False,,/ đêm,1.0,,,True,True,,True,,,False,False,2.863,₫2.863.958,,,,,True,True,,,,,,,,,,,,,,,,,,,,,,,,
