room_id,url,city,contextualPicturesCount,lat,long,listingObjType,pdpUrlType,name,roomTypeCategory,canInstantBook,weeklyPriceFactor,structuredStayDisplayPrice,maxGuestCapacity,SYSTEM_COOKING_BASICS,SYSTEM_WI_FI,SYSTEM_WORKSPACE,SYSTEM_MAPS_CAR_RENTAL,SYSTEM_TV,SYSTEM_ELEVATOR,SYSTEM_WASHER,SYSTEM_SNOWFLAKE,SYSTEM_HAIRDRYER,SYSTEM_NO_DETECTOR_CO2,rating,reviewCount,SYSTEM_BEACH,SYSTEM_POOL,SYSTEM_JACUZZI,SYSTEM_EV_CHARGER,SYSTEM_VIEW_CITY,SYSTEM_VIEW_OCEAN,SYSTEM_PETS,SYSTEM_SURVEILLANCE,price,price_full,SYSTEM_FLOWER,SYSTEM_NO_DETECTOR_SMOKE,SYSTEM_DRYER,SYSTEM_SAUNA,SYSTEM_GOLF,SYSTEM_MAPS_RESORT,SYSTEM_PATIO_BALCONY,SYSTEM_BATHTUB,SYSTEM_FIREPIT,SYSTEM_REFRIGERATOR,isSuperHost,isVerified,SYSTEM_LOCK_ON_DOOR,SYSTEM_FIREPLACE,SYSTEM_SMOKING_ALLOWED,SYSTEM_NO_LOCK_ON_DOOR,SYSTEM_TOYS,SYSTEM_VIEW_MOUNTAIN,SYSTEM_MICROWAVE,SYSTEM_LUGGAGE_DROP,yearHosting,SYSTEM_GYM,SYSTEM_CALENDAR
839445218215505077,https://www.airbnb.com.vn/rooms/839445218215505077,Xuân Quan,19,20.96114,105.93101,REGULAR,,2BR/Corner U/Pool/Park/Bat Trang,private_room,False,,/ đêm,4.0,True,True,,,True,,True,,,False,,,,True,True,,,True,,True,1.800,₫1.800.000,,,,,,,,,,,True,True,,,,False,,,,,,,
851327800125703179,https://www.airbnb.com.vn/rooms/851327800125703179,,10,20.99451,105.94386,REGULAR,,Studio Táo Homestay Oceanpark S101,entire_home,False,,/ đêm,3.0,,True,True,,True,,,True,True,False,,,,,,,,True,,,,,,,,,,,,,,True,,,,,,,,,,,,,
827493019871398187,https://www.airbnb.com.vn/rooms/827493019871398187,Kiêu Kỵ,18,20.99162,105.95694,REGULAR,,Biệt thự 6 giường cỡ King tại Ocean Park,entire_home,False,,/ đêm,15.0,True,True,True,True,True,,,,,False,,,True,True,,,,,True,True,,,,,,,,,,,,,,,,,,,,,,,,,
39785444,https://www.airbnb.com.vn/rooms/39785444,Văn Giang,30,20.953,105.93913,REGULAR,,SweetHome không gian lý tưởng của bạn!,entire_home,False,,/ đêm,4.0,True,True,,True,True,True,True,True,,False,"4,78",9,,True,,,,True,,,818.452,₫818.452,,,,,,,,,,,,,,,,,,,,,,,
868410436829471873,https://www.airbnb.com.vn/rooms/868410436829471873,Đa Tốn,9,20.99058,105.94031,REGULAR,,Peaceful Apartment -Nhã Homestay,entire_home,False,,/ đêm,4.0,True,True,,True,True,,True,True,,False,,,True,True,,,,,,,798.824,₫798.824,True,,,,,,,,,,,,,,,,,,,,,,
685259677317721424,https://www.airbnb.com.vn/rooms/685259677317721424,Đa Tốn,27,20.9949,105.94956,REGULAR,,Serene 3BR/2BA gần Hà Nội tại Vinhomes Ocean Park,entire_home,False,,/ đêm,6.0,True,True,True,True,True,True,,,,,"5,0",8,True,True,,True,,,True,,1.372,₫1.372.801,,,,,,,,,,,,,,,,,,,,,,,
51110514,https://www.airbnb.com.vn/rooms/51110514,Đa Tốn,30,20.99438,105.94195,REGULAR,,Vinhomes Ocean Park |The Luxe| Bồn tắm| View sông,private_room,False,,/ đêm,2.0,True,True,True,True,,,,,,,"4,67",9,True,True,True,,,True,True,,,,True,,,,,,,,,,,,,,,,,,,,,,
882360536919836311,https://www.airbnb.com.vn/rooms/882360536919836311,Đa Tốn,15,20.99731,105.94478,REGULAR,,Căn hộ 2 phòng ngủ 2 vệ sinh Vinhomes Ocean Park,entire_home,False,,/ đêm,4.0,True,True,True,True,True,,True,True,,False,,,,True,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,
665444992812087202,https://www.airbnb.com.vn/rooms/665444992812087202,Xuân Quan,30,20.9689,105.93384,REGULAR,,Hồ bơi Eco House 5br với BBQ gần Ecopark,entire_home,False,,/ đêm,,,,,,,,,,,,,,,,,,,,,,4.342,₫4.342.120,,,,,,,,,,,,,,,,,,,,,,,
877750665703976787,https://www.airbnb.com.vn/rooms/877750665703976787,Văn Giang,5,20.962056,105.9318012,REGULAR,,Căn hộ chung cư,entire_home,False,,/ đêm,4.0,,,True,,,,,True,,False,,,,True,,,,,,True,,,,False,,,,,,,,,,,,,,,,,,,,,
886605075795579960,https://www.airbnb.com.vn/rooms/886605075795579960,Gia Lâm,11,20.99585,105.93693,REGULAR,,Lucy Vinhome Ocean Park,entire_home,False,,/ đêm,3.0,True,True,,,True,True,True,True,True,,,,,True,,,,,,,,,,,,,,,,,,True,,,,,,,,,True,,,,
735774180025113084,https://www.airbnb.com.vn/rooms/735774180025113084,Văn Giang,17,20.952231443346804,105.93708710727503,REGULAR,,Căn hộ 2 phòng ngủ/Tầm nhìn ra sân golf/ Ecopark,entire_home,False,,/ đêm,6.0,True,True,True,,True,,True,True,,False,,,,True,,,,True,,,798.824,₫798.824,,,,,True,,,,,,,,,,,,,,,,,,
887287083871696408,https://www.airbnb.com.vn/rooms/887287083871696408,Văn Giang,30,20.946801000540038,105.90818411229287,REGULAR,,Thóc Ecopark-3bed room-lake view (  Lake 2 -2911),entire_home,False,,/ đêm,7.0,True,True,True,,True,True,,,,False,,,,True,,,,True,,,2.417,₫2.417.816,,,,True,,,,,,,,,,,,,,,,,,,
770964309540552135,https://www.airbnb.com.vn/rooms/770964309540552135,Gia Lâm,20,20.991606050580227,105.94425996419318,REGULAR,,Xem Vinuni Jun Homestay Ocean,entire_home,False,,/ đêm,4.0,True,True,True,,True,,True,,,False,,,True,,,,,,True,True,684.706,₫684.706,,False,,,,,,,,,,,,,,,,,,,,,
804690334086815240,https://www.airbnb.com.vn/rooms/804690334086815240,Đa Tốn,30,20.99379,105.9492,REGULAR,,Luxury smart condo R1.02- Vinhomes Ocean Park,entire_home,False,,/ đêm,5.0,True,True,True,True,True,True,,,,,"5,0",3,True,True,,,True,,,True,875.824,₫875.824,,,,,,,,,,,,,,,,,,,,,,,
838118518674759907,https://www.airbnb.com.vn/rooms/838118518674759907,Xuân Quan,21,20.96802,105.92047,REGULAR,,3BR/Corner Unit/Sky Premium/Pool,entire_home,False,,/ đêm,6.0,True,True,,,True,,True,,,False,,,,True,True,,,True,,True,2.134,₫2.134.000,,,True,,,,,,,,,,,,,,,,,,,,
53914881,https://www.airbnb.com.vn/rooms/53914881,Văn Giang,25,20.95228,105.93824,REGULAR,,Phòng ngủ Thóc Ecopark-1,entire_home,False,,/ đêm,3.0,True,True,True,,True,True,,,,False,,,,True,,True,,True,,,719.197,₫719.197,True,,,,,,,,,,,,,,,,,,,,,,
814213087544918537,https://www.airbnb.com.vn/rooms/814213087544918537,Văn Giang,30,20.9654308,105.9232225,REGULAR,,B home | Sky Oasis Ecopark 2 phòng ngủ,entire_home,False,,/ đêm,4.0,True,True,,True,True,,,,,False,,,,True,,,,True,,,,,True,,,True,,,,,,,,,,,,,,,,,,,
715599333862986878,https://www.airbnb.com.vn/rooms/715599333862986878,Gia Lâm,14,20.99383,105.94081,REGULAR,,Căn hộ Homestay có tiệc nướng BBQ ngoài bãi biển.,private_room,False,,/ đêm,7.0,True,True,True,True,True,,,,,,,,True,True,,,,,,,912.942,₫912.942,True,,,,,,,,,,False,True,,,,False,,,,,,,
651852559520929267,https://www.airbnb.com.vn/rooms/651852559520929267,Gia Lâm,23,20.99659,105.94566,REGULAR,,Homestay 1 Phòng Ngủ + 1 Sạch Đẹp Vin Ocean Park,entire_home,False,,/ đêm,2.0,True,True,True,True,True,,,,,False,"5,0",11,,True,,,,True,,True,602.288,₫602.288,True,,,,,,,,,,,,,,,,,,,,,,
44464335,https://www.airbnb.com.vn/rooms/44464335,Văn Giang,22,20.95134,105.93373,REGULAR,,"Vintage không gian lãng mạn, vị trí lý tưởng!",entire_home,False,,/ đêm,4.0,True,True,True,True,True,True,True,,,False,,,,True,,,,True,,,878.706,₫878.706,,,,,,,,,,,,,,,,,,,,,,,
694710493227610107,https://www.airbnb.com.vn/rooms/694710493227610107,Gia Lâm,21,20.9878541,105.9347498,REGULAR,,Căn hộ A Blue tại Ocean Park,entire_home,False,,/ đêm,4.0,True,True,,True,True,,,True,True,,,,,True,,,,,,,631.177,₫631.177,,,,,,,,,,,,,,,,,,,,,,,
863406155020969831,https://www.airbnb.com.vn/rooms/863406155020969831,Đa Tốn,28,20.99409,105.95015,REGULAR,,@1N sang trọng Vin Ocean Park tòa Ruby cao cấp,entire_home,False,,/ đêm,2.0,True,True,True,True,True,,True,True,True,,,,,,,,,,,True,,,,,,,,,True,,,,,,,,,,,,,,,,
824953692759435237,https://www.airbnb.com.vn/rooms/824953692759435237,Hải Châu,12,20.63482,106.02112,REGULAR,,Phòng Deluxe 3 giường @ Quoc Cuong Center Hotel,private_room,False,,/ đêm,4.0,True,True,True,True,,,,,,False,,,True,True,True,,True,,,True,912.942,₫912.942,,,,,,,,,,,,,,,,,,,,,,,
845957615279197340,https://www.airbnb.com.vn/rooms/845957615279197340,Văn Giang,14,20.951228981767464,105.93253578990698,REGULAR,,EcoLune-Cozy Sweet Homestay,entire_home,False,,/ đêm,5.0,True,True,True,,True,True,True,True,,False,,,,True,,,,True,,,869.311,₫869.311,,,,,,,,,,,,,,,,,,,,,,,
53404933,https://www.airbnb.com.vn/rooms/53404933,Gia Lâm,12,20.99418,105.94657,REGULAR,,Căn hộ 3 phòng ngủ view đẹp vinhomes ocean park,entire_home,False,,/ đêm,6.0,True,True,True,,True,True,True,True,,False,,,,True,,,,True,,,1.768,₫1.768.824,,,,,,,,,,,,,,,,,,,,,,,
46184015,https://www.airbnb.com.vn/rooms/46184015,Văn Giang,15,20.97128,105.92757,REGULAR,,View hồ - sân golf trọn tầm mắt,entire_home,False,,/ đêm,4.0,True,True,,True,True,,True,,,False,"5,0",7,,True,True,,,True,,,797.683,₫797.683,,False,,,,,,,,,,,,,,,,,,,,,
831811448880350067,https://www.airbnb.com.vn/rooms/831811448880350067,Đa Tốn,30,20.9939937,105.9502063,REGULAR,,Boho Homestay,entire_home,False,,/ đêm,6.0,True,True,,True,True,,,,,False,,,True,True,,,,True,True,,,,True,,,,,,,,,,,,,,,,,,,,,,
871919901612070554,https://www.airbnb.com.vn/rooms/871919901612070554,Văn Giang,7,20.952599,105.937966,REGULAR,,Ecopark- Nơi Tâm An đáng nhớ,private_room,False,,/ đêm,6.0,True,True,True,True,True,True,,,,False,,,,,,True,,True,,True,,,,,,,,,,,,,,,,,,,,,,,,,
45744429,https://www.airbnb.com.vn/rooms/45744429,Gia Lâm,17,20.98808,105.94181,REGULAR,,* NHÀ Ở CHO THUÊ* VINHOMES OCEAN PARK - STUDIO- CĂN HỘ ẤM CÚNG,entire_home,False,,/ đêm,2.0,True,True,,True,True,,True,True,True,False,,,,True,,,,,,,627.647,₫627.647,,False,,,,,,,,,,,,,,,,,,,,,
719796381325046573,https://www.airbnb.com.vn/rooms/719796381325046573,Đa Tốn,24,20.991349285115987,105.94061472056276,REGULAR,,Góc nhỏ ngay cạnh biển hồ,private_room,False,,/ đêm,2.0,True,True,True,,True,True,,,,False,,,True,True,,,,,,True,,,,,,,,,,,,,False,True,True,,,,,,,,,,
822917772021665725,https://www.airbnb.com.vn/rooms/822917772021665725,Đa Tốn,9,20.99264,105.94276,REGULAR,,Homestay Oceanpark | Táo Homes,entire_home,False,,/ đêm,6.0,True,True,,True,True,,True,True,True,False,,,,,,,,True,,,,,,False,,,,,,,,,,,,,,,,,,,,,
831873319399283862,https://www.airbnb.com.vn/rooms/831873319399283862,Gia Lâm,9,20.99143,105.94021,REGULAR,,"Chào mừng bạn đến với Tee Place, chúc bạn vui vẻ!",entire_home,False,,/ đêm,1.0,True,True,True,,True,,,,,False,,,True,True,,,,,,,456.471,₫456.471,True,False,,,,,,,,,,,,,,,,,,,,,
49528370,https://www.airbnb.com.vn/rooms/49528370,Long Biên,18,20.99315,105.94285,REGULAR,,Premium 02BDR. Vinhomes Ocean Park @ giảm giá 30%,entire_home,False,,/ đêm,5.0,True,True,True,True,True,True,,,,,,,True,True,,,,,True,True,806.368,₫806.368,,,,,,,,,,,,,,,,,,,,,,,
873629025357490516,https://www.airbnb.com.vn/rooms/873629025357490516,Đa Tốn,10,20.99451,105.94947,REGULAR,,Studio S2.15 Vinhomes Ocean Park,entire_home,False,,/ đêm,3.0,True,True,True,,True,,True,True,,,,,True,True,,,,,,True,,,,,,,,,,,True,,,,,,,,,,,,,,
46011389,https://www.airbnb.com.vn/rooms/46011389,Gia Lâm,23,20.9863,105.94188,REGULAR,,Vintage Homestay,entire_home,False,,/ đêm,4.0,True,True,True,True,,,,,,False,,,True,True,True,,,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,
859845992390580414,https://www.airbnb.com.vn/rooms/859845992390580414,Xuân Quan,18,20.9622,105.92372,REGULAR,,Ecopark- studio giá hợp lý,entire_home,False,,/ đêm,3.0,True,True,True,True,True,,,True,,,,,,True,True,,,True,,,,,,,,,,,,,True,,,,,,,,,,,,,,
45985178,https://www.airbnb.com.vn/rooms/45985178,Đa Tốn,30,20.99048,105.94191,REGULAR,,"Ddeeha Home-Vinhomes Ocean Park, Thành Phố Biển Hồ",entire_home,False,,/ đêm,8.0,True,True,True,True,True,,,,,,"4,8",5,,True,,True,,True,,,1.015,₫1.015.648,,,,,,True,,,,,,,,,,,,,,,,,
45278331,https://www.airbnb.com.vn/rooms/45278331,Hà Nội,30,20.96828,105.92085,REGULAR,,"Tầng cao, view thoáng đẹp",entire_home,False,,/ đêm,4.0,True,True,,True,True,,,,,False,,,,True,True,,,True,True,,,,,False,,,,,,,,,,,,,,,,,,,,,
31845544,https://www.airbnb.com.vn/rooms/31845544,,30,20.95592,105.9381,REGULAR,,Phòng ngủ Thóc Ecopark 2 - tầm nhìn ra sân golf (0918),entire_home,False,,/ đêm,3.0,True,True,True,,True,True,True,,,False,"4,73",15,,True,,,,True,,,905.640,₫905.640,,,True,,,,,,,,,,,,,,,,,,,,
690889121155907444,https://www.airbnb.com.vn/rooms/690889121155907444,Văn Giang,23,20.96238,105.9209,REGULAR,,Bumblebee Homestay Ecopark,entire_home,False,,/ đêm,3.0,True,True,True,,True,,True,True,,False,,,,True,,,True,,,,619.059,₫619.059,,,,,,,True,,,,,,,,,,,,,,,,
34388734,https://www.airbnb.com.vn/rooms/34388734,Gia Lâm,11,20.98879,105.9411,REGULAR,,Chi 's house#Vinhomes Ocean Park#Studio,entire_home,False,,/ đêm,3.0,True,True,True,True,True,,,,,,"4,33",3,True,True,,,,,True,,490.706,₫490.706,True,,,,,,,,,,,,,,,,,,,,,,
42242356,https://www.airbnb.com.vn/rooms/42242356,Gia Lâm,16,20.9899,105.94462,REGULAR,,Nhà Mới Homestay - Vinhomes Ocean Park Gia Lâm,entire_home,False,,/ đêm,4.0,True,True,,,True,,,True,True,False,,,True,,,,,,,,1.004,₫1.004.236,,False,,,,,True,,,,,,,,,,,,,True,,,
770739663228208974,https://www.airbnb.com.vn/rooms/770739663228208974,Xuân Quan,12,20.962882892130946,105.92082426157765,REGULAR,,Căn hộ studio (Nhã Homestay),entire_home,False,,/ đêm,2.0,True,True,,True,True,,True,True,,False,,,,,,,,True,,,524.941,₫524.941,,,,,,,True,True,,,,,,,,,,,,,,,
781674917378582663,https://www.airbnb.com.vn/rooms/781674917378582663,Gia Lâm,10,20.994776,105.940441,REGULAR,,Studio tại S105 Vinhome Ocean Park- Táo Homestay 4,entire_home,False,,/ đêm,2.0,True,True,True,True,True,,True,True,True,False,"4,0",3,,,,,,True,,,537.304,₫537.304,,,,,,,,,,,,,,,,,,,,,,,
846087688981148213,https://www.airbnb.com.vn/rooms/846087688981148213,Đa Tốn,18,21.00269,105.94409,REGULAR,,Vinhomes Ocean Park căn hộ 1 phòng ngủ Ruby decor,entire_home,False,,/ đêm,2.0,True,True,True,,True,True,,,,False,,,True,True,,,,,,,684.706,₫684.706,True,,,,,True,,,,,,,,,,,,,,,,,
891777179459650271,https://www.airbnb.com.vn/rooms/891777179459650271,Văn Giang,25,20.96427,105.92352,REGULAR,,La Mia Casa _ green apartment,entire_home,False,,/ đêm,5.0,True,True,,True,True,True,True,,,,,,,True,,,,True,True,True,,,,,,,,,,,,,,,,,,,,,,,,,
763234955232424932,https://www.airbnb.com.vn/rooms/763234955232424932,Văn Giang,9,20.96179,105.92074,REGULAR,,Căn hộ Studio view đẹp Ecopark Văn Giang,entire_home,False,,/ đêm,3.0,True,True,,True,True,True,True,,,False,,,,,,,,True,,,706.498,₫706.498,True,,,,,,,,,,,,,,,,,,,,,,
804747811053815330,https://www.airbnb.com.vn/rooms/804747811053815330,Văn Giang,13,20.9631406,105.9212648,REGULAR,,"Căn hộ trải nghiệm KĐT Ecopark, Văn Giang Hưng Yên",entire_home,False,,/ đêm,2.0,True,True,True,,True,,True,,,False,,,,True,,,,True,,,844.471,₫844.471,True,,,,,True,,,,,,,,,,,,,,,,,
45757909,https://www.airbnb.com.vn/rooms/45757909,Gia Lâm,19,20.99104,105.95134,REGULAR,,* NHÀ Ở CHO THUÊ* VINHOMES OCEAN PARK- CĂN HỘ CAO CẤP 3 PHÒNG NGỦ,entire_home,False,,/ đêm,6.0,True,True,,True,True,,True,True,True,False,,,,True,,,,,,,1.788,₫1.788.795,,False,,,,,,,,,,,,,,,,,,,,,
777897582991155973,https://www.airbnb.com.vn/rooms/777897582991155973,Đa Tốn,13,20.99701,105.94575,REGULAR,,Giá ưu đãi chỉ từ 549k/2N1Đ,entire_home,False,,/ đêm,2.0,True,True,,,True,,,,,False,,,True,True,,,,True,True,True,672.153,₫672.153,,False,,,,,,,,,,,,,,,,,,,,,
47381697,https://www.airbnb.com.vn/rooms/47381697,Gia Lâm,30,20.98948,105.9456,REGULAR,,Vinhome Oceanpark - Gacachi Home 2,entire_home,False,,/ đêm,5.0,True,True,True,,True,True,True,,,False,"4,6",5,,True,,,,True,,,942.123,₫942.123,True,,,,,,,,,,,,,,,,,,,,,,
874593516847353529,https://www.airbnb.com.vn/rooms/874593516847353529,Đa Tốn,7,20.99229,105.94208,REGULAR,,2 phòng ngủ+ Vinhomes Ocean park,entire_home,False,,/ đêm,5.0,True,True,True,True,True,,True,True,,False,,,True,True,,,,,,,1.015,₫1.015.648,,,,,,,,,,,,,,,,,,,,,,,
776392656551620728,https://www.airbnb.com.vn/rooms/776392656551620728,Gia Lâm,12,21.0015431,105.9407136,REGULAR,,Đón tết với căn 2n2wc,entire_home,False,,/ đêm,8.0,True,True,True,True,True,,,,,False,,,True,True,True,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,
746196788620318260,https://www.airbnb.com.vn/rooms/746196788620318260,tt. Văn Giang,21,20.93932,105.94284,REGULAR,,Weekdays BEST PRICE 2 bedroom apt Lake 2 Ecopark,private_room,False,,/ đêm,4.0,True,True,,,True,,True,True,True,False,,,,True,True,,,,,,,,,,,,,,,,,,False,True,,,,False,,,,,,,
786270508665713500,https://www.airbnb.com.vn/rooms/786270508665713500,Đa Tốn,8,20.9939937,105.9502063,REGULAR,,Homestay Vinhomes Ocean Park,entire_home,False,,/ đêm,6.0,True,True,True,,True,,True,,,False,,,True,True,,,,,,True,1.209,₫1.209.648,,False,,,,,,,,,,,,,,,,,,,,,
827937055484172700,https://www.airbnb.com.vn/rooms/827937055484172700,Hưng Yên,12,20.6546819,106.057849,REGULAR,,Homestay top1 Ecopark,private_room,False,,/ đêm,3.0,True,True,True,True,True,,True,True,,False,,,,,,,,,,,683.565,₫683.565,,False,,,,,,,,,,,,,,,,,,,,,
50960121,https://www.airbnb.com.vn/rooms/50960121,Phụng Công,23,20.95133,105.93579,REGULAR,,"H2 HOMESTAY 01 ngủ - Ecopark Văn Giang, Hưng Yên",entire_home,False,,/ đêm,2.0,True,True,True,True,True,,True,True,True,False,,,,True,,,,,,,690.306,₫690.306,,,,,,,,,,,,,,,,,,,,,,,
852597644660678347,https://www.airbnb.com.vn/rooms/852597644660678347,Đa Tốn,30,20.99431423195502,105.95082857249147,REGULAR,,@2PN sang trọng Vinhomes Ocean Park thành phố biển,entire_home,False,,/ đêm,4.0,True,True,True,True,True,,True,True,True,,,,,,,,,,,True,,,,,,,,,,,,True,,,,,,,,,,,,,
890945723151091581,https://www.airbnb.com.vn/rooms/890945723151091581,Gia Lâm,7,21.00192,105.94254,REGULAR,,Vinhomes Ocean Park,entire_home,False,,/ đêm,4.0,,True,,,True,,,True,,False,,,True,,,,,,,True,890.118,₫890.118,,,,,,,,,True,,,,,,,,,,,,,,
639759421498772990,https://www.airbnb.com.vn/rooms/639759421498772990,Gia Lâm,5,20.990332,105.941101,REGULAR,,Công viên Lux Home Ocean,entire_home,False,,/ đêm,4.0,True,True,,True,True,,True,True,,False,,,,True,,,,True,,,,,True,,,,,,,,,,,,,,,,,,,,,,
873644680981243565,https://www.airbnb.com.vn/rooms/873644680981243565,Đa Tốn,12,20.99506,105.94954,REGULAR,,2PN2WC tòa S1.09 Ocean Park,entire_home,False,,/ đêm,5.0,True,True,True,,True,,True,True,,,,,True,True,,,,,,True,,,,,,,,,,,True,,,,,,,,,,,,,,
884413264009883330,https://www.airbnb.com.vn/rooms/884413264009883330,Văn Giang,9,20.9531,105.93788,REGULAR,,Nghỉ với View Hồ như tranh !,private_room,False,,/ đêm,2.0,True,True,True,,True,,True,True,,False,,,,,,,,,,True,876.424,₫876.424,,False,,,,,,,,,False,True,True,,,,,,,,,,
841031956644098457,https://www.airbnb.com.vn/rooms/841031956644098457,tt. Trâu Quỳ,16,21.00271,105.94344,REGULAR,,Vinhomes Ocean Park căn hộ 1 phòng ngủ View hồ,entire_home,False,,/ đêm,2.0,True,True,True,,True,,,,,False,,,True,True,,,,True,,True,684.706,₫684.706,True,,,,,,,,,,,,,,,,,,,,,,
860601447219191031,https://www.airbnb.com.vn/rooms/860601447219191031,Văn Giang,11,20.96280923548978,105.92174459248781,REGULAR,,Homestay Ecopark tiện nghi,entire_home,False,,/ đêm,5.0,True,True,,True,True,,True,True,,False,,,,True,,,,True,,True,,,,,,,,,,,,,,,,,,,,,,,,,
45269741,https://www.airbnb.com.vn/rooms/45269741,Gia Lâm,30,20.99087,105.94521,REGULAR,,@Bunny 's Homes@The Panorama@Vinhomes Ocean Park,entire_home,False,,/ đêm,8.0,True,True,,True,True,True,True,True,,,"4,73",11,,True,,,,,True,,1.080,₫1.080.000,,,True,,,,,,,,,,,,,,,,,,,,
822864360956920457,https://www.airbnb.com.vn/rooms/822864360956920457,Đa Tốn,12,21.00138,105.942,REGULAR,,Căn hộ 2PN 2WC Góc đầy đủ tiện nghi,entire_home,False,,/ đêm,6.0,True,True,True,True,True,,True,True,True,False,,,,,,,,True,,,961.849,₫961.849,,,,,,,,,,,,,,,,,,,,,,,
37300385,https://www.airbnb.com.vn/rooms/37300385,,13,20.94906,105.93502,REGULAR,,Green Ecohome,entire_home,False,,/ đêm,4.0,True,True,True,True,True,,,,,False,,,,True,,,,True,,,798.824,₫798.824,True,False,,,,,,,,,,,,,,,,,,,,,
50556983,https://www.airbnb.com.vn/rooms/50556983,Hanoi,10,20.98544,105.93086,REGULAR,,YoLo Homestay căn hộ nghỉ dưỡng vinhome ocean park,entire_home,False,,/ đêm,4.0,True,True,True,True,True,True,,,,False,,,True,True,,True,,,,,798.824,₫798.824,,,,,,,,,,,,,,,,,,,,,,,
694816359787903400,https://www.airbnb.com.vn/rooms/694816359787903400,Đa Tốn,16,20.9939937,105.9502063,REGULAR,,Vinhomes Ocean Park - Phòng Tình Yêu,entire_home,False,,/ đêm,2.0,True,True,,True,True,,True,True,,,"5,0",3,True,True,,,,True,,,806.975,₫806.975,,,,,,,,,,,,,,,,,,,,,,,
858973360316600732,https://www.airbnb.com.vn/rooms/858973360316600732,Gia Lâm,27,20.99073,105.93853,REGULAR,,Bom Homes- Ocean Park- 2br- ẤM cúng,entire_home,False,,/ đêm,4.0,True,True,,,True,True,True,True,,False,,,True,,,,,,,,1.061,₫1.061.295,True,,,,,,True,,,,,,,,,,,,,,,,
45460118,https://www.airbnb.com.vn/rooms/45460118,Đa Tốn,22,20.98389,105.93377,REGULAR,,Saranghea homestay vinhomes ocean park S2152215,entire_home,False,,/ đêm,3.0,True,True,,True,True,,True,True,True,,"3,67",3,,True,True,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,
700264173542647700,https://www.airbnb.com.vn/rooms/700264173542647700,Long Biên,9,20.99207,105.9405,REGULAR,,Nhà của Rồi (Rồi's condo) Vinhomes Oceanpark,entire_home,False,,/ đêm,4.0,True,True,,,True,,True,True,True,False,,,,True,,,,,,,,,,False,,,,,,,,True,,,,,,,,,,,,,
680865875162108192,https://www.airbnb.com.vn/rooms/680865875162108192,,15,20.99235925920342,105.94168078154325,REGULAR,,Hoci Homestay Vinhomes Ocean Park S109,private_room,False,,/ đêm,2.0,True,True,True,,True,True,True,,,,"5,0",3,True,True,,True,,,,,890.118,₫890.118,,,,,,,,,,,False,True,True,,,,,,,,9,,
887969038944554051,https://www.airbnb.com.vn/rooms/887969038944554051,Đa Tốn,13,20.99513,105.93936,REGULAR,,Căn hộ Magi 6,entire_home,False,,/ đêm,4.0,True,True,,,True,,True,True,,False,,,,,,,,,,True,,,,,,,,,True,,,True,,,,,,,,,,,,,
49579225,https://www.airbnb.com.vn/rooms/49579225,Đa Tốn,22,20.99687,105.9438,REGULAR,,Apartment full furniture in Hanoi Beach,entire_home,False,,/ đêm,2.0,True,True,,True,True,,True,True,,False,,,,True,,,,,,,570.589,₫570.589,,,,,,,,,,,,,,,,,,,,,,True,
874584440662355707,https://www.airbnb.com.vn/rooms/874584440662355707,Đa Tốn,9,20.99516,105.94527,REGULAR,,"Homestay 2 ngủ, Ocean Park",entire_home,False,,/ đêm,5.0,True,True,True,True,True,,True,True,,False,,,True,True,,,,,,,1.007,₫1.007.496,,,,,,,,,,,,,,,,,,,,,,,
795334776712478742,https://www.airbnb.com.vn/rooms/795334776712478742,Gia Lâm,9,20.9846669,105.9376756,REGULAR,,[Toàn cầu]S103 - OceanHome Studio,entire_home,False,,/ đêm,2.0,True,True,,,True,,True,True,,False,,,,True,,,,,,True,684.706,₫684.706,,,,,,,,,,,,,,,,,,,,,,,
787333773704343691,https://www.airbnb.com.vn/rooms/787333773704343691,Cửu Cao,17,20.9702082,105.9336369,REGULAR,,Căn hộ trải nghiệm Nhà An tại Ecopark,entire_home,False,,/ đêm,6.0,True,True,,,True,,True,True,,False,,,,True,,,,,,True,1.186,₫1.186.824,,,True,,,,True,,,,,,,,,,,,,,,,
51219069,https://www.airbnb.com.vn/rooms/51219069,Gia Lâm,11,20.99035,105.94469,REGULAR,,Bunny’s Homes@The Uni@Vinhomes Ocean Park,entire_home,False,,/ đêm,6.0,True,True,True,True,True,True,True,,,,,,,True,,,,,True,,900.000,₫900.000,,,True,,,,,,,,,,,,,,,,,,,,
835396674893806569,https://www.airbnb.com.vn/rooms/835396674893806569,Xuân Quan,30,20.96221,105.9195,REGULAR,,Biyu Cozy House Ecopark Sky Oasis 3-2BR,entire_home,False,,/ đêm,4.0,True,True,True,,True,,True,True,True,,,,,True,,,,,,,1.512,₫1.512.001,,,,,,,True,,,True,,,,,,,,,,,,,
