room_id,url,rating,city,contextualPicturesCount,lat,long,listingObjType,pdpUrlType,name,roomTypeCategory,reviewCount,canInstantBook,weeklyPriceFactor,structuredStayDisplayPrice,price,price_full,maxGuestCapacity,SYSTEM_COOKING_BASICS,SYSTEM_WI_FI,SYSTEM_WORKSPACE,SYSTEM_MAPS_CAR_RENTAL,SYSTEM_TV,SYSTEM_SNOWFLAKE,SYSTEM_SURVEILLANCE,SYSTEM_NO_DETECTOR_CO2,SYSTEM_PETS,SYSTEM_ELEVATOR,SYSTEM_WASHER,SYSTEM_DRYER,SYSTEM_LUGGAGE_DROP,SYSTEM_HAIRDRYER,SYSTEM_NO_DETECTOR_SMOKE,SYSTEM_VIEW_CITY,SYSTEM_VIEW_OCEAN,isSuperHost,isVerified,yearHosting,SYSTEM_LOCK_ON_DOOR,SYSTEM_JACUZZI,SYSTEM_PATIO_BALCONY,SYSTEM_NO_LOCK_ON_DOOR,SYSTEM_FLOWER,SYSTEM_EV_CHARGER,SYSTEM_BATHTUB,SYSTEM_REFRIGERATOR,SYSTEM_SMOKING_ALLOWED,SYSTEM_POOL,SYSTEM_MICROWAVE,SYSTEM_FIREPLACE,SYSTEM_CALENDAR,SYSTEM_TOYS,SYSTEM_VIEW_MOUNTAIN
724295591415283475,https://www.airbnb.com.vn/rooms/724295591415283475,"4,71",Ba Đình,19,21.02833,105.80965,REGULAR,,"Căn hộ 10FL gần hồ Ngọc Khánh, Lotte",entire_home,7,False,,/ đêm,741.765,₫741.765,2.0,True,True,True,True,True,True,,False,,True,True,,,,False,,,,,,,,,,,,,,,,,,,,
893096716441713807,https://www.airbnb.com.vn/rooms/893096716441713807,,Đống Đa,17,21.02964797093394,105.83368513068847,REGULAR,,Libré Homestay- Stadium Top View,private_room,,False,,/ đêm,,,2.0,True,True,,,True,True,True,False,,,True,,,,,,,,,,,,,,,,,,,,,,,,
843003411388866025,https://www.airbnb.com.vn/rooms/843003411388866025,,Ba Đình,12,21.0336898,105.8095142,REGULAR,,CĂN HỘ 1 GIƯỜNG/Trung tâm Lotte gần,entire_home,,False,,/ đêm,704.177,₫704.177,2.0,True,True,,,True,True,,False,,,True,,,,,,,,,,,,,,,,,,,,,,,,
40766927,https://www.airbnb.com.vn/rooms/40766927,"5,0",Ba Đình,30,21.04017,105.82626,REGULAR,,Studio theo phong cách BaDinh Furnished Asian gần Lotte.,entire_home,11,False,,/ đêm,615.604,₫615.604,2.0,True,True,True,True,True,,,False,True,,,,,,False,True,,,,,,,,,True,,,,,,,,,,
783198535105922177,https://www.airbnb.com.vn/rooms/783198535105922177,"5,0",Ba Đình,23,21.036957483531438,105.82483576454331,REGULAR,,The Strawberry house 1A,private_room,8,False,,/ đêm,321.187,₫321.187,2.0,True,True,True,True,True,True,,False,,,True,,,,False,,,True,True,4,True,,,,,,,,,,,,,,
36098693,https://www.airbnb.com.vn/rooms/36098693,"4,95",Ba Đình,14,21.04675,105.84243,REGULAR,,"Căn hộ một phòng ngủ gần đường Thanh Niên, Trúc Bạch",entire_home,39,False,,/ đêm,684.706,₫684.706,2.0,True,True,True,True,True,,,False,True,True,True,,,,False,,,,,,,,,,,,,,,,,,,,
42236771,https://www.airbnb.com.vn/rooms/42236771,"4,39",Ba Đình,23,21.02807,105.80995,REGULAR,,Căn hộ 2BR Central BD/ LakeView/Lotte Center & Vincom,entire_home,49,False,,/ đêm,965.926,₫965.926,5.0,True,True,,True,True,,,False,,,True,True,,,,,True,,,,,True,,,,True,,,,,,,,,
703441967007928962,https://www.airbnb.com.vn/rooms/703441967007928962,"4,4",Ba Đình,30,21.045898230274883,105.84266191534424,REGULAR,,UniqueBalcony*AirportCar*FreeParking*OldQuarter,entire_home,10,False,,/ đêm,,,4.0,True,True,,True,True,,True,,True,,,,,,,True,,False,True,4,True,True,,,,True,,,,,,,,,
861098750171318896,https://www.airbnb.com.vn/rooms/861098750171318896,,Ba Đình,10,21.02785,105.81091,REGULAR,,Căn hộ A3 ấm cúng nhìn ra hồ,entire_home,,False,,/ đêm,650.471,₫650.471,2.0,True,True,,,True,True,True,,,,,,,,,,True,,,,,True,,,,,,True,True,,,,,,
892281588106131736,https://www.airbnb.com.vn/rooms/892281588106131736,,Tây Hồ,11,21.051505219157264,105.81122404232786,REGULAR,,1 BR Apartment - Fully furnished,private_room,,False,,/ đêm,,,2.0,True,True,True,True,True,True,True,,,,True,,,,,,,,,,,,,,,,,,,,,,,,
869759139881314295,https://www.airbnb.com.vn/rooms/869759139881314295,"5,0",Tây Hồ,14,21.05337,105.83535,REGULAR,,KEM HOME-  Balcony 501,entire_home,5,False,,/ đêm,570.589,₫570.589,2.0,True,True,,,True,True,True,False,,,True,,,,False,,True,,,,,,,,,,,,,,,,,,
859862275171741875,https://www.airbnb.com.vn/rooms/859862275171741875,,Ba Đình,9,21.04211,105.8475,REGULAR,,Mê Homestay,entire_home,,False,,/ đêm,,,4.0,True,True,True,True,True,True,True,False,,,,,,,False,,,,,,,,True,,,,,,,,,,,,
31303484,https://www.airbnb.com.vn/rooms/31303484,"4,92",Ba Đình,9,21.03804,105.81636,REGULAR,,Phòng riêng xinh xắn - DAHouse,private_room,26,False,,/ đêm,323.524,₫323.524,2.0,,True,True,True,,True,,False,,,True,True,,,False,,,True,True,4,True,,True,,,,,,,,,,,,
43519626,https://www.airbnb.com.vn/rooms/43519626,"4,86",Hà Nội,27,21.02954,105.81436,REGULAR,,[FLASHSALE]Local central loft@HanoiBuiHomestay,entire_home,29,False,,/ đêm,,,5.0,True,True,True,,True,True,True,False,,,True,,,True,False,,,,,,,,,,,,,,,,,,,,
893099396958136552,https://www.airbnb.com.vn/rooms/893099396958136552,,Đống Đa,14,21.029634068030088,105.83368933187714,REGULAR,,Libré Homestay- Stadium Top View,private_room,,False,,/ đêm,,,2.0,True,True,,,True,True,True,False,,,True,,,,,,,,,,,,,,,,,,,,,,,,
786586237739192870,https://www.airbnb.com.vn/rooms/786586237739192870,"4,92",Hàng Buồm,17,21.03382,105.85231,REGULAR,,wecozy*NoiMieu*Bright City View,private_room,26,False,,/ đêm,686.443,₫686.443,2.0,True,True,,,True,True,True,,,True,True,True,,True,,,,True,True,3,True,,,,,,,,,,,,,,
596486717750790403,https://www.airbnb.com.vn/rooms/596486717750790403,"5,0",Ba Đình,13,21.03481,105.80669,REGULAR,,H3381*căn hộ đáng yêu với bồn tắm*gần Lotte *CGV,private_room,7,False,,/ đêm,481.796,₫481.796,2.0,True,True,True,,True,,True,False,True,True,,True,,,,,,,,,,True,,,,,,,,,,,,,
34636213,https://www.airbnb.com.vn/rooms/34636213,"4,78",,13,21.03259,105.80813,REGULAR,,"H251 * Căn hộ 1 giường * Giặt ủi, vệ sinh miễn phí * Phòng tập thể dục *Lotte",entire_home,51,False,,/ đêm,487.151,₫487.151,2.0,True,True,,True,True,True,,,True,True,True,True,,,,,,,,,,True,,,,,,,,,,,,,
38933201,https://www.airbnb.com.vn/rooms/38933201,"4,78",Ba Đình,30,21.04393,105.84483,REGULAR,,Khung cảnh phố cổ ấm cúng với ban công Ecogreen,private_room,97,False,,/ đêm,513.843,₫513.843,2.0,True,True,True,True,True,,,False,True,,,,,,False,,True,True,True,4,True,,,,,,,,,,,,,,
851727887915148354,https://www.airbnb.com.vn/rooms/851727887915148354,,Đống Đa,26,21.0230565,105.8076453,REGULAR,,Một studio mới và thư giãn ở Đống Đa,entire_home,,False,,/ đêm,,,2.0,True,True,True,,True,,True,False,,True,True,True,,,,,,,,,,,,,True,,,,,,,,,,
882139066014345637,https://www.airbnb.com.vn/rooms/882139066014345637,,Ba Đình,7,21.03285,105.81833,REGULAR,,"H'&A Homestay_40m Newly Built, Balcony",private_room,,False,,/ đêm,,,2.0,True,True,True,True,,,,False,,,True,,,,False,True,,False,True,,True,,,,True,,,,,,,,,,
877913516456795072,https://www.airbnb.com.vn/rooms/877913516456795072,,Ba Đình,13,21.0374953,105.8295883,REGULAR,,Bright Chill Room at HoLo Ngoc Ha Lake Hanoi NH03,private_room,,False,,/ đêm,569.447,₫569.447,2.0,True,True,True,,True,,True,False,,,,,,,False,,,False,True,,True,,,,True,,,,,,,,,,
777915517909403316,https://www.airbnb.com.vn/rooms/777915517909403316,"4,92",Tây Hồ,17,21.05183,105.83817,REGULAR,,Căn hộ đáng yêu với bồn tắm nước nóng,private_room,12,False,,/ đêm,349.610,₫349.610,2.0,True,True,True,True,True,,,False,,,,,,,False,,True,True,True,6,True,True,,,,,,,,,,,,,
9743855,https://www.airbnb.com.vn/rooms/9743855,"5,0",Ba Dinh district,11,21.03346,105.80631,REGULAR,,Phòng ngủ đôi có bồn tắm nước nóng tại Hà Nội,private_room,8,False,,/ đêm,508.542,₫508.542,2.0,True,True,,,True,True,,False,,,True,,,,False,,,True,True,7,,True,,False,True,,,,,,,,,,
20396616,https://www.airbnb.com.vn/rooms/20396616,"4,78",Yên Phụ,21,21.0545,105.83766,REGULAR,,Sống cùng gia đình bản xứ Kim Hà Nội 2,private_room,23,False,,/ đêm,321.187,₫321.187,2.0,True,True,True,True,True,,,False,,,True,True,,,False,,,True,True,6,True,,,,,,,,,,,,,,
835896006413135819,https://www.airbnb.com.vn/rooms/835896006413135819,"4,67",Cửa Nam,14,21.02641,105.84432,REGULAR,,Cozy House In The Heart Of Old Quater,entire_home,3,False,,/ đêm,524.941,₫524.941,3.0,True,True,True,True,True,True,,False,True,,,,,,False,,,,,,,,True,,,,,,,,,,,,
32862585,https://www.airbnb.com.vn/rooms/32862585,"4,68",Ba Đình,15,21.02989,105.81104,REGULAR,,KHÔNG PHẢI LÀ nhà 1BR KimMa Street/ThuLe Park /Lotte&Vincom,entire_home,22,False,,/ đêm,661.747,₫661.747,3.0,True,True,True,True,True,,,False,,True,True,,,,,,True,,,,,,,,,True,,,,,,,,,
861113088505475502,https://www.airbnb.com.vn/rooms/861113088505475502,,Ba Đình,10,21.03377,105.81469,REGULAR,,Căn Hộ 1 Phòng Ngủ Giá tốt full nội thất Hanoi,entire_home,,False,,/ đêm,663.008,₫663.008,2.0,True,True,True,True,True,,True,,,True,True,True,,,,,,,,,,,,,True,,,,,,,,,,
864436109350426972,https://www.airbnb.com.vn/rooms/864436109350426972,,Ba Đình,30,21.04356,105.84262,REGULAR,,(I)Studio/ Private/Center/,private_room,1,False,,/ đêm,511.873,₫511.873,2.0,True,True,True,True,True,True,,False,,,,,True,,False,,,False,True,10,,,,False,,,,,,,,,,,
846301199250400335,https://www.airbnb.com.vn/rooms/846301199250400335,"4,86",Ba Đình,30,21.03146,105.83292,REGULAR,,* NESTSPACE* Biệt thự cổ công nghiệp có ban công trên mái,entire_home,14,False,,/ đêm,903.812,₫903.812,4.0,True,True,,,True,True,True,,,,True,,,True,,,,,,,,,True,,True,,,,,,True,,,,
648381977328428715,https://www.airbnb.com.vn/rooms/648381977328428715,"4,93",Hàng Bài,6,21.02409,105.85133,REGULAR,,Căn 1 phòng ngủ đáng yêu gần trung tâm Hà Nội,private_room,14,False,,/ đêm,469.894,₫469.894,2.0,True,True,True,True,True,,,False,,True,True,,,,False,,,True,True,11,True,,,,,,,,,,,,,,
633052597728065291,https://www.airbnb.com.vn/rooms/633052597728065291,"4,13",Ba Đình,6,21.043295,105.842979,REGULAR,,Sunny Room Hanoi - CityView - Rêver Home,private_room,8,False,,/ đêm,399.412,₫399.412,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32910216,https://www.airbnb.com.vn/rooms/32910216,"4,58",Ba Đình,11,21.03605,105.81002,REGULAR,,Studio dịch vụ tối thiểu gần Lotte Tower,entire_home,19,False,,/ đêm,552.000,₫552.000,2.0,True,True,,True,True,True,,,,True,True,True,,,,,True,,,,,,True,,,,,,,,,,,,
35948587,https://www.airbnb.com.vn/rooms/35948587,"4,92",,11,21.03196,105.80863,REGULAR,,"H281*1bed Apt* Free laundry, clearning *Gim*Lotte",entire_home,73,False,,/ đêm,471.062,₫471.062,2.0,True,True,,True,True,True,,False,,True,True,True,,,,,,,,,,True,,,,,,,,,,,,,
32269958,https://www.airbnb.com.vn/rooms/32269958,,Ba Đình,13,21.03678321838379,105.82493591308594,REGULAR,,Hà Nội trái tim nhà Beyond House # Snapdragon,private_room,2,False,,/ đêm,347.972,₫347.972,2.0,True,True,True,,True,,True,False,,,True,,,,False,,True,True,True,4,True,,,,,,,,,,,,,,
35976036,https://www.airbnb.com.vn/rooms/35976036,"4,81",Hoàn Kiếm,28,21.03184,105.84694,REGULAR,,* PHÒNG MÙA ĐÔNG * KHU PHỐ cũ |5 phút đến HỒ HOÀN KIẾM,private_room,42,False,,/ đêm,647.721,₫647.721,2.0,True,True,,,,True,True,False,,,,,True,True,False,,,True,True,4,True,,True,,,,,,,,,,,,
646948021636177139,https://www.airbnb.com.vn/rooms/646948021636177139,"4,85",Đống Đa,30,21.0278033,105.8407609,REGULAR,,"căn hộ cao cấp, gần Hồ Hoàn Kiếm",private_room,46,False,,/ đêm,626.284,₫626.284,4.0,True,True,True,True,,,,False,,,,,,,False,True,True,True,True,5,True,True,,,,,,,,,,,,,
591612771434870171,https://www.airbnb.com.vn/rooms/591612771434870171,"4,92",Ba Đình,30,21.03983,105.82806,REGULAR,,"Studio hiện đại gần Quảng trường BaDinh, Hồ Tây, Lotte",entire_home,13,False,,/ đêm,615.635,₫615.635,2.0,True,True,True,True,True,,True,False,,,,,,,,True,True,,,,,,,,True,,,,,,,,,,
886512340560904100,https://www.airbnb.com.vn/rooms/886512340560904100,,Ba Đình,19,21.0341772,105.8329799,REGULAR,,LePetit - 5 minsto BaDinhsquare,private_room,,False,,/ đêm,629.894,₫629.894,2.0,,True,,,True,True,,False,,,,,,True,False,,,False,True,,True,True,,,True,,True,,,,,,,,
847464175052955997,https://www.airbnb.com.vn/rooms/847464175052955997,,Cầu Giấy,26,21.03988804478178,105.80514016695274,REGULAR,,Luxhomestay/Giường cỡ King/NetflixTV/Wifi mạnh/Bồn tắm,entire_home,,False,,/ đêm,,,2.0,True,True,True,True,True,,True,False,,,,,,,,True,True,,,,,True,,,,,,,,,,,,,
844797242915592893,https://www.airbnb.com.vn/rooms/844797242915592893,,Ba Đình,6,21.03571,105.81614,REGULAR,,Cozy One Bedroom apartment Lotte*Đào Tấn*Liễu Giai,entire_home,,False,,/ đêm,,,2.0,True,True,True,True,True,,True,,,,True,True,,,,,,,,,,True,,,True,,,,,,,,,,
13790280,https://www.airbnb.com.vn/rooms/13790280,"4,68",Trúc Bạch,16,21.04481,105.84119,REGULAR,,NGÂN SÁCH ✯ ẤM cúng & STUDIO HIỆN đại | TRÁI TIM THỰC HÀ NỘI,entire_home,69,False,,/ đêm,543.412,₫543.412,2.0,True,True,True,,True,True,,,True,True,,True,,,,,True,,,,,,,,True,,,,,,,,,,
18712600,https://www.airbnb.com.vn/rooms/18712600,"4,81",Hanoi,30,21.02447,105.80433,REGULAR,,Nhà đậu phụ - Poppy Flat có bếp (+THANG máy),entire_home,122,False,,/ đêm,459.859,₫459.859,2.0,True,True,,True,True,True,,,,True,True,True,,,,,,,,,,,True,,True,,,,,,,,,,
35856057,https://www.airbnb.com.vn/rooms/35856057,"4,75",Đống Đa,20,21.02745,105.83952,REGULAR,,Nhà của Juan 2. Hanoi Sweet Home - Chợ địa phương,private_room,44,False,,/ đêm,,,2.0,True,True,True,,,True,,False,,,True,,True,True,,,,False,True,5,True,,True,,,,,,,,,,,,
861267525499199738,https://www.airbnb.com.vn/rooms/861267525499199738,,Ba Đình,8,21.03359,105.81532,REGULAR,,Căn Hộ 1 Phòng Ngủ Hướng Phố cạnh Lotte Ba Đình,entire_home,,False,,/ đêm,,,2.0,True,True,True,True,True,,True,,True,True,True,,,,,True,,,,,,,,,,,,,,,,,,,
879466791471176815,https://www.airbnb.com.vn/rooms/879466791471176815,,Ba Đình,11,21.0438731,105.8441564,REGULAR,,AimeeHouse-Elevator-Projector-Netflix-Chill,private_room,2,False,,/ đêm,588.480,₫588.480,2.0,,True,True,,True,True,,False,,,,True,True,True,,,,False,True,4,True,,,,,,,,,,,,True,,
888121129143135485,https://www.airbnb.com.vn/rooms/888121129143135485,,Liễu Giai,6,21.04116,105.81506,REGULAR,,Apartment Quan Ngua,entire_home,,False,,/ đêm,570.589,₫570.589,2.0,True,True,,,True,True,,False,,,True,,,,False,,,,,,,True,,,,,,,,,,,,,
21548670,https://www.airbnb.com.vn/rooms/21548670,"4,91",Ngọc Hà,30,21.03715,105.82878,REGULAR,,Studio yên tĩnh ở trung tâm Ba Đình có lối ra hồ,entire_home,35,False,,/ đêm,455.019,₫455.019,2.0,True,True,True,True,True,,True,False,,True,,,,,False,,True,,,,,,,,,,,,,,,,,,
30860301,https://www.airbnb.com.vn/rooms/30860301,"4,58",,24,21.03262,105.85494,REGULAR,,AnNam❤️Ban công tuyệt vời ★Vị trí hoàn hảo❤ ️Khu phố cổ,entire_home,262,False,,/ đêm,519.237,₫519.237,2.0,True,True,,,,True,,False,,,,,,True,,,True,,,,,,True,,,,,True,,,True,,,,
731573737602709030,https://www.airbnb.com.vn/rooms/731573737602709030,"4,64",Ba Đình,12,21.0336439,105.8087574,REGULAR,,New Square | Studio theo định hướng Nhật Bản | Sân sau,entire_home,14,False,,/ đêm,886.035,₫886.035,2.0,True,True,True,,True,True,,False,,,True,True,,,False,,,,,,,True,,,,,,,,,,,,,
765555322201282209,https://www.airbnb.com.vn/rooms/765555322201282209,,Ba Đình,11,21.03344,105.83264,REGULAR,,Le Cloud @ quảng trường Ba Đình gần đó,entire_home,,False,,/ đêm,516.059,₫516.059,2.0,,True,True,,True,True,,False,True,,,,,True,False,,,,,,,True,,,,,True,,,,,,,,
36332988,https://www.airbnb.com.vn/rooms/36332988,"4,63",Ba Đình,20,21.03144,105.8103,REGULAR,,Căn hộ Hà Nội Moon deco thanh lịch trung tâm Bái Đính,entire_home,16,False,,/ đêm,763.446,₫763.446,3.0,True,True,True,True,True,True,,False,,True,True,True,,,,,,,,,,,,,,,,,,,,,,,
35043502,https://www.airbnb.com.vn/rooms/35043502,"4,8",Ba Đình,24,21.03593,105.82236,REGULAR,,Sống cùng gia đình bản xứ số 5 (Tam Cốc Studio),private_room,25,False,,/ đêm,428.233,₫428.233,3.0,True,True,True,True,True,True,,False,,,True,,,,False,,,True,True,6,True,,,,,,,,,,,,,,
39703917,https://www.airbnb.com.vn/rooms/39703917,"4,41",Hà nội,30,21.03202,105.84704,REGULAR,,Khu phố cổ / PINKY HOME/ {Orchid garden Hanoi},entire_home,44,False,,/ đêm,,,2.0,True,True,True,True,True,True,,False,,,True,,True,,False,,,,,,,,,,,,,,,,,,,,
840810012383748394,https://www.airbnb.com.vn/rooms/840810012383748394,,Ba Đình,6,21.03697,105.81137,REGULAR,,GIẢM giá 15%: 2 đêm/1Br/NewBuilding/LinhLangSt.,entire_home,,False,,/ đêm,,,2.0,True,True,,,True,True,True,False,,,True,True,,True,False,,,,,,,,,,,,,,,,,,,,
595839818792204581,https://www.airbnb.com.vn/rooms/595839818792204581,"5,0",Ba Đình,20,21.03466,105.80662,REGULAR,,H3371*căn hộ tiện nghi có bồn tắm*gần Lotte *CGV,private_room,4,False,,/ đêm,487.151,₫487.151,2.0,True,True,True,,True,,True,False,True,True,,True,,,,,,,,,,True,,,,,,,,,,,,,
24218923,https://www.airbnb.com.vn/rooms/24218923,"4,77",Hanoi,14,21.0284,105.80843,REGULAR,,Căn hộ Ba Đình Studio với tầm nhìn ra thành phố,entire_home,13,False,,/ đêm,437.938,₫437.938,2.0,True,True,True,True,True,,,False,,,True,,,,False,,True,,,,,,,,,True,,,,,,,,,
35467582,https://www.airbnb.com.vn/rooms/35467582,"4,85",Hà Nội,26,21.03209,105.82378,REGULAR,,Căn hộ một giường ấm cúng - studio @HanoiBui 'sHomflix,entire_home,34,False,,/ đêm,391.410,₫391.410,6.0,True,True,True,,True,True,True,False,,,True,,,,False,,,,,,,,True,,,,,,,,,,,,
817327303070110497,https://www.airbnb.com.vn/rooms/817327303070110497,,Ba Đình,18,21.044196614753577,105.84339071709627,REGULAR,,Vintage apartment of high floor,entire_home,,False,,/ đêm,,,2.0,True,True,True,,True,True,,False,,,True,,,,False,,,,,,,True,True,,,,,,,,,,,,
841756260812639174,https://www.airbnb.com.vn/rooms/841756260812639174,"4,29",Hoàn Kiếm,12,21.0245787,105.8428323,REGULAR,,Soul Homestay - TV/bếp/Wi-fi,private_room,7,False,,/ đêm,350.483,₫350.483,2.0,True,True,,True,True,True,True,False,,,True,,,,False,,,,,,,,True,,,,,,,,,,,,
745016873599112798,https://www.airbnb.com.vn/rooms/745016873599112798,,Ba Đình,11,21.02763,105.81069,REGULAR,,Căn Hộ Đầy Đủ Tiện Nghi Gần Hồ Ngọc Khánh Ba Đình,entire_home,,False,,/ đêm,524.941,₫524.941,2.0,True,True,True,True,True,,True,False,,,True,True,,,,,,,,,,True,,,,,,,,,,,,,
890946835606535494,https://www.airbnb.com.vn/rooms/890946835606535494,,Ba Đình,21,21.04144,105.84775,REGULAR,,Vitamin Home~Nice city view apt,entire_home,,False,,/ đêm,,,4.0,True,True,True,,True,True,True,False,,,True,,,,False,,,,,,,,,,,,True,,,,,,,,
13534943,https://www.airbnb.com.vn/rooms/13534943,"4,53",Hanoi,30,21.03268,105.80939,REGULAR,,"Hà Nội Cosy Homestay, phòng Hoa hồng",entire_home,51,False,,/ đêm,485.087,₫485.087,2.0,True,True,,True,True,True,,False,,,True,True,,,False,,,,,,,True,,,,,,,,,,,,,
40598882,https://www.airbnb.com.vn/rooms/40598882,"4,85",Quốc Tử Giám,23,21.02768,105.83415,REGULAR,,Nhà nguyên căn. Phòng Lake,private_room,13,False,,/ đêm,544.883,₫544.883,2.0,,True,True,,True,,True,False,,True,,,,,False,,True,True,True,3,True,,,,,,,,,,,,,,
878669471526396643,https://www.airbnb.com.vn/rooms/878669471526396643,,Ba Đình,30,21.03286,105.80887,REGULAR,,Sumitomo9 Apartment - 58 Dao Tan,private_room,,False,,/ đêm,,,2.0,True,True,True,True,,,True,,,,,,,,,True,True,False,True,,True,True,,,,,,,,True,,,,,
45868684,https://www.airbnb.com.vn/rooms/45868684,"4,74",Hai Bà Trưng,7,21.01864,105.84119,REGULAR,,Căn hộ kiểu✯ Pháp Lagom Homestay Phòng✯ yên tĩnh,entire_home,112,False,,/ đêm,421.094,₫421.094,3.0,True,True,,True,,True,,False,,,,True,,True,False,,,,,,,,True,,,,,True,,,,,,,
823666199182721746,https://www.airbnb.com.vn/rooms/823666199182721746,"4,75",Ba Đình,10,21.033790055853785,105.80948979629517,REGULAR,,Tòa nhà Moon | Stu phong cách Nhật Bản thanh lịch ngọt ngào,entire_home,4,False,,/ đêm,805.743,₫805.743,2.0,True,True,True,,True,,True,False,,,True,True,,,False,,,,,,,True,,,,,,,,,,,,,
35810046,https://www.airbnb.com.vn/rooms/35810046,"4,93",,17,21.03263,105.80711,REGULAR,,"H223 1bed Apt* Free laundry, clearning*Gym*lotte",entire_home,56,False,,/ đêm,477.971,₫477.971,2.0,True,True,,True,True,True,,False,,True,True,True,,,,,,,,,,True,,,,,,,,,,,,,
38507046,https://www.airbnb.com.vn/rooms/38507046,"4,75",Ba Đình,15,21.04172,105.84291,REGULAR,,"SunFlower homestay , Làn đường yên tĩnh,Gần khu phố cổ(3)",private_room,95,False,,/ đêm,401.495,₫401.495,4.0,True,True,,True,,True,,False,,,True,True,,True,False,,,True,True,4,True,,,,,,,,,,,,,,
46015441,https://www.airbnb.com.vn/rooms/46015441,,Ba Đình,3,21.03393,105.82495,REGULAR,,"Phòng sáng sủa,yên tĩnh trong nhà chung của người nước ngoài gần Lotte",private_room,,False,,/ đêm,267.664,₫267.664,1.0,True,True,True,True,,True,,False,,,True,,True,,False,,,False,False,,True,,,,,,,,,,,,,,
755532648369451894,https://www.airbnb.com.vn/rooms/755532648369451894,"4,41",Hoàn Kiếm,18,21.038,105.84541,REGULAR,,"Phòng rộng rãi, nơi thư giãn thực sự tại Hoàn Kiếm",private_room,22,False,,/ đêm,,,2.0,True,True,True,,True,True,True,False,,,True,,,,False,,,False,True,5,True,,,,,,,,,,,,,,
37387228,https://www.airbnb.com.vn/rooms/37387228,"4,54",Truc Bach,30,21.04902,105.83982,REGULAR,,"Mùa hoa lãng mạn ở Hà Nội, gần gũi và ấm áp",private_room,67,False,,/ đêm,508.542,₫508.542,2.0,True,True,True,True,,,,False,,,True,True,,,False,,True,False,True,5,True,,,,,,,,,,,,,,
874338593024738149,https://www.airbnb.com.vn/rooms/874338593024738149,,Ba Đình,7,21.03274,105.80964,REGULAR,,1BR/Japan St/Minimalism Interior,entire_home,,False,,/ đêm,,,2.0,True,True,True,True,True,True,,False,,,True,,,True,False,,,,,,,,,,,,,,,,,,,,
662191224149846864,https://www.airbnb.com.vn/rooms/662191224149846864,"4,55",Hoàn Kiếm,15,21.03471,105.85198,REGULAR,,❤️CentralOldTown-BeerStreet🌟OMoHouse💕SelfCheck247,private_room,22,False,,/ đêm,303.633,₫303.633,2.0,,True,True,True,,True,True,False,True,,,,True,True,False,,,,,,,,,,,,,,,,,,,,
872989258538986658,https://www.airbnb.com.vn/rooms/872989258538986658,"5,0",Tây Hồ,9,21.05236,105.83462,REGULAR,,Kemhome*West Lake*Balcony,entire_home,3,False,,/ đêm,570.589,₫570.589,2.0,True,True,,,True,True,True,False,,,True,,,,False,,True,,,,,,,,,,,,,,,,,,
31970108,https://www.airbnb.com.vn/rooms/31970108,"4,7",Ba Đình,20,21.0325,105.81008,REGULAR,,Tòa nhà Moon 1BR/Trung tâm Ba Đình/ Lotte & Vincom,entire_home,43,False,,/ đêm,751.819,₫751.819,3.0,True,True,True,True,True,True,,False,,True,True,True,,,,,,,,,,,,,,,,,,,,,,,
30478418,https://www.airbnb.com.vn/rooms/30478418,"4,62",Hanoi,9,21.02765,105.81042,REGULAR,,Celadon Apt 1BR/Miền Trung Ba Đình/Lotte và Vincom,entire_home,34,False,,/ đêm,592.181,₫592.181,3.0,True,True,,True,True,True,,False,,True,True,True,,,,,True,,,,,,,,,,,,,,,,,,
868794063695926656,https://www.airbnb.com.vn/rooms/868794063695926656,,Cầu Giấy,19,21.04033,105.80589,REGULAR,,Luxhomestay/King bd/Netflix/WiFi/Bathtub/blue room,entire_home,,False,,/ đêm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
852444028239259366,https://www.airbnb.com.vn/rooms/852444028239259366,"4,6",Ba Đình,24,21.03096,105.84322,REGULAR,,Ha Noi's Old Quarter| City center| Private balcony,private_room,5,False,,/ đêm,525.950,₫525.950,2.0,,True,True,True,,,True,False,,,,,,,False,True,,False,True,1,True,,,,True,True,,,,,,,,,
887544012094733318,https://www.airbnb.com.vn/rooms/887544012094733318,,Ba Đình,21,21.04722,105.84074,REGULAR,,401/29,entire_home,,False,,/ đêm,,,2.0,True,True,True,True,True,True,,,,True,True,True,,,,,True,,,,,,,,,,,,,,,,,,
861155301258345879,https://www.airbnb.com.vn/rooms/861155301258345879,,Ba Đình,11,21.0356,105.81451,REGULAR,,Căn Hộ 1 Phòng Ngủ Full nội thất Ba Đình Hà Nội,entire_home,,False,,/ đêm,,,2.0,True,True,True,True,True,,True,,,True,True,True,,,,,,,,,,,,,True,,,,,,,,,,
20574867,https://www.airbnb.com.vn/rooms/20574867,"4,69",Hà Nội,17,21.03143,105.84981,REGULAR,,-50% /1’ đến Hồ Hoàn Kiếm/5F,private_room,111,False,,/ đêm,,,2.0,True,True,,True,True,,,False,True,,True,,,,False,,True,False,True,6,True,,,,,,,,,,,,,,
